N	2gram	Losev_Vlad_1	Narrotol
1	не только	24	31
2	но и	19	27
3	и не	17	23
4	при этом	2	19
5	может быть	6	15
6	в качестве	6	14
7	в частности	2	14
8	как и	4	13
9	а не	1	13
10	а в	9	13
11	в этом	14	12
12	только в	9	12
13	и в	31	11
14	в данном	1	11
15	тогда как	1	10
16	и его	7	10
17	такого рода	4	10
18	то есть	3	9
19	то что	18	9
20	то же	6	8
21	представляет собой	1	8
22	не может	6	8
23	в том	11	8
24	уже не	3	8
25	со стороны	2	8
26	но в	12	7
27	том что	14	7
28	если бы	1	7
29	на протяжении	1	7
30	у него	15	7
31	и он	3	6
32	в самом	2	6
33	не в	5	6
34	в этой	4	6
35	в себе	4	6
36	тому же	2	6
37	об этом	7	6
38	не мог	3	6
39	к тому	3	6
40	одного из	1	6
41	в его	12	6
42	один из	4	6
43	как раз	7	6
44	или в	1	6
45	а также	5	6
46	жизни и	5	6
47	и на	3	5
48	так и	6	5
49	точки зрения	2	5
50	в своей	4	5
51	тем самым	2	5
52	потому что	11	5
53	на другой	1	5
54	можно сказать	6	5
55	столь же	1	5
56	то в	1	4
57	на себя	3	4
58	еще не	2	4
59	истории в	1	4
60	с его	11	4
61	но не	3	4
62	как в	3	4
63	все же	3	4
64	хотя и	4	4
65	из этих	2	4
66	в нем	4	4
67	из них	2	4
68	и тем	1	4
69	в одном	1	4
70	вплоть до	1	4
71	в то	8	4
72	одна из	1	4
73	не по	2	4
74	того чтобы	2	4
75	никогда не	9	4
76	что на	2	4
77	к себе	2	4
78	в ней	1	4
79	так в	1	4
80	что у	4	4
81	о том	11	4
82	внимание на	1	4
83	же время	4	4
84	а во	1	4
85	к нему	4	4
86	в литературе	1	4
87	того что	2	4
88	для него	7	4
89	у нее	1	4
90	прежде всего	1	4
91	о чем	1	4
92	этом и	2	4
93	однако и	1	4
94	или не	1	4
95	как известно	1	3
96	также и	10	3
97	и то	10	3
98	самом деле	1	3
99	едва ли	3	3
100	мы имеем	1	3
101	мы не	1	3
102	он сам	2	3
103	но как	5	3
104	другой день	1	3
105	в своем	4	3
106	и как	4	3
107	в целом	3	3
108	в нашем	4	3
109	он не	10	3
110	для того	2	3
111	и с	14	3
112	это не	1	3
113	в жизни	3	3
114	тем не	2	3
115	их в	1	3
116	не менее	2	3
117	о них	1	3
118	этом отношении	1	3
119	за ними	1	3
120	у нас	6	3
121	начиная с	2	3
122	и о	2	3
123	еще в	4	3
124	о ней	1	3
125	сводится к	1	3
126	о нем	7	3
127	его жизни	6	3
128	лишь в	2	3
129	что он	12	3
130	по отношению	1	3
131	именно в	1	3
132	не было	5	3
133	как это	7	3
134	быть не	1	3
135	в начале	3	3
136	это уже	1	3
137	не существует	1	3
138	и все	4	3
139	жизни а	1	3
140	что в	14	3
141	и через	3	2
142	и для	2	2
143	не вполне	1	2
144	ему в	2	2
145	и самого	1	2
146	столько же	1	2
147	в чем	2	2
148	один и	2	2
149	отнюдь не	3	2
150	что касается	3	2
151	раз в	1	2
152	роль в	1	2
153	на две	1	2
154	на то	5	2
155	не могла	1	2
156	так сказать	1	2
157	и еще	2	2
158	и вот	3	2
159	одно и	1	2
160	человека в	1	2
161	не будет	1	2
162	а по	2	2
163	это было	6	2
164	я в	1	2
165	для них	1	2
166	а за	1	2
167	он и	6	2
168	в москве	8	2
169	жизни но	1	2
170	и тогда	1	2
171	и того	1	2
172	в этих	1	2
173	она не	1	2
174	в детстве	2	2
175	дело в	4	2
176	и сама	1	2
177	дело не	2	2
178	не могло	1	2
179	ничего не	3	2
180	этих двух	1	2
181	ему было	3	2
182	и после	1	2
183	связи с	1	2
184	к жизни	2	2
185	не столь	1	2
186	же самое	1	2
187	как мы	9	2
188	с ее	1	2
189	свою очередь	1	2
190	здесь не	3	2
191	другой стороны	3	2
192	в произведении	1	2
193	что может	1	2
194	особенно в	1	2
195	она была	2	2
196	с ним	5	2
197	имеем дело	1	2
198	своей истории	1	2
199	никак не	4	2
200	с другой	3	2
201	времени в	2	2
202	это была	3	2
203	нас в	1	2
204	и только	1	2
205	же в	1	2
206	с ними	2	2
207	дело с	1	2
208	он уже	4	2
209	всяком случае	2	2
210	который в	1	2
211	себя в	4	2
212	только на	3	2
213	до конца	1	2
214	в конце	9	2
215	друг друга	1	2
216	мы можем	1	2
217	в особенности	4	2
218	нами не	1	2
219	и даже	15	2
220	в области	1	2
221	в результате	2	2
222	она в	1	2
223	как у	1	2
224	после смерти	4	2
225	и притом	3	2
226	что не	1	2
227	слово но	1	2
228	и стал	3	2
229	человеческой жизни	1	2
230	что мы	2	2
231	если не	3	2
232	вместе с	3	2
233	к его	3	2
234	по своим	3	2
235	по своему	3	2
236	да и	4	2
237	встречи с	1	2
238	о его	2	2
239	в связи	3	2
240	и от	5	2
241	в году	30	2
242	которая в	1	2
243	но зато	2	2
244	хотя бы	2	2
245	только что	2	2
246	жизни в	1	2
247	между ними	1	2
248	сказать что	7	2
249	в свою	1	2
250	все что	2	2
251	в таком	1	2
252	во всяком	2	2
253	он стоит	1	1
254	и т	2	1
255	одним из	2	1
256	его матери	1	1
257	а из	1	1
258	на самом	1	1
259	только потому	1	1
260	это и	2	1
261	так у	1	1
262	причем все	1	1
263	и есть	1	1
264	но после	1	1
265	и до	2	1
266	за границей	2	1
267	по его	2	1
268	мы уже	7	1
269	он ничего	1	1
270	не приходится	1	1
271	в первый	1	1
272	этом не	2	1
273	он как	3	1
274	то и	2	1
275	что иное	1	1
276	но даже	2	1
277	в некотором	1	1
278	мы и	4	1
279	всю ночь	1	1
280	из которых	1	1
281	значит и	1	1
282	и опыт	1	1
283	свете нет	1	1
284	и много	1	1
285	он был	14	1
286	из особенностей	1	1
287	иное как	1	1
288	ответы на	1	1
289	бы то	1	1
290	в различных	1	1
291	на своих	1	1
292	бы она	1	1
293	природы и	1	1
294	между началом	1	1
295	при жизни	2	1
296	роль принадлежит	1	1
297	мы будем	2	1
298	тех же	2	1
299	значение и	1	1
300	свою жизнь	1	1
301	ответ на	2	1
302	отношение к	3	1
303	тут же	7	1
304	знакомства с	1	1
305	и я	2	1
306	вызывает в	1	1
307	его на	2	1
308	еще и	7	1
309	студента не	1	1
310	когда он	5	1
311	и к	6	1
312	в противоположность	1	1
313	для которого	1	1
314	с детьми	1	1
315	со своей	3	1
316	еще на	2	1
317	в которой	4	1
318	из жизни	1	1
319	ни один	1	1
320	об этих	3	1
321	за это	2	1
322	то я	1	1
323	волосы в	1	1
324	был назначен	2	1
325	тоже не	1	1
326	к своей	2	1
327	что к	3	1
328	и тот	2	1
329	что даже	1	1
330	как он	4	1
331	но на	3	1
332	всей его	2	1
333	что она	2	1
334	главным образом	4	1
335	своих двух	1	1
336	т д	2	1
337	как с	1	1
338	не как	1	1
339	однако он	1	1
340	в силу	1	1
341	новое и	1	1
342	содержит в	1	1
343	его от	1	1
344	и по	8	1
345	так например	2	1
346	именно это	1	1
347	говоря в	1	1
348	таким образом	3	1
349	но все	1	1
350	однако все	1	1
