N	3gram	Propp_Isto_4	Problema
1	не может быть	4	11
2	в большинстве случаев	1	5
3	в данном случае	3	4
4	с другой стороны	4	4
5	в иных случаях	1	3
6	в основе своей	1	3
7	может быть только	1	3
8	как мы увидим	1	3
9	тем не менее	2	3
10	можно сказать что	1	2
11	то же самое	2	2
12	но и в	1	2
13	и не может	1	2
14	и др в	1	2
15	не только в	2	2
16	не могут быть	1	2
17	мы здесь не	1	2
18	так и в	2	2
19	и тем самым	1	2
20	и может быть	1	1
21	что иное как	3	1
22	и в таких	1	1
23	дает нам право	2	1
24	подобно тому как	1	1
25	но и во	1	1
26	но этот момент	1	1
27	о том как	1	1
28	имеется в виду	1	1
29	до сих пор	5	1
30	и в других	1	1
31	в таких случаях	2	1
32	что в некоторых	2	1
33	на то что	3	1
34	от него он	1	1
35	может быть и	1	1
36	можно найти в	1	1
37	то время как	1	1
38	его связь с	1	1
39	не что иное	3	1
40	формы и только	1	1
41	если бы мы	1	1
42	таким образом и	1	1
43	в меньшей степени	1	1
44	смысле этого слова	2	1
45	на этом явлении	1	1
46	в некоторых случаях	3	1
47	по сравнению с	3	1
48	т д мы	2	1
49	еще ждет своего	1	1
50	не в том	1	1
51	не все а	1	1
52	в связи с	2	1
53	в наши задачи	1	1
54	в том как	1	1
55	в узком смысле	1	1
56	есть не что	1	1
57	с ними в	1	1
58	в то время	1	1
59	здесь не может	1	1
60	свою связь с	1	1
61	это и есть	1	1
62	и т д	24	1
63	можно показать что	1	1
64	к нему с	1	1
65	и как мы	1	1
66	в другом случае	2	1
67	к тому что	1	1
68	как и в	1	1
69	на этот вопрос	2	1
70	превращает его в	1	1
71	данном случае к	1	1
