N	2gram	Bakhtin_Fr_7	slovoVRo
1	в романе	7	46
2	и в	41	39
3	может быть	4	37
4	и его	9	33
5	то есть	20	26
6	не только	5	24
7	и не	7	22
8	но и	9	21
9	не может	3	20
10	в нем	7	19
11	до конца	2	17
12	в этом	15	16
13	все это	10	16
14	так и	10	15
15	а не	2	14
16	отличие от	1	13
17	как в	5	13
18	в процессе	2	13
19	слова в	1	13
20	во всех	3	12
21	в истории	1	11
22	вовсе не	7	10
23	и с	4	9
24	не в	9	9
25	со своим	1	9
26	словом и	1	8
27	таким образом	19	8
28	оно не	2	8
29	себя в	1	8
30	прежде всего	11	8
31	слова и	1	8
32	точки зрения	5	8
33	еще не	2	7
34	с его	2	7
35	в него	1	7
36	при этом	3	7
37	в этих	2	7
38	для него	6	7
39	с ним	2	7
40	никогда не	2	7
41	как мы	11	7
42	язык и	1	7
43	в его	12	7
44	и даже	1	7
45	и потому	3	7
46	как бы	7	7
47	в сущности	4	6
48	но не	1	6
49	в своем	9	6
50	все же	1	6
51	и к	5	6
52	но в	8	6
53	все эти	13	6
54	так сказать	3	6
55	значительной степени	2	6
56	в них	7	6
57	в слове	1	6
58	как и	14	6
59	она не	1	6
60	в значительной	2	6
61	в большинстве	2	6
62	жизни и	3	6
63	например в	3	5
64	героя и	1	5
65	и слова	1	5
66	человека в	2	5
67	это не	6	5
68	том что	4	5
69	по себе	1	5
70	не могут	1	5
71	но все	4	5
72	мира и	4	5
73	один из	1	5
74	в том	11	5
75	с ними	3	5
76	уже не	2	5
77	и их	3	5
78	большинстве случаев	2	5
79	в плане	5	5
80	и для	5	5
81	только в	6	5
82	от него	1	5
83	и все	14	5
84	и наконец	4	5
85	отношения к	1	4
86	на античной	1	4
87	его не	1	4
88	и на	4	4
89	по отношению	2	4
90	отношение к	2	4
91	связанные с	3	4
92	то же	13	4
93	его в	3	4
94	и иных	1	4
95	ни в	6	4
96	в отношении	3	4
97	в то	10	4
98	одна из	4	4
99	в основе	1	4
100	эти формы	1	4
101	же время	9	4
102	или как	1	4
103	во всем	1	4
104	здесь не	1	4
105	но здесь	1	4
106	наконец в	1	4
107	дело с	1	4
108	поэтому и	3	4
109	для всех	2	4
110	и других	2	4
111	так как	3	4
112	даже и	1	4
113	и др	2	4
114	с помощью	6	4
115	на фоне	1	4
116	xix века	1	4
117	в той	3	4
118	в основном	1	4
119	а в	5	4
120	отношению к	2	4
121	в таком	1	4
122	ту же	2	3
123	как это	1	3
124	в чисто	1	3
125	должна быть	1	3
126	той же	3	3
127	человека и	1	3
128	в чем	2	3
129	к новому	2	3
130	перед нами	2	3
131	и как	2	3
132	не приходится	1	3
133	с их	1	3
134	человеке и	1	3
135	на этом	5	3
136	материала и	1	3
137	не с	1	3
138	еще раз	1	3
139	с точки	3	3
140	не была	1	3
141	его от	1	3
142	связи с	1	3
143	этом отношении	2	3
144	действует в	1	3
145	слове но	1	3
146	в ней	5	3
147	а также	2	3
148	к нему	5	3
149	между тем	1	3
150	что и	5	3
151	слов и	4	3
152	в свете	3	3
153	или даже	1	3
154	у него	6	3
155	рядом с	4	3
156	в особенности	2	3
157	связан с	2	3
158	здесь в	1	3
159	и создает	1	3
160	в свою	3	3
161	может иметь	2	3
162	связано с	2	3
163	и там	1	3
164	как к	1	3
165	в контексте	1	3
166	и от	8	3
167	голоса и	1	3
168	но это	3	3
169	что в	9	3
170	сказать что	1	3
171	одновременно и	2	3
172	героя в	1	3
173	во всяком	2	3
174	одним из	1	2
175	также и	2	2
176	xvii века	2	2
177	это и	1	2
178	игры с	1	2
179	ведь и	1	2
180	оно было	2	2
181	с таким	1	2
182	мы уже	12	2
183	мы не	2	2
184	именно к	1	2
185	но она	1	2
186	с ее	3	2
187	конечно и	1	2
188	имеет дело	2	2
189	подчеркнуть что	1	2
190	всех сторон	1	2
191	меньше чем	1	2
192	на них	3	2
193	не был	1	2
194	его так	1	2
195	точка зрения	2	2
196	менее всего	1	2
197	в новом	1	2
198	сплетаются в	1	2
199	за пределы	1	2
200	с этим	2	2
201	кроме того	3	2
202	хотя и	4	2
203	более или	2	2
204	время это	1	2
205	в нашем	1	2
206	в себе	11	2
207	роль в	2	2
208	как он	2	2
209	он не	4	2
210	в виде	1	2
211	и связанные	1	2
212	в нее	3	2
213	мировой литературе	1	2
214	в свой	1	2
215	за ней	1	2
216	здесь это	1	2
217	далеко не	2	2
218	мы видели	5	2
219	чем в	1	2
220	автора и	1	2
221	или менее	2	2
222	и другие	3	2
223	несколько слов	1	2
224	и при	1	2
225	в их	3	2
226	языке но	1	2
227	мы сказали	1	2
228	но эта	1	2
229	которые в	1	2
230	но он	4	2
231	даже в	1	2
232	в историческом	2	2
233	анри де	1	2
234	воплощено в	1	2
235	на котором	1	2
236	дело в	2	2
237	того как	5	2
238	в одном	3	2
239	только и	1	2
240	с одним	1	2
241	и форм	1	2
242	входят в	2	2
243	в области	2	2
244	в мировой	1	2
245	в речах	1	2
246	значение как	1	2
247	должен быть	2	2
248	и образ	2	2
249	свою очередь	3	2
250	на нем	1	2
251	очень важную	1	2
252	необходимо еще	1	2
253	в себя	2	2
254	так в	1	2
255	в дальнейшем	1	2
256	как с	1	2
257	в другом	1	2
258	здесь как	2	2
259	особенно в	2	2
260	романе и	1	2
261	о нем	3	2
262	и здесь	4	2
263	на него	1	2
264	о том	6	2
265	и т.п	9	2
266	притом в	1	2
267	влияние на	4	2
268	в различных	1	2
269	в форме	3	2
270	еще более	2	2
271	к различным	1	2
272	что он	3	2
273	мы увидим	1	2
274	почти все	1	2
275	правда и	2	2
276	всяком случае	1	2
277	со всеми	2	2
278	уже в	5	2
279	его и	1	2
280	проникает в	3	2
281	в единое	1	2
282	то что	8	2
283	не было	3	2
284	именно в	2	2
285	и крайняя	1	2
286	них и	2	2
287	романа этот	1	2
288	более того	1	2
289	для романа	1	2
290	его как	2	2
