N	2gram	Ircho_Kome_2	KulturaY
1	и т	2	54
2	т п	2	41
3	т е	1	32
4	и в	26	23
5	точки зрения	4	23
6	в том	11	22
7	не только	7	17
8	в этом	10	16
9	было бы	8	16
10	с точки	1	16
11	самом деле	1	14
12	может быть	11	14
13	в области	1	14
14	в самом	4	13
15	что в	9	13
16	не менее	4	12
17	потому что	6	12
18	для того	5	12
19	вопрос о	3	11
20	том что	9	11
21	того чтобы	6	11
22	можно было	4	11
23	в его	4	11
24	а не	1	11
25	у нас	1	10
26	и не	14	10
27	еще не	6	9
28	таким образом	6	9
29	тем не	1	9
30	хотя бы	2	9
31	так как	4	9
32	прежде всего	4	9
33	иными словами	1	8
34	если бы	9	8
35	в виду	2	8
36	до сих	2	8
37	сих пор	2	8
38	как на	1	8
39	как это	4	7
40	все эти	1	7
41	в нашем	2	7
42	того как	3	7
43	если мы	1	7
44	и что	2	7
45	с другой	2	7
46	или иной	1	7
47	на фоне	1	7
48	сказать что	1	7
49	то же	3	6
50	говорить о	2	6
51	в общем	1	6
52	с помощью	1	6
53	в силу	2	6
54	только в	4	6
55	так и	12	6
56	с тем	5	6
57	в их	3	6
58	ничего не	1	6
59	связи с	3	6
60	не может	3	6
61	по себе	1	6
62	о том	6	6
63	после того	2	6
64	что и	7	6
65	тот же	2	6
66	что он	5	6
67	и есть	2	5
68	в первом	2	5
69	как мы	4	5
70	в чем	1	5
71	в рамках	1	5
72	независимо от	5	5
73	все же	4	5
74	хотя и	4	5
75	из этих	4	5
76	как бы	2	5
77	что она	2	5
78	как и	4	5
79	не в	2	5
80	вовсе не	2	5
81	от того	2	5
82	той или	1	5
83	всякого рода	1	5
84	тем что	3	5
85	в связи	3	5
86	что же	1	5
87	тем более	1	5
88	а в	3	5
89	того же	3	4
90	тех же	3	4
91	отношения между	1	4
92	в сущности	1	4
93	столь же	9	4
94	как в	3	4
95	в своем	6	4
96	целый ряд	2	4
97	в целом	4	4
98	том случае	1	4
99	ясно что	8	4
100	в своей	3	4
101	не столько	1	4
102	которые в	2	4
103	том чтобы	1	4
104	тому что	4	4
105	тем самым	1	4
106	как раз	1	4
107	в ее	2	4
108	были бы	1	4
109	пор пока	1	4
110	для нас	3	4
111	а также	1	4
112	между тем	4	4
113	тех пор	3	4
114	один из	5	4
115	с одной	2	4
116	что не	1	4
117	не было	3	4
118	однако что	1	4
119	одной стороны	2	4
120	в той	2	4
121	до тех	3	4
122	то что	6	4
123	только как	1	4
124	речь идет	3	3
125	той же	3	3
126	мы не	2	3
127	в ней	3	3
128	время в	1	3
129	только после	1	3
130	то мы	1	3
131	но не	3	3
132	то он	1	3
133	по отношению	3	3
134	отношение к	2	3
135	то обстоятельство	1	3
136	отнюдь не	2	3
