N	2gram	Tiupa_Narr_2	FransuaR
1	и в	13	65
2	то есть	9	45
3	как бы	6	22
4	и не	14	22
5	вовсе не	2	18
6	и т.п	6	17
7	в том	14	16
8	в этом	13	15
9	но в	6	14
10	в нем	5	13
11	нового времени	2	13
12	прежде всего	6	11
13	все эти	3	10
14	не только	26	10
15	и его	3	10
16	так и	9	10
17	но и	15	10
18	и потому	1	10
19	во всех	1	9
20	в его	6	9
21	все это	1	9
22	за пределы	1	8
23	в своем	6	8
24	в основе	1	8
25	и даже	3	8
26	по своему	2	8
27	точки зрения	5	7
28	в области	2	7
29	только в	11	7
30	жизни и	4	7
31	на самом	2	6
32	в ней	2	6
33	еще не	2	6
34	все же	6	6
35	и у	4	6
36	при этом	14	6
37	том что	13	6
38	в отношении	1	6
39	никогда не	6	6
40	как мы	1	6
41	времени и	4	6
42	в литературе	4	6
43	одно из	2	6
44	может быть	10	6
45	не знает	1	6
46	сказать что	3	6
47	века в	1	5
48	с его	3	5
49	отличие от	5	5
50	как в	5	5
51	с их	1	5
52	на протяжении	5	5
53	как и	4	5
54	есть в	1	5
55	в своей	4	5
56	между людьми	1	5
57	потому что	2	5
58	той или	3	5
59	между тем	3	5
60	для него	4	5
61	в одном	1	5
62	или иной	3	5
63	превращается в	2	5
64	в частности	11	5
65	xix века	1	5
66	в той	5	5
67	и все	4	5
68	еще более	1	5
69	в своих	2	5
70	жизни в	6	5
71	здесь и	1	4
72	в общем	1	4
73	и к	6	4
74	в самом	2	4
75	в этой	4	4
76	этой культуры	1	4
77	так сказать	3	4
78	входит в	1	4
79	во время	2	4
80	в отличие	5	4
81	мысли и	1	4
82	не в	8	4
83	до сих	1	4
84	связи с	1	4
85	в жизни	6	4
86	отношение к	1	4
87	сих пор	1	4
88	мира и	3	4
89	для нас	2	4
90	между ними	1	4
91	самом деле	3	3
92	по его	2	3
93	мы и	1	3
94	мы будем	1	3
95	не просто	1	3
96	в себя	4	3
97	уже не	4	3
98	то что	8	3
99	в себе	8	3
