N	3gram	Bakhtin_Fr_3	Problema
1	по отношению к	2	19
2	не может быть	2	11
3	с точки зрения	1	6
4	в отличие от	3	5
5	в высшей степени	1	5
6	в его целом	1	5
7	между тем как	1	5
8	и прежде всего	3	5
9	в данном случае	2	4
10	с другой стороны	1	4
11	на самом деле	3	3
12	бы то ни	1	3
13	можно было бы	2	3
14	в основе своей	1	3
15	может быть только	1	3
16	в применении к	1	3
17	все то что	2	3
18	как мы увидим	1	3
19	то же время	6	3
20	в том что	1	3
21	в то же	6	3
22	в области изучения	1	2
23	можно сказать что	2	2
24	в том же	2	2
25	на первый план	1	2
26	в строгом смысле	1	2
27	но и в	2	2
28	только там где	1	2
29	и не может	1	2
30	и др в	1	2
31	и в области	1	2
32	и в частности	1	2
33	то ни было	1	2
34	одной из важнейших	1	2
35	в нашем примере	3	2
36	к нему и	1	2
37	той или иной	2	2
38	для того чтобы	3	2
39	в этом отношении	2	2
40	высшей степени характерно	1	1
41	одна из важнейших	1	1
42	в ее целом	1	1
43	что иное как	1	1
44	но что в	1	1
45	для художника и	1	1
46	только в пределах	1	1
47	в свою очередь	1	1
48	так например в	1	1
49	подобно тому как	1	1
50	в настоящее время	1	1
51	также и в	1	1
52	здесь прежде всего	1	1
53	имеют дело с	1	1
54	о том как	1	1
55	имеется в виду	1	1
56	в нем и	1	1
57	до сих пор	4	1
58	и в других	2	1
59	хотя бы и	1	1
60	в таких случаях	1	1
61	и не к	1	1
62	и др и	1	1
63	но несмотря на	1	1
64	строгом смысле слова	1	1
65	самое существенное отношение	1	1
66	и потому в	1	1
67	может быть и	1	1
68	в первых главах	1	1
69	в значительной степени	2	1
70	существенное отношение к	2	1
71	его связь с	3	1
72	не что иное	1	1
73	никакому сомнению что	2	1
74	но в то	4	1
75	таким образом и	1	1
76	какое же значение	1	1
77	смысле этого слова	1	1
78	а также и	3	1
79	душу и тело	1	1
80	с помощью которого	1	1
81	и в этом	1	1
82	по сравнению с	2	1
83	в нашу задачу	1	1
84	притом не только	1	1
85	еще ждет своего	1	1
86	во всех отношениях	1	1
87	в связи с	4	1
88	в их целом	1	1
89	и в романе	2	1
90	в свое время	1	1
91	в своем роде	1	1
92	в истории и	1	1
93	в узком смысле	1	1
94	есть не что	1	1
95	в связи со	1	1
96	его отношение к	2	1
97	это и есть	1	1
98	первом случае мы	1	1
99	и отнюдь не	1	1
100	и в самом	1	1
101	как бы две	1	1
102	оно может быть	1	1
103	как мы уже	5	1
104	это как бы	1	1
105	мы уже указывали	1	1
106	в первом случае	1	1
107	его целом в	1	1
108	как и в	2	1
109	не нуждается в	1	1
110	дело в том	1	1
111	и в другом	1	1
