N	3gram	Tiupa_Lite_3	Psycholo
1	для того чтобы	1	19
2	на то что	2	16
3	в том что	4	14
4	с одной стороны	4	12
5	о том что	4	6
6	к тому что	1	6
7	в самом деле	2	5
8	с другой стороны	2	5
9	именно то что	1	4
10	не только не	1	4
11	то же самое	2	3
12	вместе с тем	1	3
13	из того что	2	3
14	и то что	1	3
15	и т п	1	3
16	в этом отношении	5	3
17	что иное как	1	2
18	состоит в том	2	2
19	как будто на	1	2
20	с точки зрения	3	2
21	в отличие от	5	2
22	то что в	1	2
23	в данном случае	4	2
24	в том чтобы	2	2
25	не только в	2	2
26	там где мы	1	2
27	не может быть	3	2
28	и в самом	2	2
29	вопрос о том	1	2
30	не что иное	1	2
31	той или иной	2	2
32	друг от друга	1	2
33	как бы в	1	2
34	на самом деле	1	2
35	по отношению к	4	1
36	более или менее	1	1
37	в каждый данный	1	1
38	но и всех	1	1
39	одном из двух	1	1
40	одной стороны и	2	1
41	в поэзии не	1	1
42	каждый данный момент	1	1
43	в другом месте	1	1
44	на другом это	1	1
45	когда мы вместе	1	1
46	почти никогда не	1	1
47	с этой точки	1	1
48	и в частности	2	1
49	в эстетический объект	1	1
50	как будто бы	1	1
51	и при этом	1	1
52	едва ли не	1	1
53	а не как	2	1
54	при этом оказывается	1	1
55	именно в этом	1	1
56	мы все время	1	1
57	и в том	1	1
58	этой точки зрения	1	1
59	того что у	1	1
60	по мнению автора	1	1
61	был только тем	1	1
62	означает не что	1	1
63	то что ему	2	1
64	в свою очередь	1	1
65	ничего общего с	1	1
66	в конечном счете	1	1
67	в целом ряде	1	1
68	и т.п и	1	1
69	тем что он	2	1
70	но не только	1	1
71	в эти самые	1	1
72	обратим внимание на	2	1
73	и только в	1	1
