N	2gram	Propp_Russ_1	Myslijsy
1	потому что	10	46
2	то есть	3	34
3	в том	17	32
4	и в	36	30
5	может быть	8	28
6	то же	3	23
7	не только	22	21
8	только в	4	21
9	для нас	6	20
10	но и	16	19
11	того что	4	18
12	том что	19	18
13	то что	6	18
14	что в	19	17
15	в себе	1	16
16	и не	6	15
17	а не	2	15
18	таким образом	6	14
19	что и	7	13
20	так как	15	13
21	если бы	1	12
22	вместе с	10	12
23	а в	9	12
24	точно так	1	12
25	так и	7	11
26	этого слова	3	11
27	как в	5	10
28	в этом	12	10
29	как и	10	10
30	в то	1	10
31	и что	4	10
32	мы не	6	9
33	только тогда	1	9
34	из этих	4	9
35	в нем	2	9
36	было бы	1	9
37	тогда когда	1	9
38	между тем	7	9
39	в ней	2	8
40	от того	1	8
41	что не	1	8
42	что мы	1	8
43	но не	2	7
44	с тем	8	7
45	и без	1	7
46	тем что	4	7
47	как мы	10	7
48	так что	2	7
49	слова в	3	7
50	к тому	4	7
51	например в	2	6
52	же что	1	6
53	с этим	2	6
54	же с	1	6
55	с ним	2	6
56	не имеет	6	6
57	и теперь	1	6
58	те же	1	6
59	там же	5	6
60	что он	1	6
61	уже не	6	6
62	то и	1	6
63	из них	8	6
64	но оно	1	6
65	не может	4	6
66	но это	4	6
67	и т	10	5
68	еще не	4	5
69	по отношению	1	5
70	независимо от	2	5
71	в своем	3	5
72	и как	2	5
73	думать что	3	5
74	и тем	1	5
75	в них	6	5
76	что я	1	5
77	значение слова	1	5
78	к ней	2	5
79	как на	1	5
80	не могут	1	5
81	не менее	3	5
82	уже в	1	5
83	одно из	5	5
84	только по	2	5
85	очевидно что	1	5
86	тому как	1	5
87	отношению к	1	5
88	сказать что	1	5
89	только как	1	5
90	говоря о	1	4
91	тем же	1	4
92	от своих	1	4
93	в каждой	1	4
94	не все	1	4
95	относится к	1	4
96	что именно	2	4
97	не было	2	4
98	что это	3	4
99	он не	1	4
100	не к	1	4
101	но вместе	1	4
102	и по	8	4
103	и наоборот	1	4
104	мы видели	1	4
105	в один	2	4
106	и при	1	4
107	того как	5	4
108	это слово	1	4
109	и его	1	4
110	до того	2	4
111	по поводу	1	4
112	оно не	1	4
113	и это	1	4
114	то время	1	4
115	без сомнения	1	4
116	по мере	1	4
117	в его	2	4
118	один из	8	4
119	а и	5	4
120	далеко не	3	4
121	себя и	2	4
122	что для	1	4
123	если не	1	4
124	и потому	2	4
125	все это	6	4
126	мы должны	2	4
127	слово в	1	4
128	все что	1	4
129	только потому	1	3
130	в первом	1	3
131	говорить о	1	3
132	бы ни	1	3
133	и на	10	3
134	в чем	1	3
135	а только	1	3
136	ответ на	1	3
137	не можем	3	3
138	в целом	2	3
139	что она	2	3
140	при этом	6	3
141	т д	9	3
142	в силу	2	3
143	так слово	1	3
144	в каждом	2	3
145	что все	1	3
146	разница между	2	3
147	его в	1	3
148	оно имеет	1	3
149	как бы	5	3
150	представить себе	1	3
151	место в	1	3
152	в животном	1	3
153	тем не	3	3
154	прибавить что	1	3
155	тому что	4	3
156	заметить что	1	3
157	ни о	1	3
158	могут быть	2	3
159	можно думать	1	3
160	в разное	1	3
161	слова с	1	3
162	для себя	1	3
163	свою очередь	2	3
164	представления и	2	3
165	в образе	2	3
166	или в	2	3
167	быть может	1	3
168	и вообще	1	3
169	никак не	1	3
170	можно сказать	1	3
171	к нему	1	3
172	и следовательно	1	3
173	на которой	1	3
174	есть в	1	3
175	только на	3	3
176	в начале	1	3
177	мы можем	2	3
178	должны будем	1	3
179	такое же	2	3
180	от другого	1	3
181	там где	2	3
182	в одно	1	3
183	так же	3	3
184	разное время	1	3
185	тем и	2	3
186	а к	1	3
187	и все	1	3
188	в свою	3	3
189	не знает	1	3
190	в которой	1	3
191	к этому	4	3
192	в таком	1	3
193	таком случае	1	2
194	которого в	2	2
195	самом деле	1	2
196	но тем	2	2
197	в приведенном	1	2
198	непосредственно не	1	2
199	и до	2	2
200	собственном смысле	1	2
201	воспоминание о	1	2
202	в их	4	2
203	с в	4	2
204	часть его	1	2
205	мы уже	1	2
206	не столько	1	2
207	ему в	1	2
208	есть вместе	1	2
209	отсюда можно	1	2
210	именно эти	1	2
211	к слову	2	2
212	тогда как	2	2
213	что они	7	2
214	все же	5	2
215	целый ряд	1	2
216	что по	4	2
217	его к	2	2
218	как знак	1	2
219	та же	2	2
220	в этой	1	2
221	на то	1	2
222	не как	1	2
223	с таким	1	2
224	подобно тому	1	2
225	прежде чем	1	2
226	но все	3	2
227	смысле в	1	2
228	не дает	1	2
229	на все	2	2
230	входит в	4	2
231	ни в	1	2
232	показывает что	5	2
233	не всегда	1	2
234	несмотря на	3	2
235	многие другие	2	2
236	во время	14	2
237	точки зрения	3	2
238	во времена	1	2
239	народной поэзии	3	2
240	в которых	5	2
241	т п	1	2
242	их в	3	2
243	том же	2	2
244	что есть	1	2
245	она не	2	2
246	иметь в	1	2
247	в разных	3	2
248	этом отношении	1	2
249	ему не	1	2
250	от этого	1	2
251	его с	4	2
252	в области	3	2
253	так например	6	2
254	ничего общего	2	2
255	и о	1	2
256	только при	1	2
257	в собственном	1	2
258	так в	4	2
259	каждого из	1	2
260	к тем	3	2
261	и с	2	2
262	сходно с	1	2
263	об этом	9	2
264	о том	8	2
265	и та	1	2
266	но мы	1	2
267	или на	3	2
268	должно было	2	2
269	от него	1	2
270	связь между	2	2
271	от них	3	2
272	природы и	2	2
273	в форме	1	2
274	и мы	1	2
275	по содержанию	3	2
276	слово с	1	2
277	мы видим	2	2
278	в какой	2	2
279	том чтобы	1	2
280	связи с	4	2
281	до появления	1	2
282	в виде	6	2
283	слова если	1	2
284	не составляет	1	2
285	заключить что	1	2
286	в одном	3	2
287	но что	2	2
288	у него	2	2
289	в других	11	2
290	не были	2	2
291	тут же	2	2
292	а с	4	2
293	или с	1	2
294	по своему	1	2
295	как средство	1	2
296	быть не	1	2
297	перед нами	1	2
298	уже на	1	2
299	с понятием	1	2
300	и наконец	1	2
301	же в	1	2
302	жизни и	1	2
303	не думает	1	1
304	переходит к	1	1
305	мы здесь	1	1
306	на самом	2	1
307	значении этого	1	1
308	тех же	1	1
309	к понятию	1	1
310	и должны	1	1
311	по преимуществу	1	1
312	что эти	1	1
313	противном случае	1	1
314	оно было	1	1
315	должна быть	1	1
316	по его	1	1
317	поэзии и	1	1
318	их и	3	1
319	он уже	1	1
320	что между	1	1
321	что если	1	1
322	которую мы	1	1
323	в первый	4	1
324	вопрос о	1	1
325	из своих	1	1
326	чтобы не	1	1
327	имеет свою	1	1
328	имеет смысла	1	1
329	на каждом	3	1
330	но она	2	1
331	не вполне	1	1
332	именно только	1	1
333	увидим ниже	3	1
334	похожи на	1	1
335	этого к	1	1
336	не знают	1	1
337	явление не	1	1
338	в числе	2	1
339	того же	1	1
340	и он	1	1
341	он был	2	1
342	на них	1	1
343	при сравнении	1	1
344	но этого	1	1
345	с его	1	1
346	не без	1	1
347	разницы между	1	1
348	данном случае	1	1
349	совсем не	1	1
350	к нам	2	1
351	котором речь	1	1
352	если в	3	1
353	себе и	1	1
354	отличие от	1	1
355	которые не	3	1
356	в истории	1	1
357	души а	1	1
358	его на	1	1
359	так называемая	1	1
360	некоторое время	1	1
361	значение его	1	1
362	совершенно другой	1	1
363	к новому	1	1
364	это был	1	1
365	что касается	1	1
366	еще и	1	1
367	глаза что	1	1
368	в противном	1	1
369	хотя и	2	1
370	когда он	2	1
371	для которой	1	1
372	увидим что	1	1
373	но в	2	1
374	но эта	1	1
375	из жизни	1	1
376	с места	1	1
377	все эти	2	1
378	может считаться	1	1
379	известно не	1	1
380	смысла но	1	1
381	тому же	1	1
382	во многих	5	1
383	как он	2	1
384	вытекающее из	1	1
385	и стало	1	1
386	главным образом	2	1
387	после этого	4	1
388	одно целое	1	1
389	он должен	1	1
390	что одно	1	1
391	теперь еще	1	1
392	с такими	1	1
393	здесь мы	1	1
394	в совершенно	1	1
395	в старину	2	1
396	это не	10	1
397	в жизни	2	1
398	только одно	1	1
399	люди не	1	1
400	жизни то	1	1
401	форму в	1	1
402	или наоборот	1	1
403	которой он	1	1
404	одна и	1	1
405	что всякое	1	1
406	это сходство	2	1
407	нам не	1	1
408	наука в	1	1
409	в первые	2	1
410	и было	1	1
411	форма и	1	1
412	в этих	3	1
413	но если	1	1
414	таким же	3	1
415	с точки	3	1
416	что до	1	1
417	как символ	2	1
418	в белом	1	1
419	в сказке	1	1
420	такое толкование	2	1
421	не будем	3	1
422	которые в	1	1
423	начнем с	1	1
424	образом из	1	1
425	и более	2	1
426	что этот	4	1
427	между прочим	2	1
428	этого мало	2	1
429	был уже	1	1
430	в пищу	3	1
431	виду что	1	1
432	только из	1	1
433	или другие	2	1
434	должны служить	1	1
435	ее с	1	1
436	и сама	1	1
437	было не	1	1
438	когда они	1	1
439	можем предположить	1	1
440	значение этого	1	1
441	не могло	1	1
442	следовательно и	1	1
443	судя по	2	1
444	все свои	1	1
445	не имели	1	1
446	ничего не	3	1
447	же после	1	1
448	в более	2	1
449	что на	4	1
450	с другом	1	1
451	в детстве	1	1
452	двери и	1	1
453	начиная с	3	1
454	других случаях	3	1
455	нам что	1	1
456	сомнение в	1	1
457	отсюда как	1	1
458	был более	1	1
459	другое слово	1	1
460	в поле	3	1
461	быть назван	1	1
462	не ограничивается	1	1
463	приходит к	1	1
464	из всего	1	1
465	значения и	2	1
466	в виду	1	1
467	и многие	2	1
468	как по	2	1
469	говорится что	3	1
470	на том	1	1
471	vii ср	1	1
472	что у	2	1
473	жизни это	1	1
474	признает его	1	1
475	не с	3	1
476	было в	1	1
477	и каждый	1	1
478	этим в	1	1
479	способность слова	1	1
480	жизнь и	1	1
481	без основания	1	1
482	составные части	2	1
