N	4gram	Tiupa_Hudo_1	DiskursI
1	в то же время	8	3
2	с одной стороны и	1	2
3	сопричастности к мировому добру	1	1
4	только в том что	1	1
5	личность понятая объективно чужое	1	1
6	к мировому добру и	1	1
7	не имеют не только	1	1
8	писатель средних веков хотел	1	1
9	герою своему искусно сохраните	1	1
10	самое непосредственное ощущение личной	1	1
11	только в том случае	1	1
12	непосредственное ощущение личной сопричастности	1	1
13	как объекты художественного наблюдения	1	1
14	сохраните черты характера среди	1	1
15	в том случае если	1	1
16	имеют не только внешних	1	1
17	замкнутой комбинации душевных свойств	1	1
18	не в том что	1	1
19	личной сопричастности к мировому	1	1
20	трудно не согласиться с	1	1
21	предстают перед нами не	1	1
22	и описываемое как вещь	1	1
23	в том что он	1	1
24	состоит в том что	1	1
25	и точность словесного выражения	1	1
26	читателю самое непосредственное ощущение	1	1
27	своему христианскому читателю самое	1	1
28	том случае если оно	1	1
29	художественного наблюдения но как	1	1
30	веков хотел внушить своему	1	1
31	свойств они предстают перед	1	1
32	и личной совиновности в	1	1
33	не только внешних черт	1	1
34	при таком взгляде на	1	1
35	но как субъекты этического	1	1
36	искусно сохраните черты характера	1	1
37	характера среди любых событий	1	1
38	в мировом зле [...]	1	1
39	объекты художественного наблюдения но	1	1
40	средних веков хотел внушить	1	1
41	только внешних черт но	1	1
42	внешних черт но и	1	1
43	смысле замкнутой комбинации душевных	1	1
44	внушить своему христианскому читателю	1	1
45	мировом зле [...] такой	1	1
46	хотел внушить своему христианскому	1	1
47	мировому добру и личной	1	1
48	комбинации душевных свойств они	1	1
49	и в то же	1	1
50	христианскому читателю самое непосредственное	1	1
51	как субъекты этического выбора	1	1
52	личной совиновности в мировом	1	1
53	они предстают перед нами	1	1
54	не только потому что	1	1
55	нами не как объекты	1	1
56	наблюдения но как субъекты	1	1
57	черты характера среди любых	1	1
58	христианский писатель средних веков	1	1
59	совиновности в мировом зле	1	1
60	душевных свойств они предстают	1	1
61	своему искусно сохраните черты	1	1
62	ощущение личной сопричастности к	1	1
63	в смысле замкнутой комбинации	1	1
64	добру и личной совиновности	1	1
65	в равной мере и	1	1
66	перед нами не как	1	1
67	наблюдаемое и описываемое как	1	1
68	справедливо по отношению к	1	1
69	том что он не	1	1
70	не как объекты художественного	1	1
