N	2gram	Tiupa_Disk_1	formyVre
1	и в	16	50
2	то есть	20	33
3	в этом	15	25
4	в нем	9	24
5	частной жизни	2	23
6	человека в	2	17
7	и его	2	16
8	в литературе	2	16
9	прежде всего	11	15
10	как мы	2	14
11	и не	11	14
12	в его	7	13
13	как раз	1	13
14	так и	8	12
15	то же	7	11
16	таким образом	3	11
17	может быть	17	11
18	и как	6	10
19	но в	8	10
20	времени и	3	10
21	с его	4	9
22	роль в	7	9
23	не только	28	9
24	в то	3	9
25	жизненного пути	1	9
26	же время	4	9
27	в том	23	9
28	в конце	1	9
29	в особенности	4	9
30	и др	2	9
31	того же	3	8
32	и на	5	8
33	в самом	3	8
34	жизни в	2	8
35	но и	14	8
36	и их	1	8
37	как и	16	8
38	так сказать	2	7
39	характер и	2	7
40	для себя	4	7
41	времени в	2	7
42	и во	2	7
43	не было	7	7
44	героя и	2	7
45	например в	2	6
46	между двумя	1	6
47	во всех	5	6
48	как в	10	6
49	с этим	3	6
50	все же	3	6
51	лишь в	4	6
52	это не	3	6
53	и того	3	6
54	в их	5	6
55	с ее	2	6
56	в ее	3	6
57	связи с	4	6
58	в жизни	1	6
59	то что	5	6
60	в частности	9	6
61	не может	9	6
62	в результате	1	6
63	и все	2	6
64	отношению к	9	5
65	и до	1	5
66	еще не	14	5
67	но не	11	5
68	отнюдь не	8	5
69	не в	7	5
70	этот процесс	1	5
71	он не	1	5
72	всех этих	1	5
73	значение в	1	5
74	одного и	2	5
75	в основе	7	5
76	точки зрения	3	5
77	не могло	2	5
78	могут быть	4	5
79	но все	1	5
80	в пределах	2	5
81	если бы	1	5
82	романа в	1	5
83	до нас	1	5
84	в связи	1	5
85	наряду с	1	5
86	в основном	1	5
87	что в	4	5
88	и другие	1	5
89	и то	1	4
90	и это	1	4
91	мы и	1	4
92	в своем	6	4
93	и пространства	1	4
94	время и	1	4
95	в них	4	4
96	том что	19	4
97	в котором	5	4
98	в процессе	5	4
99	не имеет	1	4
100	потому что	4	4
101	к себе	2	4
102	в последующие	1	4
103	здесь не	1	4
104	было и	1	4
105	понятно что	1	4
106	могло быть	1	4
107	только в	7	4
108	и т.п	12	4
109	до конца	1	4
110	в той	1	4
111	между собой	2	4
112	том числе	2	4
113	отношения к	2	3
114	по преимуществу	1	3
115	не имеют	1	3
116	а как	1	3
117	мы не	1	3
118	в сущности	2	3
119	событий и	1	3
120	в виду	2	3
121	по отношению	9	3
122	себе и	1	3
123	к концу	1	3
124	хотя и	2	3
125	со своей	1	3
126	в себе	7	3
127	и те	1	3
128	вследствие этого	3	3
129	в определенном	1	3
130	при этом	13	3
131	в xvii	1	3
132	одно и	1	3
133	и других	1	3
134	с другими	1	3
135	в новое	1	3
136	для них	1	3
137	и вне	1	3
138	в этих	1	3
139	что было	1	3
140	но они	2	3
141	друг друга	1	3
142	чем не	1	3
143	этом отношении	1	3
144	не могут	1	3
145	к тому	5	3
146	нас в	1	3
147	что и	3	3
148	в форме	2	3
149	один из	3	3
150	одной из	4	3
151	и ее	2	3
152	с одной	9	3
153	со всеми	1	3
154	в качестве	34	3
155	только на	1	3
156	здесь это	1	3
157	в начале	2	3
158	в одном	2	3
159	до сих	1	3
160	связаны с	1	3
161	именно в	3	3
162	себя и	1	3
163	что не	4	3
164	более того	2	3
165	с тем	1	3
166	быть только	1	3
167	а не	22	3
168	мира в	3	3
169	в одно	1	3
170	вместе с	1	3
171	и потому	3	3
172	да и	1	3
173	сих пор	1	3
174	и времени	1	3
175	или в	2	3
176	своей собственной	2	3
177	ни к	6	3
178	а в	5	3
179	не знает	1	3
180	сказать что	3	3
181	имеет место	3	3
182	они не	2	3
183	к этому	2	3
184	в таком	1	3
185	во всяком	2	3
186	нем нет	1	2
187	также и	3	2
188	обычно в	1	2
189	всего это	1	2
190	к другому	2	2
191	в строгом	3	2
192	той же	1	2
193	вопрос о	1	2
194	но она	1	2
195	принадлежит к	1	2
196	на себя	2	2
197	они были	1	2
198	момент в	1	2
199	на них	1	2
200	в различных	2	2
201	в чем	1	2
202	необходимо отметить	1	2
203	а только	1	2
204	нет и	1	2
205	определяется не	2	2
206	в истории	4	2
207	не входят	1	2
208	для всех	1	2
209	стороны и	2	2
210	с их	1	2
211	и нет	1	2
212	не являются	1	2
213	и к	4	2
214	мир и	1	2
215	от этого	1	2
216	в целом	4	2
217	тому же	5	2
218	в нашем	1	2
219	как бы	5	2
220	всей его	2	2
221	не как	4	2
222	новое и	1	2
223	в исторических	1	2
224	характер в	1	2
225	уже не	4	2
226	и по	2	2
227	об этом	2	2
228	самим собой	1	2
229	подглядывания и	1	2
230	было бы	1	2
231	на почве	1	2
232	с большей	1	2
233	строгом смысле	1	2
234	автора и	1	2
235	для него	4	2
236	в своей	5	2
237	лежат в	1	2
238	с точки	1	2
239	начиная от	1	2
240	не к	1	2
241	в отличие	5	2
242	в которых	4	2
243	необходимо чтобы	1	2
244	по себе	3	2
245	раз и	1	2
246	самого начала	1	2
247	стадии развития	2	2
248	дело в	1	2
249	никогда не	2	2
250	под углом	1	2
251	весьма существенную	1	2
252	и является	1	2
253	во всем	1	2
254	в каком	1	2
255	выход из	1	2
256	во все	1	2
257	здесь совершенно	1	2
258	числе и	2	2
259	той или	3	2
260	оно не	2	2
261	поздней стадии	1	2
262	но по	1	2
263	здесь также	1	2
264	в буквальном	1	2
265	с самого	1	2
266	и иные	2	2
267	природе своей	5	2
268	те же	1	2
269	здесь как	1	2
270	по природе	5	2
271	и вообще	2	2
272	или иной	5	2
273	а также	8	2
274	в значительной	2	2
275	во втором	4	2
276	принципиальных различий	1	2
277	того что	3	2
278	разного рода	2	2
279	быть и	1	2
280	углом зрения	1	2
281	и кончая	1	2
282	до наших	1	2
283	есть в	2	2
284	уже в	2	2
285	xvii веке	1	2
286	в данной	3	2
287	его и	1	2
288	истории этого	1	2
289	он весь	1	2
290	отношение к	4	2
291	к ним	3	2
292	не о	1	2
293	отличие от	5	2
294	тем что	3	2
295	существенную роль	3	2
296	и даже	3	2
297	даже не	1	2
298	с другой	10	2
299	не обязательно	4	2
300	далеко не	10	2
301	и прежде	1	2
302	еще и	1	2
303	соответствии с	2	2
304	в соответствии	2	2
305	одной стороны	9	2
306	здесь только	1	2
307	с помощью	1	2
308	но оно	1	2
309	превращения и	1	2
310	его на	1	2
311	неотделимо от	3	2
312	их к	1	2
313	влияния на	2	2
314	в данном	5	2
315	сохраняется в	1	2
316	слова и	1	2
317	но для	1	2
318	здесь в	2	2
319	не является	4	2
320	и может	1	2
321	в исторический	1	2
322	у них	1	2
323	случая как	1	2
324	мы должны	1	2
325	хотя бы	3	2
326	она же	1	2
327	или не	1	2
328	личности и	1	2
329	в свою	3	2
330	в которой	1	2
331	новое время	1	1
332	с природой	1	1
333	одним из	2	1
334	идет о	1	1
335	и есть	2	1
336	которое мы	1	1
337	тем же	1	1
338	и реального	1	1
339	он всегда	2	1
340	и за	1	1
341	романного жанра	1	1
342	для своего	2	1
343	мы имеем	2	1
344	и само	1	1
345	для подглядывания	1	1
346	целого он	1	1
347	на такие	1	1
348	бы и	1	1
349	только благодаря	1	1
350	входит как	1	1
351	не вполне	1	1
352	я не	1	1
353	из того	1	1
354	как рассказы	1	1
355	непосредственное отношение	1	1
356	и он	2	1
357	в xix	1	1
358	он сам	1	1
359	без которой	1	1
360	события в	2	1
361	служит для	2	1
362	не знала	1	1
363	самом деле	1	1
364	хода событий	1	1
365	данном случае	2	1
366	и читателей	1	1
367	они имеют	1	1
368	но как	2	1
369	известны в	1	1
370	форме и	1	1
371	по исторической	1	1
372	нет как	1	1
373	независимо от	1	1
374	человеческого бытия	1	1
375	к данному	2	1
376	о жизни	1	1
377	и различные	1	1
378	что касается	2	1
379	перед нами	3	1
380	тех случаях	1	1
381	вопросом о	1	1
382	и сам	1	1
383	к сыну	2	1
384	себе не	3	1
385	литературы в	2	1
386	не приходится	2	1
387	исторических жанров	1	1
388	из жизни	3	1
389	что это	1	1
390	или во	1	1
391	из этих	1	1
392	которые в	1	1
393	отчасти и	1	1
394	в этой	2	1
395	исторической поэтике	1	1
396	но его	1	1
397	на то	1	1
398	человек не	1	1
399	не следует	2	1
400	он ни	2	1
401	стремится к	1	1
402	литературных произведений	1	1
403	различные формы	1	1
404	в понимании	1	1
405	категорий в	1	1
406	жанров эпических	1	1
407	в человеческой	1	1
408	которого и	1	1
409	этого жанра	2	1
410	значительной степени	2	1
411	могла бы	2	1
412	есть все	1	1
413	в мире	1	1
414	для своей	1	1
415	зрения на	3	1
416	это было	2	1
417	эпоху их	1	1
418	на протяжении	2	1
419	особенно в	1	1
420	вместе со	1	1
421	отца к	1	1
422	например с	1	1
423	ближе к	1	1
424	от отца	1	1
425	почвой для	1	1
426	и понимание	2	1
427	о которых	1	1
428	которой он	1	1
429	перед кем-то	1	1
430	в научной	1	1
431	во время	1	1
432	этом случае	1	1
433	дошли до	1	1
434	которым человек	1	1
435	и при	1	1
436	и правильно	1	1
437	о такой	1	1
