N	2gram	Bakhtin_Fr_2	KulturaY
1	потому что	1	25
2	и в	49	23
3	не только	17	20
4	в том	3	19
5	в этом	15	18
6	и не	15	16
7	было бы	3	15
8	так как	6	15
9	может быть	5	15
10	точки зрения	6	14
11	все эти	7	12
12	если бы	1	12
13	в самом	3	12
14	но в	4	11
15	том что	4	11
16	того чтобы	2	11
17	в области	4	11
18	а не	1	10
19	что в	2	10
20	самом деле	1	9
21	в сущности	8	9
22	хотя бы	1	9
23	то что	6	9
24	можно было	3	9
25	вовсе не	10	9
26	для того	1	9
27	не может	7	9
28	только потому	1	8
29	с точки	5	8
30	не в	1	8
31	языка и	1	8
32	в качестве	2	8
33	прежде всего	19	8
34	с другой	4	8
35	все же	7	7
36	в нашем	2	7
37	в силу	1	7
38	и с	6	7
39	не менее	1	7
40	но и	13	7
41	с помощью	1	7
42	другой стороны	3	7
43	то же	7	6
44	и на	17	6
45	но не	5	6
46	в этой	10	6
47	да и	3	6
48	это не	1	6
49	слова в	1	6
50	что не	1	6
51	и то	1	5
52	также и	3	5
53	мы имеем	1	5
54	я не	1	5
55	еще не	2	5
56	целый ряд	2	5
57	должна быть	1	5
58	по существу	2	5
59	и вот	3	5
60	что все	1	5
61	об этом	1	5
62	лишь в	4	5
63	несмотря на	3	5
64	и здесь	1	5
65	не могут	1	5
66	ясно что	1	5
67	в его	18	5
68	один из	7	5
69	тот же	5	5
70	что он	3	5
71	только в	13	5
72	должен быть	1	5
73	всяком случае	2	5
74	там где	4	5
75	вместе с	2	5
76	все это	9	5
77	таким образом	7	5
78	во всяком	2	5
79	вряд ли	2	4
80	однако не	1	4
81	перед нами	1	4
82	хотя и	2	4
83	на то	2	4
84	в нем	9	4
85	так и	6	4
86	но все	4	4
87	на этой	2	4
88	своего рода	1	4
89	эта не	1	4
90	в то	6	4
91	ничего не	2	4
92	к тому	1	4
93	но также	1	4
94	и о	4	4
95	в пределах	2	4
96	могут быть	2	4
97	можно сказать	2	4
98	для нас	1	4
99	мы знаем	1	4
100	ни в	3	4
101	в конце	2	4
102	в них	13	4
103	в особенности	5	4
104	не было	4	4
105	в связи	2	4
106	как бы	11	4
107	сказать что	6	4
108	к этому	1	4
109	так же	2	4
110	того же	1	3
111	это и	2	3
112	что слово	2	3
113	в первый	1	3
114	как не	1	3
115	меньшей степени	3	3
116	не говорят	1	3
117	как в	1	3
118	так в	3	3
119	выражение в	5	3
120	главным образом	1	3
121	он не	1	3
122	всех этих	3	3
123	и по	1	3
124	на этом	1	3
125	о которых	1	3
126	чем в	1	3
127	смысл и	2	3
128	то для	1	3
129	знаем что	1	3
130	же время	6	3
131	и его	17	3
132	связи с	2	3
133	всего в	1	3
134	как мы	7	3
135	в виду	3	3
136	в ней	2	3
137	здесь не	2	3
138	а в	4	3
139	на это	1	3
140	для этого	1	3
141	именно с	1	3
142	можно встретить	1	3
143	знает что	1	3
144	что и	1	3
145	в форме	4	3
146	в лучшем	1	3
147	конце концов	1	3
148	того что	1	3
149	большей или	3	3
150	есть в	2	3
151	уже в	5	3
152	же в	3	3
153	до конца	2	3
154	у него	2	3
155	как раз	1	3
156	тем что	4	3
157	именно в	6	3
158	или меньшей	3	3
159	на фоне	2	3
160	из которых	1	3
161	в большей	3	3
162	этом отношении	3	3
163	но это	2	3
164	со специфическими	1	3
165	совершенно не	2	3
166	и это	3	3
167	отношения к	4	2
168	и потому	5	2
169	на самом	2	2
170	тех же	2	2
171	и есть	1	2
172	тем же	1	2
173	по преимуществу	2	2
174	и до	4	2
175	в году	13	2
176	той же	1	2
177	но вот	1	2
178	но даже	2	2
179	конечно и	1	2
180	о роли	1	2
181	меньше чем	2	2
182	мы будем	1	2
183	что за	1	2
184	что они	2	2
185	наше время	1	2
186	дает нам	2	2
187	в своем	5	2
188	что касается	2	2
189	и где	1	2
190	это просто	1	2
191	от этого	1	2
192	и у	1	2
193	быть только	1	2
194	по словам	2	2
195	при этом	5	2
196	в корне	1	2
197	свое время	3	2
198	за счет	2	2
199	в одну	2	2
200	здесь мы	1	2
201	могла бы	1	2
202	связанные с	2	2
203	в другом	2	2
204	на все	3	2
205	даже такой	1	2
206	того или	1	2
207	рядом с	6	2
208	с тем	1	2
209	как и	11	2
210	не всегда	1	2
211	мы видели	3	2
212	и еще	2	2
213	в своей	5	2
214	таким же	1	2
215	в их	2	2
216	нельзя было	3	2
217	и более	4	2
218	в устах	2	2
219	в отношении	2	2
220	стоит в	1	2
221	как можно	1	2
222	что эта	1	2
223	она не	1	2
224	того как	2	2
225	образом в	1	2
226	но здесь	3	2
227	в день	3	2
228	в самой	2	2
229	в наше	1	2
230	и далее	1	2
231	понять что	1	2
232	всего что	2	2
233	оно не	1	2
234	некоторой степени	1	2
235	разговорная речь	1	2
236	в буквальном	1	2
237	характер и	4	2
238	роль в	5	2
239	уже за	1	2
240	что для	3	2
241	именно этот	1	2
242	по сравнению	2	2
243	и вообще	3	2
244	в память	1	2
245	одного из	2	2
246	после того	1	2
247	к нему	3	2
248	вся эта	1	2
249	нуждается в	2	2
250	слов и	1	2
251	во французском	1	2
252	с ними	1	2
253	во введении	1	2
254	с одной	3	2
255	конечно не	1	2
256	за этим	1	2
257	а это	1	2
258	большинстве случаев	1	2
259	носит характер	1	2
260	до некоторой	1	2
261	в целях	2	2
262	даже и	2	2
263	никогда не	5	2
264	и даже	2	2
265	выходит за	1	2
266	еще и	1	2
267	превращается в	3	2
268	смысла и	2	2
269	на этот	1	2
270	не на	1	2
271	и следовательно	2	2
272	он и	1	2
273	и вовсе	2	2
274	но оно	1	2
275	в частности	1	2
276	ни на	1	2
277	материал для	1	2
278	с этой	1	2
279	этом случае	1	2
280	и для	1	2
281	и от	1	2
282	сознания и	2	2
283	и все	3	2
284	литература и	1	2
285	не более	1	2
286	мы должны	2	2
287	будто бы	1	2
288	все они	1	2
289	в свою	1	2
290	только как	1	2
291	или иного	1	2
292	в кругу	1	2
293	в свое	4	2
294	в своих	4	2
295	по поводу	2	2
296	это в	2	2
297	литературы а	1	1
298	несколько десятков	1	1
299	к произведениям	1	1
300	отношении они	1	1
301	в такой	1	1
302	и без	2	1
303	утверждение что	1	1
304	он может	1	1
305	в котором	1	1
306	с темой	1	1
307	этот и	1	1
308	есть не	1	1
309	еще можно	1	1
310	на первом	3	1
311	но никто	1	1
312	на эти	1	1
313	на тему	1	1
314	характерное явление	1	1
315	почти исключительно	1	1
316	стороны того	1	1
317	мы и	1	1
318	жизни это	3	1
319	и он	1	1
320	от всей	2	1
321	я имею	1	1
322	он был	2	1
323	на них	1	1
324	французском языке	1	1
325	это действительно	1	1
326	время в	1	1
327	с его	5	1
328	есть такие	1	1
329	только тогда	1	1
330	по отношению	1	1
331	в общем	1	1
332	себе и	2	1
333	для борьбы	1	1
334	относится к	5	1
335	так что	1	1
336	независимо от	1	1
337	себя знать	1	1
338	как к	2	1
339	один только	1	1
340	власть и	1	1
341	бы однако	1	1
342	и как	1	1
343	что по	1	1
344	в серьезных	1	1
345	и к	4	1
346	его значении	1	1
347	характер как	1	1
348	в себя	6	1
349	что читать	1	1
350	в которой	1	1
351	к необходимости	2	1
352	не считаться	1	1
353	в целом	1	1
354	исключительно на	1	1
355	из этих	5	1
356	сущности и	1	1
357	что к	1	1
358	традиция в	1	1
359	нами в	1	1
360	в себе	4	1
361	но он	6	1
362	эпохи и	1	1
363	не могла	1	1
364	этот процесс	4	1
365	мы можем	2	1
366	в первую	2	1
367	которая является	1	1
368	том чтобы	1	1
369	все из	1	1
370	одной и	1	1
371	так например	2	1
372	не будь	1	1
373	проблемы как	1	1
374	и свободу	1	1
375	породившей их	1	1
376	этом последнем	1	1
377	пишет в	1	1
378	в совершенно	1	1
379	если ты	1	1
380	нем есть	1	1
381	которое нужно	1	1
382	связанных с	3	1
383	из всех	1	1
384	а по	1	1
385	языками в	1	1
386	этого процесса	3	1
387	первую очередь	1	1
388	известно что	1	1
389	есть несколько	1	1
390	кажется что	1	1
391	я считаю	1	1
392	само собою	1	1
393	самый характер	1	1
394	далеко не	3	1
395	перестает быть	2	1
396	как сказано	1	1
397	только во	1	1
398	и становится	2	1
399	можно найти	2	1
400	что вся	1	1
401	вторая часть	1	1
402	место в	3	1
403	свой смысл	1	1
404	значение для	1	1
405	и той	1	1
406	в одном	3	1
407	точку зрения	2	1
408	не понимает	1	1
409	творчества и	1	1
410	есть именно	1	1
411	их в	3	1
412	том же	1	1
413	что этот	1	1
414	где нет	1	1
415	и под	3	1
416	даже в	3	1
417	и вся	1	1
418	книги или	1	1
419	случае в	1	1
420	его литературное	1	1
421	значение на	1	1
422	xviii века	6	1
423	все мы	1	1
424	тогда когда	1	1
425	дело в	1	1
426	одна из	4	1
427	свою силу	1	1
428	с и	1	1
429	и когда	1	1
430	до сих	4	1
431	для всего	1	1
432	письме к	1	1
433	его от	1	1
434	объяснить что	2	1
435	эта сторона	1	1
436	первая часть	1	1
437	они являются	2	1
438	явление в	1	1
439	во всем	3	1
440	наша задача	1	1
441	то этот	1	1
442	работе и	1	1
443	ее можно	1	1
444	только с	3	1
445	не нуждается	1	1
446	такие же	1	1
447	политической и	1	1
448	и именно	1	1
449	далеко за	1	1
450	значительной степени	2	1
451	или такие	1	1
452	указывает на	1	1
