N	3gram	Losev_Vlad_1	FransuaR
1	то же время	4	8
2	в то же	4	8
3	как мы уже	3	5
4	в конце концов	3	4
5	и в то	2	4
6	более или менее	3	3
7	для того чтобы	2	3
8	это и есть	1	3
9	с другой стороны	3	3
10	в этой же	1	3
11	один и тот	2	2
12	на самом же	1	2
13	с одной стороны	1	2
14	в разных местах	1	2
15	это конечно не	1	2
16	и тот же	2	2
17	самом же деле	1	2
18	не только в	2	2
19	в то время	2	2
20	о том что	7	2
21	и с его	1	2
22	конце концов он	1	2
23	можно сказать что	2	1
24	и в конце	1	1
25	но как раз	1	1
26	а следовательно и	1	1
27	да и в	1	1
28	и вообще в	1	1
29	дело в том	4	1
30	мы уже сказали	2	1
31	было сказано выше	1	1
32	что у нее	1	1
33	на первый план	2	1
34	но все это	1	1
35	и не может	1	1
36	нет и не	1	1
37	в чем не	1	1
38	и в дальнейшем	1	1
39	что они мне	1	1
40	в этом отношении	1	1
41	и то что	4	1
42	то что тот	1	1
43	за то что	1	1
44	ко всякого рода	1	1
45	в этом же	1	1
46	одно и то	1	1
47	в это время	1	1
48	как раз в	1	1
49	то время как	1	1
50	была у него	1	1
51	но в то	1	1
52	на этот раз	4	1
53	смысле этого слова	1	1
54	ни в чем	1	1
55	и то же	1	1
56	а также и	1	1
57	а с другой	1	1
58	в связи с	1	1
59	большую роль в	1	1
60	как мы увидим	2	1
61	в году то	1	1
62	так и в	1	1
63	тех кто не	1	1
64	не может быть	3	1
65	мы уже знаем	1	1
66	раз и навсегда	1	1
67	даже и в	1	1
68	и без того	1	1
69	в свою очередь	1	1
70	к этому времени	2	1
71	но даже и	2	1
72	правда в очень	1	1
73	и в литературе	1	1
74	в дальнейшем в	1	1
75	но это не	1	1
76	как было сказано	2	1
77	в особенности же	1	1
78	не без влияния	1	1
79	лицом к лицу	1	1
80	в том что	7	1
81	что и в	2	1
82	к тому же	2	1
83	в том же	1	1
