N	2gram	Vinokur_St_2	Problemy
1	и в	29	35
2	как бы	5	31
3	и не	9	27
4	что он	13	24
5	в его	13	21
6	но в	8	19
7	как и	2	18
8	не может	2	18
9	о себе	1	17
10	к другому	1	16
11	в нем	4	16
12	то же	2	15
13	с самим	1	15
14	и все	1	15
15	в сущности	1	14
16	в этом	21	14
17	и его	6	14
18	для него	4	14
19	может быть	2	14
20	но и	19	14
21	все это	11	14
22	он не	9	13
23	что я	2	13
24	и с	4	12
25	в другом	4	12
26	прежде всего	5	12
27	и к	4	12
28	в пределах	1	11
29	в то	2	11
30	самом деле	3	10
31	не только	19	10
32	не в	4	10
33	же время	1	10
34	то что	11	10
35	а я	1	10
36	на самом	3	9
37	в отношении	2	9
38	ни одного	3	9
39	я не	7	8
40	все же	6	8
41	самого начала	3	8
42	как мы	1	8
43	с самого	3	8
44	так и	9	8
45	себя и	1	8
46	о мире	2	8
47	и слово	1	8
48	и для	1	8
49	потому что	9	8
50	еще не	1	7
51	на них	1	7
52	с его	2	7
53	себе и	1	7
54	там где	2	7
55	таким образом	10	7
56	и сам	2	7
57	вовсе не	6	7
58	так же	3	7
59	что же	1	7
60	точки зрения	5	7
61	а в	1	7
62	отношении к	3	7
63	отношению к	1	7
64	и на	6	6
65	он сам	1	6
66	но не	3	6
67	по отношению	1	6
68	отношение к	1	6
69	что они	2	6
70	в самом	7	6
71	что у	4	6
72	в каждом	1	6
73	у меня	3	6
74	к тому	10	6
75	он с	1	6
76	в одном	6	6
77	и что	6	6
78	только в	2	6
79	на меня	2	6
80	но это	3	6
81	от него	1	6
82	что в	19	6
83	и то	1	5
84	как в	3	5
85	в себе	2	5
86	он и	1	5
87	в конце	2	5
88	даже в	2	5
89	во время	2	5
90	на него	1	5
91	да и	1	5
92	и это	2	5
93	в том	27	5
94	с ними	1	5
95	так что	3	5
96	к самому	1	5
97	и даже	3	5
98	к своему	2	5
99	героя в	1	5
100	полемика с	1	4
101	бы уже	1	4
102	в чем	1	4
103	нет и	2	4
104	что это	3	4
105	на его	2	4
106	но все	7	4
107	его в	2	4
108	в них	2	4
109	в эту	3	4
110	в своей	7	4
111	но он	3	4
112	по себе	3	4
113	никогда не	3	4
114	и без	1	4
115	как раз	8	4
116	это слово	3	4
117	как будто	1	4
118	его за	1	4
119	где он	2	4
120	еще в	2	4
121	между тем	5	4
122	наконец в	3	4
123	все время	1	4
124	только на	1	4
125	всяком случае	3	4
126	так как	2	4
127	не о	1	4
128	у него	1	4
129	тем что	3	4
130	с другой	4	4
131	в стиле	1	4
132	до конца	3	4
133	а не	5	4
134	с которым	1	4
135	но как	1	4
136	в творчестве	1	4
137	по своему	2	4
138	вот как	1	4
139	в той	5	4
140	бы в	1	4
141	тот же	1	4
142	во всяком	3	4
143	а между	1	3
144	если б	4	3
145	как его	1	3
146	это и	1	3
147	за собой	1	3
148	высшей степени	1	3
149	говорить о	1	3
150	в виду	7	3
151	бы то	2	3
152	совсем не	1	3
153	в общем	3	3
154	за пределы	1	3
155	в одной	2	3
156	с этим	3	3
157	когда он	1	3
158	все эти	2	3
159	и кто	1	3
160	тому же	3	3
161	одно и	1	3
162	то ни	2	3
163	к другу	1	3
164	было бы	5	3
165	этом смысле	1	3
166	нет в	1	3
167	в высшей	1	3
168	с тем	7	3
169	такой же	1	3
170	в котором	7	3
171	к одному	1	3
172	не как	1	3
173	знал что	1	3
174	которого он	1	3
175	но только	1	3
176	ничего не	4	3
177	к концу	1	3
178	только с	2	3
179	не могу	1	3
180	в ее	2	3
181	перед вами	1	3
182	и во	1	3
183	что и	2	3
184	в форме	1	3
185	друг к	1	3
186	того что	5	3
187	нуждается в	1	3
188	он уже	1	3
189	уже в	1	3
190	из них	3	3
191	двух реплик	1	3
192	о своей	2	3
193	а с	3	3
194	эти слова	2	3
195	ты сам	1	3
196	слов в	1	3
