N	2gram	Bakhtin_Fr_8	Vladivir
1	и в	56	31
2	в году	3	30
3	не только	8	24
4	но и	9	19
5	то что	3	18
6	и не	9	17
7	и даже	8	15
8	у него	7	15
9	в этом	14	14
10	том что	8	14
11	и с	8	14
12	он был	12	14
13	что в	5	14
14	там же	1	13
15	но в	6	12
16	в его	18	12
17	что он	2	12
18	по поводу	1	12
19	с его	5	11
20	о том	4	11
21	в том	13	11
22	потому что	6	11
23	и то	2	10
24	также и	2	10
25	он не	5	10
26	так что	3	10
27	как мы	7	9
28	никогда не	5	9
29	только в	9	9
30	а в	2	9
31	в те	3	8
32	в то	12	8
33	так как	4	8
34	в доме	1	7
35	кроме того	3	7
36	мы уже	10	7
37	и его	12	7
38	для него	2	7
39	в эти	1	7
40	уже в	2	7
41	как раз	2	7
42	еще и	3	7
43	сказать что	3	7
44	того же	1	6
45	то же	11	6
46	и был	3	6
47	то он	1	6
48	и к	4	6
49	свое время	1	6
50	это было	1	6
51	он и	2	6
52	в котором	2	6
53	иной раз	1	6
54	и сам	2	6
55	так и	13	6
56	и что	1	6
57	его жизни	2	6
58	можно сказать	2	6
59	в годах	1	6
60	в качестве	4	6
61	может быть	3	6
62	на этот	1	6
63	и потому	4	6
64	не может	2	6
65	к этому	2	6
66	те времена	2	5
67	не был	4	5
68	когда он	2	5
69	это был	1	5
70	которой он	1	5
71	не в	3	5
72	со своим	1	5
73	что и	3	5
74	вовсе не	6	5
75	но он	3	5
76	не было	5	5
77	а с	1	5
78	все это	8	5
79	и от	1	5
80	а также	3	5
81	с ним	2	5
82	в период	1	5
83	в свое	1	5
84	жизни и	1	5
85	в своих	4	5
86	что его	1	4
87	совсем не	2	4
88	в этой	6	4
89	в своем	3	4
90	хотя и	2	4
91	и как	2	4
92	в этот	1	4
93	в которой	4	4
94	в нашем	2	4
95	в себе	4	4
96	как он	1	4
97	в нем	8	4
98	главным образом	3	4
99	этом смысле	1	4
100	как и	5	4
101	несмотря на	2	4
102	ни с	5	4
103	еще в	1	4
104	в своей	2	4
105	мысли и	1	4
106	и вообще	1	4
107	не раз	1	4
108	дело в	2	4
109	можно судить	1	4
110	же время	10	4
111	во всем	4	4
112	к нему	2	4
113	по своей	4	4
114	один из	5	4
115	себя в	1	4
116	и у	1	4
117	в особенности	4	4
118	после смерти	1	4
119	что для	3	4
120	и все	6	4
121	и особенно	1	4
122	для нас	1	4
123	он как	1	3
124	и он	1	3
125	и на	7	3
126	но не	5	3
127	и речи	1	3
128	за пределы	4	3
129	что они	2	3
130	как в	1	3
131	все же	2	3
132	более или	2	3
133	он в	1	3
134	все эти	15	3
135	но на	1	3
136	и вот	1	3
137	на его	6	3
138	это конечно	1	3
139	здесь мы	3	3
140	то есть	24	3
141	чувства к	1	3
142	со своими	1	3
143	не мог	3	3
144	или менее	2	3
145	во время	5	3
