N	2gram	Tiupa_Vved_1	Problema
1	и в	13	30
2	в своей	5	22
3	то есть	8	21
4	не только	20	18
5	то что	6	18
6	в этом	21	17
7	том что	7	17
8	и даже	1	14
9	людей и	1	13
10	таким образом	4	13
11	но и	19	13
12	потому что	5	13
13	также и	4	12
14	о том	5	12
15	в его	4	12
16	а именно	1	12
17	в том	10	12
18	и не	12	12
19	так что	1	11
20	в своем	5	11
21	у него	1	11
22	в этой	1	10
23	в виде	1	10
24	для нас	2	10
25	точки зрения	1	10
26	все же	6	9
27	но в	6	9
28	который в	2	9
29	только в	6	9
30	и все	4	9
31	сказать что	1	9
32	хотя и	7	8
33	никак не	2	8
34	в конце	1	8
35	вовсе не	1	8
36	но не	5	7
37	как и	11	7
38	не в	6	7
39	никогда не	4	7
40	связи с	1	7
41	у нас	1	7
42	здесь не	2	7
43	так и	8	7
44	что он	1	7
45	может быть	18	7
46	в связи	1	7
47	в результате	3	7
48	вместе с	1	7
49	и на	3	6
50	тут же	1	6
51	в нем	5	6
52	несмотря на	1	6
53	и его	5	6
54	можно сказать	4	6
55	и что	1	6
56	что и	2	6
57	мы читаем	1	6
58	уже не	5	6
59	с другой	5	6
60	прежде всего	7	6
61	как бы	4	6
62	и для	3	6
63	а в	6	6
64	другой стороны	2	6
65	для себя	1	5
66	тем не	3	5
67	в силу	2	5
68	и с	2	5
69	с тем	1	5
70	он и	2	5
71	еще в	2	5
72	но он	1	5
73	не менее	4	5
74	и притом	1	5
75	того как	1	5
76	и о	1	5
77	что у	1	5
78	и у	1	5
79	и их	1	5
80	мы можем	2	5
81	а не	15	5
82	не может	7	5
83	так же	1	5
84	как раз	2	5
85	будто бы	3	5
86	в самом	2	5
87	что в	3	5
88	того же	1	4
89	едва ли	3	4
90	и он	1	4
91	из земли	1	4
92	отнюдь не	7	4
93	и к	2	4
94	в себе	5	4
95	при этом	26	4
96	же не	1	4
97	об этом	4	4
98	а его	2	4
99	было бы	4	4
100	говорится о	1	4
101	не мог	1	4
102	не так	1	4
103	по крайней	1	4
104	в то	4	4
105	как о	2	4
106	и сам	1	4
107	крайней мере	1	4
108	или в	1	4
109	в качестве	8	4
110	в период	1	4
111	далеко не	4	4
112	еще и	1	4
113	а с	2	4
114	нового времени	3	4
115	в частности	13	4
116	и вполне	1	4
117	жизни в	4	4
118	из этого	1	4
119	гораздо более	1	4
120	тем же	1	3
121	на первом	1	3
122	в виду	1	3
123	в ней	4	3
124	и самого	1	3
125	еще не	7	3
126	он сам	1	3
127	иное как	1	3
128	в ее	1	3
129	что они	1	3
130	что касается	5	3
131	в противоположность	1	3
132	он в	1	3
133	бы не	2	3
134	поскольку в	1	3
135	с одной	5	3
136	он не	3	3
137	этом смысле	1	3
138	не всегда	2	3
139	сам же	1	3
140	однако в	4	3
141	в отношении	1	3
142	что иное	1	3
143	но только	1	3
144	и после	1	3
145	не столь	1	3
146	как будто	4	3
147	в духе	1	3
148	есть только	1	3
149	указывает на	1	3
150	он видит	1	3
151	с ним	3	3
