N	3gram	Bakhtin_Pr_2	StatiiOP
1	в том что	4	16
2	о том что	3	11
3	в этом отношении	2	9
4	до сих пор	2	5
5	в письме к	1	5
6	для того чтобы	1	5
7	дело в том	1	4
8	что он не	1	4
9	в одном из	1	3
10	так же как	3	3
11	с другой стороны	1	3
12	с самого начала	1	3
13	в другом месте	1	2
14	говорит об этом	1	2
15	с точки зрения	9	2
16	мне кажется что	1	2
17	сами по себе	1	2
18	в отличие от	1	2
19	совершенно так же	2	2
20	и в этом	6	2
21	в полном смысле	1	2
22	в этих словах	1	2
23	то что он	1	2
24	мере в какой	1	2
25	более или менее	1	2
26	в самом деле	3	2
27	но все же	2	2
28	на то что	2	2
29	в том смысле	1	2
30	той мере в	1	2
31	в предисловии к	1	2
32	тем не менее	1	2
33	в той мере	1	2
34	или лучше сказать	1	2
35	к тому же	1	2
36	того что и	1	1
37	таким образом уже	2	1
38	точки зрения но	1	1
39	на самом деле	1	1
40	в этом смысле	5	1
41	мысль великая и	2	1
42	он не только	2	1
43	что же касается	1	1
44	он не может	1	1
45	на этот вопрос	1	1
46	не укладывается в	1	1
47	и др в	1	1
48	вы говорите что	1	1
49	подчеркнуть что в	1	1
50	в зависимости от	3	1
51	и на материале	1	1
52	в чем же	2	1
53	в данном случае	1	1
54	в высшей степени	1	1
55	в конце концов	3	1
56	в определенном направлении	1	1
57	имеет ничего общего	1	1
58	по сравнению с	2	1
59	что он сам	1	1
60	другом месте и	1	1
61	выхода за пределы	1	1
62	друг к другу	3	1
63	в конкретном и	1	1
64	а прежде всего	1	1
65	что у него	1	1
66	я не могу	1	1
67	и в том	2	1
68	потому что они	2	1
69	в свое время	2	1
70	нет ни одного	2	1
71	по отношению к	8	1
72	ни в каком	1	1
73	то же время	3	1
74	в то время	1	1
75	сих пор в	1	1
76	в этом случае	1	1
77	но он не	1	1
78	ничего общего с	1	1
79	что у меня	1	1
80	действующими лицами в	1	1
81	нужно сказать что	1	1
82	как бы ни	1	1
83	в каком смысле	1	1
84	в то же	3	1
85	и быть не	1	1
86	и принципиально не	1	1
87	в том числе	2	1
88	таким образом в	2	1
89	иначе и быть	1	1
90	не имеет ничего	1	1
91	как мы видели	3	1
