1	в том что	6	11
2	не может быть	18	5
3	в этом смысле	1	4
4	с точки зрения	4	4
5	в то время	1	4
6	по крайней мере	6	4
7	то время как	1	4
8	во всяком случае	1	4
9	с другой стороны	1	4
10	о том что	1	4
11	не только в	4	3
12	не в том	1	3
13	в то же	4	3
14	то же время	4	3
15	на то что	6	3
16	в конце концов	1	3
17	нельзя сказать что	1	2
18	и тем не	1	2
19	до сих пор	1	2
20	к тому что	2	2
21	что это есть	2	2
22	в том смысле	1	2
23	с одной стороны	1	2
24	тем не менее	5	2
25	и в этом	1	2
26	в том чтобы	1	2
27	и т д	20	2
28	потому что он	1	2
29	вы знаете что	1	2
30	только тогда когда	1	2
31	а потому что	1	2
32	и не в	1	2
33	но все же	1	2
34	что мы имеем	1	2
35	то что я	1	2
36	только в виде	1	2
37	заключается в том	2	2
38	и в частности	2	1
39	тот или иной	1	1
40	в самом начале	1	1
41	от того что	4	1
42	но то что	2	1
43	нет и нет	1	1
44	она является т	1	1
45	же т е	2	1
46	и во всяком	1	1
47	крайней мере три	1	1
48	больше ничего а	1	1
49	ответ на вопрос	1	1
50	на почве этого	1	1
51	в применении к	1	1
52	для себя и	1	1
53	это совершенно ясно	1	1
54	ни на что	1	1
55	не может не	2	1
56	до самого последнего	1	1
57	так чтобы и	1	1
58	том что он	1	1
59	т е не	4	1
60	речь идет о	1	1
61	можно было бы	3	1
62	более или менее	3	1
63	и может быть	1	1
64	и что он	1	1
65	в собственном смысле	3	1
66	мы подходим к	1	1
67	с этой точки	2	1
68	в общем итоге	1	1
69	со стороны ее	1	1
70	вместе с тем	3	1
71	сам по себе	3	1
72	к этому сводится	1	1
73	для того чтобы	1	1
74	которая была бы	2	1
75	от них и	1	1
76	точка зрения которая	1	1
77	и больше ничего	9	1
78	та точка зрения	1	1
79	и в результате	1	1
80	на вопрос о	1	1
81	должно было бы	1	1
82	сих пор мы	1	1
83	том смысле что	1	1
84	как можно было	1	1
85	так или иначе	2	1
86	как раз в	1	1
87	того или другого	1	1
88	и пр но	1	1
89	что в ней	2	1
90	этой точки зрения	2	1
91	в самом деле	3	1
92	в свою очередь	5	1
93	ни в какой	1	1
94	она проявляется в	1	1
95	то есть и	2	1
96	можно сказать что	2	1
97	независимо от других	1	1
98	того что в	1	1
99	вопрос о том	1	1
100	между прочим и	1	1
101	самого последнего времени	1	1
102	что несмотря на	1	1
103	это однако не	1	1
104	не потому что	1	1
105	но можно и	1	1
106	в чем же	5	1
107	является т е	1	1
108	своего читателя и	1	1
109	не только не	1	1
110	а не в	1	1
