N	2gram	Propp_Isto_5	Myslijsy
1	потому что	7	52
2	и в	25	39
3	может быть	17	27
4	в том	6	26
5	только в	7	25
6	не может	6	22
7	что в	8	22
8	не только	13	21
9	так как	11	21
10	а не	2	21
11	в нем	7	20
12	но и	13	20
13	и не	11	18
14	том что	8	16
15	так что	2	16
16	в этом	10	15
17	не в	6	15
18	если бы	2	14
19	по отношению	2	13
20	в себе	1	13
21	таким образом	9	13
22	отношению к	2	13
23	было бы	1	12
24	точно так	1	11
25	мы не	5	10
26	как в	6	10
27	по себе	2	10
28	и что	8	10
29	то что	7	10
30	что не	1	10
31	но в	1	9
32	как и	7	9
33	тогда когда	2	9
34	могут быть	6	9
35	для нас	5	9
36	тем что	10	9
37	но не	5	8
38	точки зрения	2	8
39	о происхождении	1	8
40	в одном	1	8
41	того что	2	8
42	со стороны	2	8
43	вместе с	22	8
44	в ней	5	7
45	в истории	4	7
46	с этим	5	7
47	это не	6	7
48	в этих	6	7
49	должны быть	1	7
50	то и	1	7
51	себе представить	1	7
52	с другой	9	7
53	и т	20	6
54	то же	4	6
55	все же	10	6
56	и как	3	6
57	при этом	1	6
58	и по	2	6
59	не менее	4	6
60	того как	4	6
61	тем не	4	6
62	что на	1	6
63	в каком	1	6
64	языка в	1	6
65	что и	6	6
66	еще не	8	6
67	по мере	2	6
68	как бы	2	6
69	то это	3	5
70	во всех	2	5
71	мысль что	1	5
72	только тогда	2	5
73	не видно	1	5
74	то в	2	5
75	не имеют	1	5
76	с тем	8	5
77	несмотря на	2	5
78	не имеет	1	5
79	и его	9	5
80	что при	3	5
81	язык и	2	5
82	во втором	1	5
83	в его	12	5
84	вовсе не	2	5
85	друг друга	3	5
86	что человек	1	5
87	так же	5	5
88	и потому	2	5
89	но это	7	5
90	и для	2	5
91	из себя	4	5
92	а в	3	5
93	другой стороны	8	5
94	в таком	1	5
95	вопрос о	2	4
96	все остальные	1	4
97	увидим что	1	4
98	т д	18	4
99	мы видели	7	4
100	том смысле	1	4
101	тем самым	1	4
102	в то	3	4
103	не по	1	4
104	никогда не	3	4
105	можно бы	3	4
106	же время	1	4
107	во всем	2	4
108	к тому	1	4
109	смысле в	1	4
110	свою очередь	1	4
111	остается только	1	4
112	бы в	1	4
113	говорит он	1	4
