N	2gram	Trubetskoy_1	FransuaR
1	и в	26	65
2	то есть	4	45
3	как бы	12	22
4	и не	8	22
5	в сущности	1	16
6	в том	11	16
7	в этом	15	15
8	но в	7	14
9	в нем	4	13
10	мы уже	1	12
11	и на	2	11
12	прежде всего	2	11
13	все эти	6	10
14	не только	10	10
15	и его	1	10
16	так и	6	10
17	но и	9	10
18	и потому	6	10
19	том числе	5	10
20	во всех	2	9
21	в эпоху	7	9
22	в его	5	9
23	все это	6	9
24	всех этих	1	8
25	в своем	3	8
26	культуры и	3	8
27	и даже	3	8
28	по своему	2	8
29	и другие	3	8
30	с народной	1	7
31	его в	1	7
32	точки зрения	13	7
33	уже говорили	1	7
34	в области	9	7
35	только в	4	7
36	числе и	4	7
37	жизни и	2	7
38	в ней	1	6
39	еще не	2	6
40	все же	6	6
41	и у	8	6
42	главным образом	8	6
43	при этом	3	6
44	том что	7	6
45	в отношении	6	6
46	никогда не	5	6
47	тела и	1	6
48	в значительной	3	6
49	одно из	2	6
50	так как	9	6
51	может быть	10	6
52	сказать что	2	6
53	связана с	2	5
54	с его	2	5
55	отличие от	1	5
56	как в	1	5
57	с их	1	5
58	в них	2	5
59	как и	1	5
60	в своей	1	5
61	потому что	7	5
62	той или	2	5
63	между тем	2	5
64	для него	3	5
65	в одном	3	5
66	или иной	2	5
67	еще и	1	5
68	и пр	1	5
69	превращается в	2	5
70	связь с	2	5
71	в той	1	5
72	и все	2	5
73	в своих	1	5
74	и до	1	4
75	в общем	8	4
76	и к	5	4
77	в самом	4	4
78	в этой	4	4
79	так сказать	1	4
80	входит в	1	4
81	во время	4	4
82	в их	1	4
83	в отличие	1	4
84	не в	2	4
85	до сих	5	4
86	можно только	2	4
87	связи с	9	4
88	в жизни	1	4
89	из них	7	4
90	отношение к	5	4
91	сих пор	5	4
92	это уже	1	4
93	мира и	1	4
94	это как	1	4
95	культуры в	1	4
96	совершенно не	1	4
97	можно говорить	1	3
98	самом деле	1	3
99	всего существующего	1	3
100	мы и	1	3
101	связанный с	2	3
102	в себя	1	3
103	уже не	3	3
104	но все	7	3
105	то что	7	3
106	в себе	6	3
107	перестает быть	2	3
108	в xvii	1	3
109	европейской культуры	3	3
110	и с	10	3
111	на этой	1	3
112	и других	1	3
113	это не	1	3
114	весь мир	1	3
115	далеко не	4	3
116	в ее	1	3
117	с точки	6	3
118	верха и	1	3
119	но это	1	3
120	даже в	1	3
121	взглянуть на	1	3
122	ничего не	1	3
123	по своей	2	3
124	этом отношении	2	3
125	и здесь	2	3
126	не могут	2	3
127	сама жизнь	1	3
128	и прежде	1	3
129	всегда в	1	3
130	в виду	2	3
131	она была	1	3
132	с ним	1	3
133	в самой	2	3
134	с другой	8	3
135	и во	1	3
136	к нему	7	3
137	во всей	1	3
138	что он	4	3
139	до нас	1	3
140	друг друга	1	3
141	как раз	1	3
142	в других	3	3
143	связан с	2	3
144	не были	1	3
145	мира в	1	3
146	нет ничего	1	3
147	и их	1	3
148	но для	1	3
149	не является	1	3
150	пор еще	2	3
151	не может	4	3
152	что в	9	3
153	отношения к	1	2
154	одним из	2	2
155	или к	1	2
156	из всех	3	2
157	всех его	1	2
158	большой литературы	1	2
159	это всегда	1	2
160	не вполне	3	2
161	которое в	1	2
162	так называемые	3	2
163	в народном	3	2
164	на них	1	2
165	в чем	1	2
166	различия между	2	2
167	но не	8	2
168	и наконец	2	2
169	его к	1	2
170	из этих	10	2
171	он не	4	2
172	они в	2	2
173	не к	2	2
174	на его	1	2
175	новое и	1	2
176	его от	2	2
177	и по	4	2
178	так например	2	2
179	на все	2	2
180	это было	1	2
181	в свой	1	2
182	культуры к	1	2
183	всегда и	3	2
184	в этих	4	2
185	эта была	1	2
186	от своего	1	2
187	но эта	1	2
188	их в	1	2
189	радости и	1	2
190	бы быть	1	2
191	этот мир	1	2
192	а иногда	1	2
193	в процессе	2	2
194	образом в	5	2
195	они являются	1	2
196	уже очень	1	2
197	начиная с	2	2
198	могут быть	1	2
199	к тому	6	2
200	и это	2	2
201	которого мы	1	2
202	значительной мере	2	2
203	но при	2	2
204	приводит к	2	2
205	роль в	1	2
206	особенно в	2	2
207	стремление к	1	2
208	знает и	1	2
209	о том	6	2
210	можно сказать	3	2
211	ни на	1	2
212	исторического развития	2	2
213	еще только	2	2
214	но с	3	2
215	мы видим	1	2
216	этот вопрос	1	2
217	с одной	7	2
218	мира то	1	2
219	только на	1	2
220	xvii веке	1	2
221	ни с	1	2
222	не для	1	2
223	смерти и	1	2
224	одной стороны	7	2
225	на этот	4	2
226	и самый	1	2
227	с конца	1	2
228	не похожим	1	2
229	их чистом	1	2
230	несмотря на	6	2
231	людьми и	1	2
232	и так	1	2
233	и особенно	2	2
234	некоторые из	2	2
235	и глубоко	1	2
236	к жизни	5	2
237	да и	1	2
238	того что	3	2
239	что мы	2	2
240	кроме того	1	2
241	и для	5	2
242	при таком	2	2
243	и от	4	2
244	совершенно иной	2	2
245	ни к	1	2
246	же в	1	2
247	одновременно и	2	2
248	в свое	1	2
249	в таком	3	2
250	а между	1	1
251	народ в	1	1
252	от этой	1	1
253	к людям	1	1
254	речь идет	1	1
255	человека и	1	1
256	этого последнего	2	1
257	это и	1	1
258	не носят	1	1
259	явления и	1	1
260	конечно невозможно	1	1
261	существующего в	1	1
262	как результат	1	1
263	в какой-то	1	1
264	и больше	2	1
265	объясняется и	1	1
266	то же	4	1
267	их и	1	1
268	а как	1	1
269	смотреть на	2	1
270	мы не	1	1
271	и раньше	1	1
272	к новой	1	1
273	нам в	1	1
274	греков и	1	1
275	именно к	1	1
276	свое завершение	1	1
277	совпадает с	1	1
278	самый термин	1	1
279	и заставляет	2	1
280	жизни это	1	1
281	и римлян	1	1
282	уничтожения и	1	1
283	от них	2	1
284	же она	1	1
285	в план	1	1
286	по отношению	1	1
287	под ногами	1	1
288	а и	1	1
289	уже как	1	1
290	вступают в	1	1
291	или иное	2	1
292	в постоянном	1	1
293	с этим	1	1
294	так называемая	1	1
295	как к	1	1
296	конечно очень	1	1
297	это был	1	1
298	далекой от	1	1
299	и как	3	1
300	и превращается	1	1
301	есть ли	1	1
302	от этого	1	1
303	в этот	1	1
304	них как	1	1
305	и конечно	1	1
306	еще на	2	1
307	в которой	3	1
308	он в	2	1
309	чуть ли	1	1
310	в нашем	1	1
311	связанного с	1	1
312	близости к	1	1
313	эти новые	1	1
314	по форме	1	1
315	имеем в	1	1
316	тому же	5	1
317	на то	2	1
318	не могла	2	1
319	и если	3	1
320	не знающий	1	1
321	но именно	1	1
322	чтобы они	1	1
323	для того	5	1
324	народ не	1	1
325	и более	1	1
326	и связанные	2	1
327	не могли	1	1
328	из него	2	1
329	на этом	1	1
330	людей и	2	1
331	касается до	1	1
332	связанные с	7	1
333	связанных с	2	1
334	них не	2	1
335	общем можно	1	1
336	лишь в	5	1
337	всех народов	1	1
338	жизнь народа	1	1
339	было бы	1	1
340	священного писания	1	1
341	новой жизни	1	1
342	лишь на	1	1
343	страха перед	1	1
344	смерть и	1	1
345	части тела	1	1
346	нет в	1	1
347	о которых	1	1
348	сам он	1	1
349	мы имеем	2	1
350	он знает	1	1
351	при которых	1	1
352	оно имеет	1	1
353	нет тех	1	1
354	место в	1	1
355	его нельзя	1	1
356	и при	3	1
357	что такое	1	1
358	еще недостаточно	1	1
359	телом и	1	1
360	мире при	1	1
361	человеком и	1	1
362	все и	1	1
363	представление о	6	1
364	было очень	1	1
365	в которых	4	1
366	не представляется	1	1
367	жизни с	1	1
368	он тоже	1	1
369	одном из	1	1
370	образы эти	1	1
371	только для	2	1
372	вниз в	1	1
373	которые в	2	1
374	сами по	1	1
375	характер носят	2	1
376	с развитием	1	1
377	в тело	2	1
378	чистом виде	1	1
379	на три	1	1
380	не менее	3	1
381	вплоть до	2	1
382	но они	1	1
383	что с	1	1
384	в то	4	1
385	широком смысле	1	1
386	выводы и	1	1
387	задачи мы	1	1
388	и молитвы	2	1
389	не могло	2	1
390	следовательно и	1	1
391	в разных	2	1
392	на стороне	1	1
393	ибо не	1	1
394	и весь	1	1
395	же время	2	1
396	мыслились как	1	1
397	видим что	1	1
398	другой стороны	1	1
399	особенно сильно	1	1
400	каким оно	1	1
401	никуда не	1	1
402	не потому	2	1
403	с другом	5	1
404	у нас	1	1
405	это по	1	1
406	с разными	1	1
407	иногда даже	1	1
408	лежит в	1	1
409	вошли в	1	1
410	человека в	1	1
411	с телом	2	1
412	германской почве	1	1
413	о происхождении	1	1
414	на это	1	1
415	время он	2	1
416	перед великим	1	1
417	народной стихии	6	1
418	значения и	1	1
419	того чтобы	5	1
420	что все	4	1
421	и образ	1	1
422	людей в	1	1
423	здесь не	1	1
424	без всякого	1	1
425	то или	2	1
426	представляется возможным	1	1
427	смерти в	1	1
428	всей своей	1	1
429	культуры на	2	1
430	как с	1	1
431	бытия которая	1	1
432	с собой	1	1
433	те же	2	1
434	было в	1	1
435	подойти к	3	1
436	из одного	1	1
437	именно потому	1	1
438	эту эпоху	1	1
439	по себе	1	1
440	в состав	1	1
441	характер этого	1	1
442	настоящее время	1	1
443	в глаза	1	1
444	времени в	1	1
445	затем в	1	1
446	должно было	2	1
447	жизни он	1	1
448	в которую	1	1
449	с нашей	1	1
450	и всякая	1	1
451	стоит и	1	1
452	бы в	1	1
453	и только	4	1
454	них в	1	1
455	наконец в	2	1
456	именно в	2	1
457	и следовательно	1	1
458	когда человек	2	1
459	и мир	2	1
460	представляет и	1	1
461	формой и	1	1
462	один из	2	1
463	важное значение	1	1
464	одной из	5	1
465	с ними	1	1
466	мира его	2	1
467	и действительно	2	1
468	существовал особый	1	1
469	всяком случае	6	1
470	и ее	1	1
471	не было	2	1
472	в уста	1	1
473	особенно у	1	1
474	для всех	2	1
475	перед этой	1	1
476	силы а	1	1
477	уже в	2	1
478	черты этого	1	1
479	на этих	1	1
480	в так	4	1
481	неизменная и	1	1
482	на двух	1	1
483	в конце	6	1
484	что и	6	1
485	с этими	1	1
486	ужиться с	1	1
487	к ним	3	1
488	у него	1	1
489	случае не	3	1
490	тем что	1	1
491	на германской	1	1
492	в очень	1	1
493	этот второй	1	1
494	ней и	1	1
495	вовсе и	1	1
496	до известной	1	1
497	к которому	2	1
498	она и	1	1
499	миропорядка и	1	1
500	на людей	1	1
501	и люди	2	1
502	уже почти	1	1
503	быть тем	1	1
504	настоящего времени	1	1
505	а не	5	1
506	жизнь в	1	1
507	находились в	1	1
508	так называемой	2	1
509	эта стихия	1	1
510	о чем	1	1
511	человеческой жизни	1	1
512	уже давно	2	1
513	все более	1	1
514	границы между	1	1
515	характеру и	1	1
516	которые мыслились	1	1
517	кровь в	1	1
518	совершенно чуждые	1	1
519	из которых	4	1
520	не осталось	1	1
521	продолжают жить	1	1
522	а потому	1	1
523	конечно не	2	1
524	до настоящего	1	1
525	в течение	4	1
526	реальный и	1	1
527	там где	1	1
528	друг с	5	1
529	многих других	1	1
530	ли не	1	1
531	и смерти	1	1
532	со времени	2	1
533	лишенный всякой	1	1
534	происходит с	1	1
535	бытия в	1	1
536	отличается от	2	1
537	в начале	2	1
538	что касается	1	1
539	сила и	1	1
540	о мире	1	1
541	более и	1	1
542	известной степени	1	1
543	в связи	3	1
544	совершается в	1	1
545	тем и	2	1
546	очищенного от	1	1
547	в результате	3	1
548	в настоящее	1	1
549	к смерти	1	1
550	души в	1	1
551	в эту	2	1
552	находит свое	1	1
553	это позволяет	1	1
554	мир то	1	1
555	но зато	1	1
556	хотя бы	3	1
557	все они	1	1
558	этих элементов	1	1
559	отличались от	1	1
560	всех тех	1	1
561	с ней	3	1
562	образы не	1	1
563	их с	1	1
564	даже за	1	1
565	отношению к	3	1
566	являются не	1	1
567	для эпохи	2	1
568	к этому	3	1
569	как на	8	1
570	во всяком	6	1
571	все что	2	1
572	такой же	1	1
573	они не	1	1
