N	2gram	Tiupa_Disk_1	Vladivir
1	и в	16	31
2	в году	2	30
3	не только	28	24
4	а к	1	22
5	но и	14	19
6	то что	5	18
7	и не	11	17
8	и даже	3	15
9	в этом	15	14
10	том что	19	14
11	что в	4	14
12	там же	1	13
13	но в	8	12
14	в его	7	12
15	что он	4	12
16	с его	4	11
17	же с	1	11
18	о том	8	11
19	в том	23	11
20	потому что	4	11
21	и то	1	10
22	также и	3	10
23	он не	1	10
24	как мы	2	9
25	никогда не	2	9
26	в конце	1	9
27	только в	7	9
28	а в	5	9
29	и по	2	8
30	в то	3	8
31	тут же	1	7
32	как это	1	7
33	и его	2	7
34	для него	4	7
35	об этом	2	7
36	о нем	2	7
37	уже в	2	7
38	как раз	1	7
39	еще и	1	7
40	сказать что	3	7
41	того же	3	6
42	то же	7	6
43	и к	4	6
44	свое время	1	6
45	это было	2	6
46	в котором	5	6
47	и сам	1	6
48	так и	8	6
49	разного рода	2	6
50	и что	2	6
51	можно сказать	5	6
52	в качестве	34	6
53	может быть	17	6
54	и потому	3	6
55	не может	9	6
56	к этому	2	6
57	не был	1	5
58	но как	2	5
59	когда он	2	5
60	на то	1	5
61	которой он	1	5
62	не в	7	5
63	что и	3	5
64	не было	7	5
65	а с	5	5
66	что же	2	5
67	и от	1	5
68	а также	8	5
69	в период	1	5
70	в свое	1	5
71	в своих	3	5
72	из его	1	4
73	он уже	1	4
74	я не	1	4
75	мы и	1	4
76	что его	1	4
77	в этой	2	4
78	в истории	4	4
79	в своем	6	4
80	хотя и	2	4
81	и как	6	4
82	в которой	1	4
83	в нашем	1	4
84	в себе	7	4
85	в нем	9	4
86	в россии	1	4
87	же касается	2	4
88	этом смысле	1	4
89	как и	16	4
90	несмотря на	1	4
91	еще в	3	4
92	в своей	5	4
93	мысли и	2	4
94	и вообще	2	4
95	дело в	1	4
96	же время	4	4
97	во всем	1	4
98	да и	1	4
99	к нему	1	4
100	по своей	11	4
101	один из	3	4
102	себя в	2	4
103	и теперь	1	4
104	в особенности	4	4
105	и все	2	4
106	такого рода	4	4
107	но она	1	3
108	на себя	2	3
109	и он	2	3
110	и на	5	3
111	но не	11	3
112	отношение к	4	3
113	он пишет	1	3
114	за пределы	2	3
115	что они	1	3
116	отнюдь не	8	3
117	как в	10	3
118	характеристики и	1	3
119	все же	3	3
120	более или	2	3
121	со своей	1	3
122	в целом	4	3
123	он в	1	3
124	что к	1	3
125	едва ли	2	3
126	на его	4	3
127	то есть	20	3
128	со своими	1	3
129	не мог	1	3
130	или менее	2	3
131	во время	1	3
132	что касается	2	3
133	но это	1	3
134	раз и	1	3
135	в науке	2	3
136	и притом	1	3
137	на него	1	3
138	но только	1	3
139	таким образом	3	3
140	к тому	5	3
141	в жизни	1	3
142	здесь не	1	3
143	к его	2	3
144	свидетельствует о	2	3
145	человека как	1	3
146	и действительно	1	3
147	уже не	4	3
148	только на	1	3
149	в виде	1	3
150	с другой	10	3
151	по своим	4	3
152	в связи	1	3
153	вместе с	1	3
154	по своему	3	3
155	в начале	2	3
156	другой стороны	3	3
157	одним из	2	2
158	и весьма	1	2
159	это и	1	2
160	и до	1	2
161	в меру	1	2
162	и за	1	2
163	той же	1	2
164	для своего	2	2
165	в полной	1	2
166	хотя бы	3	2
167	ему в	2	2
168	еще не	14	2
169	он сам	1	2
170	в чем	1	2
171	нет и	1	2
172	его на	1	2
173	как к	2	2
174	его к	1	2
175	из этих	1	2
176	учение о	1	2
177	но его	1	2
178	тому же	5	2
179	всей его	2	2
