N	2gram	Vygotskiy__1	Hudozhes
1	и в	31	28
2	в рассказе	1	21
3	том что	16	19
4	в ее	5	18
5	и не	16	18
6	своего рода	1	16
7	в том	30	15
8	а не	13	14
9	в этом	12	13
10	не в	11	13
11	о том	7	12
12	перед нами	1	11
13	не только	13	11
14	при этом	19	11
15	как и	16	11
16	в его	6	11
17	уже не	2	10
18	в себе	4	9
19	но и	2	9
20	так и	3	8
21	между тем	4	8
22	что он	7	8
23	в жизни	2	8
24	может быть	22	8
25	о чем	2	8
26	я не	1	7
27	тогда как	1	7
28	что она	6	7
29	состоит в	3	7
30	в мире	1	7
31	об этом	1	7
32	к тому	4	7
33	в частности	3	7
34	как это	4	7
35	и все	5	7
36	с ним	2	7
37	жизни в	1	7
38	в котором	4	6
39	то же	5	6
40	не было	3	6
41	и с	2	6
42	в своей	3	6
43	в то	5	6
44	казалось бы	2	6
45	для себя	1	6
46	если бы	6	6
47	сводится к	1	6
48	можно сказать	1	6
49	это не	1	6
50	а в	6	6
51	то что	32	6
52	жизни и	3	6
53	с его	1	5
54	в этой	3	5
55	как в	9	5
56	в самом	11	5
57	что это	6	5
58	в своем	3	5
59	не менее	2	5
60	у него	4	5
61	никогда не	8	5
62	ничего не	2	5
63	и его	7	5
64	она не	5	5
65	его жизни	1	5
66	только на	3	5
67	одно из	2	5
68	для него	1	5
69	как бы	5	5
70	что в	23	5
71	и другие	4	5
72	и т	26	4
73	но не	3	4
74	в художественном	3	4
75	то в	1	4
76	подобно тому	5	4
77	человека в	1	4
78	он не	3	4
79	и уже	1	4
80	в других	1	4
81	тем не	2	4
82	тому что	4	4
83	как будто	5	4
84	и о	4	4
85	того чтобы	7	4
86	в конечном	3	4
87	вслед за	6	4
88	что они	2	4
89	только в	14	4
90	в качестве	2	4
91	что и	13	4
92	как раз	2	4
93	для того	6	4
94	говорит о	2	4
95	то и	2	4
96	не может	17	4
97	тому как	7	4
98	о своем	1	4
99	бы и	2	4
100	была бы	1	3
101	человека и	2	3
102	и казалось	1	3
103	по преимуществу	1	3
104	едва ли	1	3
105	в ней	1	3
106	но при	1	3
107	еще не	1	3
108	и на	1	3
109	столь же	4	3
110	всякий раз	8	3
111	о смерти	1	3
112	со стороны	4	3
113	как он	2	3
114	в нем	2	3
115	что все	3	3
116	было бы	6	3
117	в это	1	3
118	в них	2	3
119	соответствии с	1	3
120	несмотря на	5	3
121	этого произведения	2	3
122	в этих	4	3
123	пока еще	1	3
124	как о	1	3
125	отдельного человека	10	3
126	как только	1	3
127	же самое	2	3
128	и это	3	3
129	не могу	1	3
130	что у	3	3
131	к нему	2	3
132	одной из	1	3
133	с ними	1	3
134	деле не	1	3
135	и ее	1	3
136	с одной	5	3
137	для нас	5	3
138	конечном счете	3	3
139	в одном	2	3
140	что на	3	3
141	с другой	5	3
142	все время	4	3
143	а с	1	3
144	во внешней	1	3
145	прежде всего	4	3
146	так же	12	3
147	противоречие с	3	3
148	одной стороны	6	3
149	в состоянии	3	3
150	все это	8	3
151	или в	1	3
152	будто бы	2	3
153	в памяти	1	3
154	о себе	1	3
155	и состоит	2	3
156	по поводу	2	3
157	самом деле	9	3
158	все что	3	3
159	же как	4	2
160	и то	2	2
161	в первом	1	2
162	той же	3	2
163	а как	1	2
164	который в	3	2
165	который был	1	2
166	тем как	1	2
167	если в	1	2
168	ответ на	1	2
169	отношение к	2	2
170	все же	5	2
171	как уже	1	2
172	и к	3	2
173	но в	3	2
174	точкой зрения	1	2
175	та же	3	2
176	из этих	6	2
177	и становится	1	2
178	тому же	3	2
179	мысли и	2	2
180	т д	8	2
181	оно не	1	2
182	однако в	1	2
183	могла бы	1	2
184	не будет	3	2
185	зрения на	2	2
186	его в	2	2
187	характер и	1	2
188	автора и	1	2
189	обратимся к	1	2
190	и тогда	2	2
191	со всей	1	2
192	с точки	2	2
193	она в	2	2
194	что говорит	1	2
195	жизни с	1	2
196	что я	4	2
197	из нас	2	2
198	дело не	1	2
199	того как	1	2
200	одна из	4	2
201	только не	3	2
202	ему в	1	2
203	в основе	2	2
204	они и	1	2
205	рассказа и	1	2
206	приходит к	2	2
207	как мы	2	2
208	на другой	1	2
209	мысль о	1	2
210	приводит к	2	2
211	роль в	3	2
212	те же	4	2
213	и опять	1	2
214	до сих	3	2
215	том как	1	2
216	все те	1	2
217	о нем	1	2
218	а также	1	2
219	во втором	1	2
220	нуждается в	3	2
221	и только	3	2
222	и об	1	2
223	говорит в	1	2
224	один из	4	2
225	о двух	1	2
226	дело с	3	2
227	он уже	1	2
228	же и	1	2
229	в т	1	2
230	и у	4	2
231	произведения не	1	2
232	его и	3	2
233	из них	2	2
234	т п	16	2
235	вовсе не	6	2
236	этими словами	2	2
237	ее на	1	2
238	сих пор	3	2
239	в соответствующих	1	2
240	как у	1	2
241	именно в	1	2
242	еще и	1	2
243	была и	1	2
244	себя и	2	2
245	этих людей	1	2
246	мы знаем	3	2
247	ей не	1	2
248	и составляет	2	2
249	вместе с	8	2
250	в духе	1	2
251	с такой	1	2
252	что же	2	2
253	автором и	1	2
254	и от	2	2
255	о его	1	2
256	не является	5	2
257	и для	5	2
258	отнюдь не	6	2
259	в двух	1	2
260	потому что	10	2
261	хотя бы	1	2
262	точки зрения	15	2
263	личности и	1	2
264	между ними	1	2
265	сказать что	7	2
266	и внутренне	1	2
267	что даже	2	2
268	т е	3	2
269	к числу	2	2
270	как на	3	2
271	тем самым	2	2
272	который она	1	2
273	гораздо более	2	2
274	в роли	1	2
275	например в	3	1
276	таком случае	2	1
277	есть форма	1	1
278	тех же	2	1
279	это и	3	1
280	на деле	3	1
281	и так	4	1
282	с в	3	1
283	на материале	1	1
284	мы имеем	4	1
285	мы не	12	1
286	что если	1	1
287	истины и	1	1
288	только другим	1	1
289	приложении к	1	1
290	содержания в	1	1
291	в противоречие	2	1
292	обречена на	1	1
293	и бессмысленное	1	1
294	не была	1	1
295	иметь никакого	1	1
296	в сущности	10	1
297	время как	5	1
298	принадлежит к	1	1
299	к смыслу	1	1
300	художественного переживания	1	1
301	но то	1	1
302	к расцвету	1	1
303	из ее	1	1
304	это время	1	1
305	людей хотя	1	1
306	между собой	1	1
307	бы то	1	1
308	взгляде на	1	1
309	в различных	1	1
310	во всех	1	1
311	говорит нам	1	1
312	то он	1	1
313	точка зрения	4	1
314	в сторону	1	1
315	это сравнение	1	1
316	нет и	1	1
317	или иное	2	1
318	за пределы	1	1
319	и чем	1	1
320	один и	1	1
321	в одной	3	1
322	в той	1	1
323	возникает между	1	1
324	показать что	8	1
325	на других	1	1
326	как к	2	1
327	она как	2	1
328	и нет	1	1
329	остановиться на	2	1
330	хотя и	3	1
331	когда он	2	1
332	я должен	1	1
333	сказал бы	1	1
334	но для	1	1
335	его к	1	1
336	имеет в	2	1
337	себе не	3	1
338	самое важное	1	1
339	котором она	1	1
340	за собой	1	1
341	бы у	1	1
342	не дано	1	1
343	в которой	4	1
344	представляет собой	2	1
345	не оставляет	1	1
346	и тот	2	1
347	позиции не	1	1
348	человек не	1	1
349	все ее	1	1
350	что без	1	1
351	по словам	1	1
352	главное в	1	1
353	из этой	1	1
354	другой стороной	1	1
355	именно то	1	1
356	же это	1	1
357	и когда	3	1
358	в силу	3	1
359	в корне	1	1
360	том чтобы	7	1
361	из виду	2	1
362	их в	2	1
363	известном смысле	1	1
364	него в	2	1
365	этот тезис	1	1
366	людей и	1	1
367	не бывает	1	1
368	с итак	2	1
369	и заключается	1	1
370	но все	1	1
371	не следует	1	1
372	тут не	1	1
373	в каждом	3	1
374	произведение искусства	8	1
375	к эстетической	1	1
376	и характер	2	1
377	этом он	1	1
378	том случае	2	1
379	то есть	26	1
380	в музыке	2	1
381	не умеет	1	1
382	и других	3	1
383	в разряд	1	1
384	зрения и	1	1
385	и тем	2	1
386	даже в	2	1
387	за ней	1	1
388	однако оказывается	1	1
389	его места	1	1
390	тенденция к	2	1
391	быть только	1	1
392	она и	1	1
393	в слове	3	1
394	не всегда	2	1
395	которой он	1	1
396	легче всего	3	1
397	в приложении	1	1
398	и еще	1	1
399	и при	1	1
400	никак не	4	1
401	женщин и	1	1
402	взгляд на	1	1
403	на месте	1	1
404	а потом	1	1
405	знаем что	1	1
406	от себя	4	1
407	теперь как	1	1
408	признать что	1	1
409	и другого	2	1
410	стало быть	2	1
411	одном из	2	1
412	образом и	1	1
413	теми же	2	1
414	и более	1	1
415	не могли	1	1
416	в конце	3	1
417	том же	2	1
418	не должна	1	1
419	же мы	1	1
420	случае мы	1	1
421	нас к	1	1
422	произведения и	1	1
423	стоит только	2	1
424	хоть одно	1	1
425	литературных традиций	1	1
426	и какие	1	1
427	что с	2	1
428	виду что	1	1
429	мы вынуждены	1	1
430	в людях	1	1
431	мысли в	3	1
432	то чего	1	1
433	самого начала	1	1
434	в направлении	1	1
435	дело в	1	1
436	только из	4	1
437	смысл ни	1	1
438	и над	1	1
439	каждым из	1	1
440	та или	1	1
441	всей его	1	1
442	найти в	1	1
443	имеем дело	1	1
444	этих двух	2	1
445	два больших	2	1
446	или иная	1	1
447	к произведению	1	1
448	мыслей и	2	1
449	как она	2	1
450	оно возникает	1	1
451	такая же	1	1
452	прибегать к	1	1
453	хотел сказать	2	1
