N	2gram	Propp_Russ_1	Russkaja
1	не может	4	22
2	и не	6	19
3	в том	17	17
4	в этом	12	17
5	и в	36	14
6	с другом	1	14
7	друг с	1	14
8	то что	6	13
9	то же	3	11
10	точки зрения	3	11
11	таким образом	6	11
12	в то	1	10
13	но и	16	10
14	в себе	1	9
15	не только	22	9
16	том что	19	9
17	с точки	3	9
18	может быть	8	9
19	церкви и	1	9
20	во всяком	1	9
21	как на	1	8
22	самом деле	1	7
23	отнюдь не	2	7
24	и с	2	7
25	в данном	1	7
26	к тому	4	7
27	россии в	1	7
28	стремление к	1	7
29	о том	8	7
30	мы должны	2	7
31	если в	3	6
32	в своем	3	6
33	и к	3	6
34	в россии	4	6
35	с тем	8	6
36	в своих	2	6
37	и при	1	6
38	если бы	1	6
39	все это	6	6
40	и для	2	6
41	что он	1	6
42	всяком случае	1	6
43	на самом	2	6
44	вопрос о	1	5
45	и на	10	5
46	между собой	2	5
47	во всех	4	5
48	на то	1	5
49	в нем	2	5
50	при этом	6	5
51	он не	1	5
52	он должен	1	5
53	было бы	1	5
54	потому что	10	5
55	церкви не	1	5
56	между тем	7	5
57	только в	4	5
58	себя и	2	5
59	из которых	1	5
60	по существу	4	5
61	а в	9	5
62	но не	2	4
63	себе и	1	4
64	все же	5	4
65	в этой	1	4
66	в совершенно	1	4
67	его в	1	4
68	как и	10	4
69	которой он	1	4
70	в их	4	4
71	точку зрения	1	4
72	тогда когда	1	4
73	церковь не	1	4
74	от того	1	4
75	не могут	1	4
76	когда они	1	4
77	приводит к	3	4
78	можно было	1	4
79	в его	2	4
80	так как	15	4
81	вместе с	10	4
82	как бы	5	4
83	на соборе	1	4
84	к вопросу	2	4
85	жизни и	1	4
86	что в	19	4
87	все что	1	4
88	и т	10	3
89	говорить о	1	3
90	еще не	4	3
91	из этих	4	3
92	что они	7	3
93	что это	3	3
94	ни одна	1	3
95	главным образом	2	3
96	на том	1	3
97	и по	8	3
98	для них	3	3
99	несмотря на	3	3
100	всех этих	2	3
101	но если	1	3
102	таким же	3	3
103	том чтобы	1	3
104	одна из	4	3
105	связи с	4	3
106	приходит к	1	3
107	что все	1	3
108	данном случае	1	3
109	собой и	1	3
110	для этого	2	3
111	при котором	1	3
112	но мы	1	3
113	и во	1	3
114	борьбе с	1	3
115	что и	7	3
116	а следовательно	1	3
117	что бы	1	3
118	того что	4	3
119	в качестве	3	3
120	в большинстве	2	3
121	в виде	6	3
122	из них	8	3
123	тем что	4	3
124	что для	1	3
125	не было	2	3
126	и потому	2	3
127	этом случае	5	3
128	или в	2	3
129	о котором	1	3
130	и как	2	3
131	говоря о	1	2
132	должна быть	1	2
133	видеть в	1	2
134	из всех	1	2
135	приводят к	1	2
136	но она	2	2
137	на себя	2	2
138	но даже	2	2
139	в ней	2	2
140	в таком	1	2
141	по отношению	1	2
142	тогда как	2	2
143	не просто	2	2
144	другим народам	1	2
145	с этим	2	2
146	целый ряд	1	2
147	и наконец	1	2
148	но в	2	2
149	не можем	3	2
150	все эти	2	2
151	во многих	5	2
152	и те	3	2
153	состоит в	8	2
154	не к	1	2
155	для народа	1	2
156	мы уже	1	2
157	на этой	2	2
158	всех народов	1	2
159	на почве	1	2
160	и тем	1	2
161	на основании	1	2
162	в этих	3	2
163	во время	14	2
164	место в	1	2
165	в силу	2	2
166	и более	2	2
167	лежит не	1	2
168	их в	3	2
169	том же	2	2
170	тому что	4	2
171	она не	2	2
172	только для	2	2
173	как акт	1	2
174	для нас	6	2
175	у него	2	2
176	следовательно и	1	2
177	на которой	1	2
178	как будто	5	2
179	в области	3	2
180	если же	1	2
181	для себя	1	2
182	и о	1	2
183	мы указали	1	2
184	если они	1	2
185	настоящее время	3	2
186	и что	4	2
187	от него	1	2
188	к нему	1	2
189	быть и	2	2
190	согласиться с	1	2
191	этот вопрос	2	2
192	даже если	1	2
193	бы ни	1	2
194	их не	2	2
195	по этому	3	2
196	так что	2	2
197	уже не	6	2
198	на такой	1	2
199	только на	3	2
200	в начале	1	2
201	но совершенно	1	2
202	его и	2	2
203	не так	1	2
204	представить себе	1	2
205	ни в	1	2
206	чтобы она	1	2
207	не о	1	2
208	мы можем	2	2
209	только с	1	2
210	в других	11	2
211	а с	4	2
212	этой роли	1	2
213	в некоторых	4	2
214	у других	1	2
215	а не	2	2
216	народа а	1	2
217	большинстве случаев	2	2
218	совершенно очевидно	1	2
219	себя на	1	2
220	в частности	2	2
221	так же	3	2
222	в меру	1	2
223	их к	2	2
224	в течение	5	2
225	принадлежащий к	1	2
226	есть и	1	2
227	но это	4	2
228	но для	1	2
229	если не	1	2
230	всем этим	1	2
231	в настоящее	3	2
232	с ним	2	2
233	в культурном	1	2
234	и состоит	1	2
235	точно так	1	2
236	и действительно	1	1
237	того же	1	1
238	тех же	1	1
239	что дает	1	1
240	показать что	1	1
241	ту же	1	1
242	что эти	1	1
243	противном случае	1	1
244	с таким	1	1
245	и за	1	1
246	также и	1	1
247	не случайны	1	1
248	их и	3	1
249	на тех	2	1
250	своих целях	1	1
251	может признать	1	1
252	надо было	1	1
253	мы не	6	1
254	же как	1	1
255	не во	1	1
256	в семье	1	1
257	а где	1	1
258	на место	1	1
259	у себя	1	1
260	к новой	1	1
261	имеет свою	1	1
262	от своих	1	1
263	такое положение	1	1
264	они были	2	1
265	основании что	1	1
266	которое в	1	1
267	которую можно	1	1
268	он был	2	1
269	на них	1	1
270	не был	1	1
271	но этого	1	1
272	совершенно иных	1	1
273	наиболее совершенным	1	1
274	друг к	2	1
275	в область	1	1
276	к этому	4	1
277	а только	1	1
278	точка зрения	1	1
279	значение и	2	1
280	только тогда	1	1
281	в китае	1	1
282	в общем	1	1
283	должны были	2	1
284	очевидно что	1	1
285	которые не	3	1
286	в истории	1	1
287	работа в	2	1
288	что во	1	1
289	то чем	1	1
290	что касается	1	1
291	в противном	1	1
292	перед нами	1	1
293	когда он	2	1
294	что по	4	1
295	с понятием	1	1
296	для которой	1	1
297	он на	1	1
298	от этого	1	1
299	в которой	1	1
300	китае и	1	1
301	все недостатки	1	1
302	то и	1	1
303	тому же	1	1
304	в жертву	1	1
305	этого мало	2	1
306	тем не	3	1
307	чтобы они	2	1
308	этого вопроса	1	1
309	борьбе против	1	1
310	церковь считает	1	1
311	так например	6	1
312	но все	3	1
313	здесь мы	1	1
314	тем же	1	1
315	об этом	9	1
316	к другу	2	1
317	то есть	3	1
318	входит в	4	1
319	это не	10	1
320	и мы	1	1
321	уже знаем	1	1
322	чаще всего	3	1
323	в жизни	2	1
324	этого слова	3	1
325	как видно	1	1
326	со своими	1	1
327	не всегда	1	1
328	такой же	2	1
329	в один	2	1
330	и того	1	1
331	одного и	1	1
332	недавнего времени	1	1
333	что значит	1	1
334	привело к	2	1
335	нас не	2	1
336	и без	1	1
337	в советской	1	1
338	просто в	1	1
339	не столько	1	1
340	представление о	3	1
341	в которых	5	1
342	собой не	1	1
343	том основании	1	1
344	народов а	1	1
345	надо чтобы	1	1
346	ко всему	1	1
347	теми же	1	1
348	и эти	1	1
349	и начало	2	1
350	который мы	1	1
351	необходимо чтобы	1	1
352	чрезвычайно разнообразны	1	1
353	оно приводит	1	1
354	они сами	1	1
355	всех их	1	1
356	не менее	3	1
357	и всегда	1	1
358	хотелось бы	1	1
359	для каждого	1	1
360	дело в	1	1
361	или другие	2	1
362	ее с	1	1
363	не по	1	1
364	в основе	1	1
365	иметь в	1	1
366	в разных	3	1
367	именно с	2	1
368	явление в	1	1
369	к ней	2	1
370	власть чем	1	1
371	и теперь	1	1
372	особое значение	1	1
373	и сама	1	1
374	мало надо	1	1
375	было не	1	1
376	чем ближе	1	1
377	доказать что	1	1
378	на третью	1	1
379	этом отношении	1	1
380	что на	4	1
381	могущества и	1	1
382	в духе	1	1
383	могут быть	2	1
384	чтобы сделать	1	1
385	как только	1	1
386	те кто	1	1
387	разницей что	1	1
388	должны быть	1	1
389	быть назван	1	1
390	румын в	1	1
391	и это	1	1
392	из всего	1	1
393	как мы	10	1
394	как не	2	1
395	свою очередь	2	1
396	и многие	2	1
397	всего этого	1	1
398	только при	1	1
399	не могло	1	1
400	в собственном	1	1
401	у разных	1	1
402	идет не	1	1
403	некоторых других	1	1
404	что у	2	1
405	так и	7	1
406	те же	1	1
407	не подашь	1	1
408	две части	1	1
409	быть может	1	1
410	учения на	1	1
411	необходимо иметь	1	1
412	люди по	1	1
413	иное как	2	1
414	никак не	1	1
415	и просто	1	1
416	можно сказать	1	1
417	в различных	2	1
418	должно было	2	1
419	которые и	1	1
420	от них	3	1
421	представления о	1	1
422	в русском	4	1
423	совершенно ином	1	1
424	на будущее	1	1
425	дело так	1	1
426	один из	8	1
427	это делалось	6	1
428	обе эти	1	1
429	с ними	5	1
430	на другие	2	1
431	только сам	1	1
432	особенно если	1	1
433	зрения в	1	1
434	в разные	2	1
435	сомнений в	2	1
436	и у	5	1
437	же стремление	1	1
438	или не	1	1
439	борьбы с	2	1
440	же но	1	1
441	прямо в	1	1
442	и других	7	1
443	к своим	1	1
444	у народа	1	1
445	мы знаем	1	1
446	и их	4	1
447	даже к	1	1
448	в прошлом	2	1
449	к ним	3	1
450	истории россии	1	1
451	случае не	1	1
452	связано с	1	1
453	следует признать	1	1
454	часть русских	1	1
455	в очень	1	1
456	природы и	2	1
457	которые как	1	1
458	видно из	1	1
459	тем у	1	1
460	влияние на	1	1
461	всего русского	1	1
462	каждый человек	1	1
463	главное и	1	1
464	связаны с	3	1
465	к которому	1	1
466	еще и	1	1
467	происходит при	1	1
468	что не	1	1
469	на этот	3	1
470	которых мы	1	1
471	на которых	1	1
472	до конца	2	1
473	не на	2	1
474	однако и	1	1
475	с которым	1	1
476	в свете	2	1
477	ближе к	1	1
478	в одно	1	1
479	в связи	4	1
480	в руках	1	1
481	народа на	1	1
482	как это	8	1
483	многих случаях	2	1
484	этих случаях	1	1
485	по своему	1	1
486	где это	1	1
487	быть не	1	1
488	есть много	1	1
489	какие же	2	1
490	и некоторые	3	1
491	весь ход	1	1
492	не допускать	1	1
493	между прочим	2	1
494	не является	1	1
495	на все	2	1
496	при таком	1	1
497	такой взгляд	1	1
498	это как	1	1
499	тот кто	1	1
500	в отдельных	1	1
501	любви и	1	1
502	можно согласиться	1	1
503	его жизнь	1	1
504	почему-либо не	1	1
505	и все	1	1
506	люди которые	1	1
507	в свою	3	1
508	с ней	2	1
509	но можно	1	1
510	время но	1	1
511	указали на	1	1
512	отношению к	1	1
513	у которых	2	1
514	разных народов	1	1
515	через них	1	1
516	церковью и	1	1
517	они их	2	1
518	можно назвать	1	1
519	они не	1	1
