N	3gram	Voloshinov_2	Myslijsy
1	в том что	6	16
2	смысле этого слова	4	7
3	и то же	3	5
4	по отношению к	8	5
5	в слове и	1	5
6	сам по себе	1	5
7	по крайней мере	2	5
8	одно и то	3	5
9	то же время	8	5
10	в то же	8	5
11	с другой стороны	1	4
12	но и в	2	4
13	по себе а	1	4
14	не только в	1	4
15	не только по	1	3
16	более или менее	2	3
17	до сих пор	3	3
18	одним и тем	2	3
19	и тем же	2	3
20	с одной стороны	3	3
21	в свою очередь	5	3
22	само по себе	1	3
23	тем не менее	1	3
24	для того чтобы	6	3
25	не может быть	10	3
26	того что уже	1	2
27	в этом последнем	2	2
28	том что он	2	2
29	в живой речи	1	2
30	в таком случае	3	2
31	в этом отношении	1	2
32	в собственном смысле	2	2
33	но тем не	1	2
34	не могут быть	1	2
35	на первых порах	1	2
36	то же слово	2	2
37	и в том	1	2
38	не существует для	1	2
39	так и в	1	2
40	как и в	1	2
41	можно сказать что	1	2
42	этого слова и	1	2
43	к тому что	3	2
44	в себе не	1	2
45	этого слова в	1	2
46	одной стороны и	2	1
47	если б мы	2	1
48	так же и	1	1
49	а не в	2	1
50	не столько выражение	1	1
51	мы уже сказали	1	1
52	не говоря уже	1	1
53	на самом деле	4	1
54	в самом деле	5	1
55	то же самое	5	1
56	нам кажется что	1	1
57	и как он	1	1
58	том что это	1	1
59	себе не может	1	1
60	для себя и	1	1
61	если бы слово	1	1
62	говоря уже о	1	1
63	и в других	1	1
64	сами по себе	1	1
65	по самой своей	1	1
66	от этого не	1	1
67	что все эти	1	1
68	каждой из этих	1	1
69	а может быть	1	1
70	дело вовсе не	1	1
71	это далеко не	1	1
72	не сам по	1	1
73	рано или поздно	1	1
74	с ними в	1	1
75	в противном случае	2	1
76	в смысле совокупности	2	1
77	с такою же	1	1
78	том что слово	1	1
79	слова при этом	2	1
80	к вопросу о	1	1
81	если бы в	1	1
82	он относится к	1	1
83	но что же	1	1
84	так или иначе	1	1
85	место в единстве	1	1
86	с нашей точки	2	1
87	бы оно ни	1	1
88	он не знает	1	1
89	заключать в себе	1	1
90	внутреннего и внешнего	1	1
91	связи с другими	1	1
92	таким образом в	1	1
93	что оно существует	1	1
94	другому в слове	1	1
95	о том что	3	1
96	не существует и	1	1
97	на то что	2	1
98	друг от друга	1	1
99	как мы уже	3	1
100	и следовательно к	1	1
101	может быть объяснено	1	1
102	друг с другом	1	1
103	только одно слово	1	1
104	быть не может	1	1
105	но не только	1	1
106	на все остальные	1	1
107	в их отношении	1	1
108	здесь как и	1	1
109	не могло существовать	1	1
110	их отношении к	1	1
111	к тому же	2	1
112	слова если бы	1	1
113	как мы видели	3	1
