N	2gram	Bakhtin_sl_2	Istorich
1	и в	39	25
2	вместе с	2	22
3	что он	2	22
4	и т	35	20
5	т д	2	18
6	может быть	37	17
7	не только	24	13
8	но и	21	13
9	в его	7	12
10	так как	4	11
11	уже не	5	11
12	и не	22	11
13	в этом	16	10
14	тем что	1	10
15	все же	6	10
16	и его	33	9
17	его в	4	9
18	в виде	2	9
19	с другой	5	9
20	таким образом	8	9
21	героя в	3	9
22	еще не	7	8
23	и на	4	8
24	все эти	6	8
25	что в	3	8
26	на него	2	8
27	связи с	3	8
28	и что	1	8
29	другой стороны	1	8
30	этих случаях	2	8
31	том что	5	8
32	в нем	19	7
33	как и	6	7
34	мы видели	2	7
35	о том	2	7
36	и здесь	2	7
37	то что	2	7
38	только в	5	7
39	с одной	5	7
40	в качестве	1	7
41	превращается в	1	7
42	одной стороны	5	7
43	этом случае	6	7
44	но это	3	7
45	в частности	1	7
46	как в	13	6
47	в нее	2	6
48	это не	5	6
49	не может	20	6
50	в этих	7	6
51	не в	9	6
52	что и	3	6
53	там где	6	6
54	себя в	8	6
55	прежде всего	8	6
56	могут быть	7	6
57	или в	2	6
58	в том	5	6
59	например в	5	5
60	и действительно	1	5
61	мы не	2	5
62	в ней	3	5
63	но не	6	5
64	с этим	2	5
65	но все	5	5
66	входит в	4	5
67	как мы	7	5
68	мы увидим	2	5
69	него и	1	5
70	связано с	3	5
71	в него	7	5
72	для нас	5	5
73	и это	1	4
74	то же	4	4
75	мы уже	2	4
76	в истории	11	4
77	его на	1	4
78	он не	2	4
79	на этой	1	4
80	с другими	4	4
81	и тем	1	4
82	не всегда	2	4
83	тем не	1	4
84	не менее	4	4
85	того как	2	4
86	в некоторых	3	4
87	в пределах	13	4
88	в дальнейшем	2	4
89	с ним	7	4
90	за ним	1	4
91	а именно	2	4
92	в основном	4	4
93	все это	16	4
94	в связи	2	4
95	из себя	3	4
96	его не	4	3
97	что его	1	3
98	и как	3	3
99	в целом	1	3
100	в этой	1	3
101	на этом	3	3
102	человека в	5	3
103	но уже	1	3
104	в таких	1	3
105	в то	4	3
106	друг друга	1	3
107	для того	2	3
108	что при	1	3
109	того чтобы	2	3
110	в себя	2	3
111	на том	1	3
112	никогда не	7	3
113	и с	9	3
114	о нем	2	3
115	но мы	2	3
116	затем в	1	3
117	к нему	3	3
118	в форме	2	3
119	представления о	1	3
120	и др	4	3
121	в особенности	3	3
122	он живет	1	3
123	но оно	2	3
124	нем и	2	3
125	и все	5	3
126	и она	1	3
127	мы опять	1	3
128	в данном	2	3
129	в более	2	3
130	не знаем	2	3
131	в свете	3	3
132	а в	4	3
133	в свою	3	3
134	героя и	5	3
135	они не	2	3
136	ту же	3	2
137	того же	1	2
138	он может	1	2
139	встречается и	1	2
140	одним из	2	2
141	а как	1	2
142	на тех	1	2
143	героя но	1	2
144	человека и	3	2
145	на них	2	2
146	в различных	2	2
147	во всех	12	2
148	видели что	1	2
149	по отношению	4	2
150	до его	1	2
151	перед нами	3	2
152	они дают	1	2
153	как таковое	1	2
154	уже в	2	2
155	на то	1	2
156	связанные с	4	2
157	из него	2	2
158	и по	1	2
159	это было	1	2
160	и других	4	2
161	за ней	2	2
162	о которых	1	2
163	попадает в	1	2
164	несмотря на	1	2
165	такой же	1	2
166	точки зрения	8	2
167	в своей	1	2
168	прийти к	1	2
169	то его	1	2
170	но он	2	2
171	силу и	1	2
172	по себе	5	2
173	даже в	2	2
174	и герой	1	2
175	а на	1	2
176	она не	6	2
177	тогда когда	2	2
178	одна из	4	2
179	или как	4	2
180	где уже	1	2
181	иногда даже	1	2
182	которые его	1	2
183	должен быть	2	2
184	так в	2	2
185	роль в	2	2
186	и сам	1	2
187	здесь как	2	2
188	особенно в	2	2
189	об этом	1	2
190	еще в	1	2
191	ничего не	1	2
192	случаях мы	1	2
193	язык и	7	2
194	или на	2	2
195	образом в	1	2
196	можно сказать	1	2
197	должно было	1	2
198	ним и	2	2
199	же в	1	2
200	того что	1	2
201	в формах	1	2
202	оно уже	2	2
203	во всем	4	2
204	именно на	2	2
205	его и	2	2
206	вовсе не	10	2
207	мы можем	1	2
208	у него	3	2
209	в других	1	2
210	связан с	3	2
211	во власти	2	2
212	до сих	2	2
213	как у	1	2
214	и затем	2	2
215	но есть	1	2
216	говорит о	1	2
217	а не	14	2
218	с которым	2	2
219	один из	5	2
220	в одно	2	2
221	и потому	7	2
222	есть на	2	2
223	как бы	7	2
224	и этим	1	2
225	сих пор	2	2
226	и таким	1	2
227	в наше	1	2
228	и для	5	2
229	также не	1	2
230	сказать что	3	2
231	и при	2	2
232	к его	2	2
233	отношению к	4	2
234	сам в	1	2
235	к этому	1	2
236	жизни и	6	2
237	совсем как	1	1
238	также и	2	1
239	себя как	1	1
240	пусть не	1	1
241	силы и	1	1
242	и должны	1	1
243	и есть	1	1
244	между двумя	1	1
245	проникает в	2	1
246	должна быть	3	1
247	когда это	1	1
248	в зависимости	4	1
249	и могут	1	1
250	той же	3	1
251	он знает	1	1
252	что уже	1	1
253	именно к	2	1
254	место в	1	1
255	нас это	1	1
256	они были	1	1
257	для наших	1	1
258	и заставляет	1	1
259	зависимости от	4	1
260	оно входит	2	1
261	в судьбах	1	1
262	было стать	1	1
263	и этого	1	1
264	не нужно	1	1
265	здесь уже	2	1
266	быть в	1	1
267	не был	2	1
268	то мы	1	1
269	его так	2	1
270	одним словом	2	1
271	совсем не	1	1
272	но как	2	1
273	остаются в	1	1
274	должны были	1	1
275	иметь дело	2	1
276	отношение к	4	1
277	отличие от	13	1
278	к сожалению	1	1
279	отнюдь не	1	1
280	как первая	1	1
281	чем же	1	1
282	трудно сказать	1	1
283	в одной	1	1
284	если на	1	1
285	стороны и	3	1
286	как к	3	1
287	что как	1	1
288	пределах одной	1	1
289	словом в	4	1
290	не два	1	1
291	целый ряд	1	1
292	как уже	2	1
293	и наконец	5	1
294	и к	6	1
295	очень распространены	1	1
296	увидим что	1	1
297	но в	6	1
298	и говорит	1	1
299	за собой	1	1
300	сливается с	4	1
301	та же	1	1
302	его роль	1	1
303	он в	1	1
304	что так	1	1
305	на нем	2	1
306	только на	1	1
307	нами в	1	1
308	формы не	1	1
309	в себе	2	1
310	если он	1	1
311	самая постановка	1	1
312	но на	1	1
313	дальше и	1	1
314	в чужую	1	1
315	что она	1	1
316	при этом	7	1
317	он ни	1	1
318	в xvii	2	1
319	до появления	1	1
320	всех этих	4	1
321	и еще	1	1
322	и социальной	3	1
323	пределах одного	7	1
324	очень разнообразны	1	1
325	но некоторые	1	1
326	и сказал	1	1
327	борьба с	4	1
328	смысле в	1	1
329	борьбы и	1	1
330	и характер	1	1
331	знает что	1	1
332	на почве	4	1
333	чаще всего	1	1
334	не соответствует	1	1
335	он является	1	1
336	на основании	1	1
337	этого не	1	1
338	и уже	1	1
339	этим и	1	1
340	характерно что	1	1
341	смысл и	2	1
342	ведут к	1	1
343	слова дает	1	1
344	работы в	1	1
345	немецкой науке	2	1
346	с точки	3	1
347	в их	2	1
348	она в	1	1
349	в своем	6	1
350	в отличие	12	1
351	свой смысл	2	1
352	от его	1	1
353	в одном	2	1
354	борьбу с	2	1
355	и более	2	1
356	в конце	1	1
357	новые и	1	1
358	все способы	1	1
359	например и	1	1
360	с которой	1	1
361	лишь косвенно	1	1
362	чем перейти	1	1
363	категория в	1	1
364	самого начала	1	1
365	этими двумя	1	1
366	как о	2	1
367	дело не	1	1
368	эти формы	4	1
369	на котором	2	1
370	материала в	2	1
371	иметь в	1	1
372	нем в	3	1
373	здесь может	1	1
374	и такой	1	1
375	же время	4	1
376	него нет	3	1
377	к ней	2	1
378	они часто	1	1
379	уже говорили	1	1
380	же он	1	1
381	в сознании	1	1
382	в процессе	13	1
383	можем здесь	1	1
384	одной культуры	1	1
385	языка в	6	1
386	и свой	1	1
387	к себе	1	1
388	она во	1	1
389	как только	1	1
390	вокруг него	2	1
391	числе и	1	1
392	как для	3	1
393	оно не	8	1
394	утверждать что	1	1
395	с образом	1	1
396	некоторой степени	1	1
397	и о	1	1
398	в виду	1	1
399	свою очередь	2	1
400	здесь не	4	1
401	без всякого	2	1
402	другими словами	1	1
403	с каким	1	1
404	чтобы быть	1	1
405	с самого	1	1
406	приводит к	1	1
407	сам становится	1	1
408	с собой	1	1
409	здесь нет	1	1
410	мог бы	1	1
411	что под	1	1
412	он сам	1	1
413	для этого	4	1
414	это может	1	1
415	с человеком	1	1
416	даже не	1	1
417	в состав	3	1
418	за пределами	1	1
419	на свет	1	1
420	никак не	1	1
421	а также	3	1
422	героя до	1	1
423	процесс этот	1	1
424	во всей	1	1
425	и только	1	1
426	вокруг героя	1	1
427	наконец в	4	1
428	также в	1	1
429	в ту	1	1
430	в русском	1	1
431	знания и	1	1
432	может иметь	3	1
433	несколько иначе	1	1
434	на те	1	1
435	в литературе	1	1
436	хотя бы	3	1
437	то он	1	1
438	одной из	1	1
439	всяком случае	2	1
440	и ее	1	1
441	их не	1	1
442	человек при	1	1
443	наших целей	1	1
444	же и	2	1
445	со своим	9	1
446	борьбы с	3	1
447	что не	1	1
448	а это	1	1
449	или даже	3	1
450	постановка вопроса	1	1
451	одно из	1	1
452	для него	7	1
453	слова в	13	1
454	языку и	4	1
455	с этими	1	1
456	до некоторой	1	1
457	в систему	1	1
458	перейти к	1	1
459	к совершенно	1	1
460	не были	1	1
461	и даже	7	1
462	или иной	5	1
463	не связано	1	1
464	себе представить	1	1
465	есть не	1	1
466	их от	1	1
467	не обязательно	1	1
468	здесь в	3	1
469	случаев в	1	1
470	мы еще	1	1
471	не было	2	1
472	не знает	2	1
473	человек в	6	1
474	и выше	1	1
475	и оно	2	1
476	можно утверждать	1	1
477	как это	3	1
478	из форм	1	1
479	к своему	9	1
480	xix века	4	1
481	конечно не	5	1
482	только как	1	1
483	ибо оно	1	1
484	с некоторыми	1	1
485	и там	3	1
486	в подлинной	1	1
487	ней не	1	1
488	только о	2	1
489	два основных	1	1
490	этого факта	1	1
491	не касается	1	1
492	на пути	1	1
493	только для	1	1
494	заставляет нас	1	1
495	в который	1	1
496	все остальные	1	1
497	процессе развития	1	1
498	только одна	1	1
499	в немецкой	1	1
500	и часто	3	1
501	здесь конечно	1	1
502	и от	3	1
503	что оно	4	1
504	за словом	1	1
505	мира и	5	1
506	что делать	1	1
507	особого рода	1	1
508	от него	5	1
509	в основе	4	1
510	или нет	1	1
511	из своего	1	1
512	все они	2	1
513	уже нет	1	1
514	обычно не	1	1
515	материал и	3	1
516	всех других	1	1
517	в самом	1	1
518	проникнуть в	1	1
519	что такое	1	1
520	и другие	2	1
521	в своих	1	1
522	в таком	4	1
523	во всяком	3	1
524	все что	2	1
525	том числе	1	1
