N	2gram	Losev_Dial_2	Komedia
1	и в	19	22
2	т е	30	13
3	том что	10	12
4	но и	12	11
5	в том	14	11
6	не только	19	10
7	в то	6	10
8	из них	3	10
9	и т	17	9
10	как и	10	9
11	может быть	20	9
12	таким образом	4	8
13	о том	5	8
14	и его	5	8
15	в одном	4	8
16	и не	30	8
17	в этой	3	7
18	то же	12	6
19	тому же	1	6
20	и по	4	6
21	не в	8	6
22	ни в	10	6
23	в конце	2	6
24	одного из	1	6
25	что он	6	6
26	к тому	2	6
27	а в	4	6
28	в которой	2	6
29	что в	7	6
30	в истории	2	5
31	как в	2	5
32	то время	4	5
33	на его	2	5
34	при этом	4	5
35	во время	2	5
36	потому что	14	5
37	так и	10	5
38	еще в	1	5
39	и даже	14	5
40	между тем	2	5
41	уже в	4	5
42	в его	1	5
43	прежде всего	8	5
44	т п	2	5
45	с другой	5	5
46	когда же	1	5
47	все это	4	5
48	другой стороны	4	5
49	время как	7	4
50	что они	6	4
51	но в	2	4
52	в нем	10	4
53	т д	15	4
54	и вот	4	4
55	в другом	4	4
56	известно что	1	4
57	несмотря на	2	4
58	точки зрения	12	4
59	в котором	1	4
60	в их	2	4
61	так как	14	4
62	как мы	3	4
63	на него	2	4
64	же время	5	4
65	ясно что	4	4
66	что и	5	4
67	мы можем	1	4
68	тем что	2	4
69	именно в	2	4
70	и опять	1	4
71	в результате	2	4
72	конце концов	1	4
73	же в	2	4
74	речь идет	1	3
75	же как	3	3
76	в тех	2	3
77	идет о	1	3
78	перед лицом	1	3
79	мы не	1	3
80	и о	1	3
81	и на	1	3
82	в чем	3	3
83	с одной	2	3
84	в этом	8	3
85	все же	4	3
86	и как	10	3
87	в целом	1	3
88	на то	1	3
89	главным образом	1	3
90	да и	6	3
91	он не	4	3
92	и еще	1	3
93	и с	5	3
94	его в	3	3
95	на сцене	2	3
96	в них	1	3
97	и ее	1	3
98	вопрос о	3	3
99	не менее	3	3
100	на всю	2	3
101	даже в	3	3
102	того как	2	3
103	ничего не	3	3
104	на землю	1	3
105	этом отношении	1	3
106	могут быть	4	3
107	в частности	2	3
108	как из	2	3
109	и одновременно	1	3
110	в образе	1	3
111	тот же	1	3
112	только в	5	3
113	в виде	2	3
114	у него	1	3
115	как раз	5	3
116	к которому	1	3
117	все более	1	3
118	так же	2	3
