N	2gram	Losev_Dial_1	Narrotol
1	не только	13	31
2	но и	7	27
3	и не	30	23
4	при этом	1	19
5	может быть	17	15
6	в качестве	2	14
7	в частности	2	14
8	как и	2	13
9	а не	14	13
10	а в	5	13
11	в этом	12	12
12	только в	3	12
13	и в	18	11
14	в данном	3	11
15	и его	1	10
16	то есть	1	9
17	времени и	1	9
18	то что	13	9
19	то же	10	8
20	не может	12	8
21	в том	9	8
22	уже не	2	8
23	со стороны	2	8
24	но в	6	7
25	том что	9	7
26	если бы	12	7
27	у него	1	7
28	и он	5	6
29	в самом	3	6
30	не в	6	6
31	в этой	1	6
32	в себе	11	6
33	тому же	2	6
34	об этом	4	6
35	к тому	4	6
36	в его	3	6
37	как бы	11	6
38	один из	3	6
39	как раз	4	6
40	а также	1	6
41	жизни и	3	6
42	той или	7	5
43	перед нами	1	5
44	так и	9	5
45	точки зрения	17	5
46	в своей	2	5
47	тем самым	1	5
48	потому что	14	5
49	на другой	1	5
50	можно сказать	6	5
51	точка зрения	2	5
52	столь же	1	5
53	то в	7	4
54	на себя	1	4
55	еще не	2	4
56	но не	4	4
57	как в	2	4
58	все же	5	4
59	хотя и	4	4
60	из этих	2	4
61	в нем	16	4
62	в мире	2	4
63	из них	2	4
64	по себе	25	4
65	и тем	1	4
66	вплоть до	3	4
67	в то	6	4
68	того чтобы	1	4
69	никогда не	9	4
70	в сознании	3	4
71	в ней	3	4
72	так в	1	4
73	что у	1	4
74	о том	4	4
75	же время	4	4
76	к нему	8	4
77	того что	2	4
78	для него	2	4
79	или иной	3	4
80	прежде всего	10	4
81	о чем	2	4
82	этом и	1	4
83	или не	5	4
84	имеет место	1	4
85	и состоит	2	4
86	как известно	1	3
87	речь идет	1	3
88	также и	7	3
89	и то	9	3
90	самом деле	3	3
91	мы имеем	2	3
92	мы не	1	3
93	он сам	5	3
94	но как	2	3
95	в своем	5	3
96	и как	7	3
97	к чему	1	3
98	большей части	1	3
99	но именно	1	3
100	он не	3	3
101	для того	2	3
102	и с	5	3
103	это не	9	3
104	в жизни	1	3
105	не всегда	1	3
106	в современной	2	3
107	еще раз	1	3
108	стало быть	9	3
109	тем не	1	3
110	не менее	2	3
111	но они	2	3
112	о них	1	3
113	как будто	1	3
114	этом отношении	2	3
115	и о	3	3
116	но при	1	3
117	еще в	1	3
118	его жизни	1	3
119	между тем	1	3
120	что он	11	3
121	не говорит	4	3
122	именно в	2	3
123	по большей	1	3
124	не было	6	3
125	как это	4	3
126	но для	1	3
127	это уже	1	3
128	не является	3	3
129	не существует	7	3
130	и все	3	3
131	жизни а	1	3
132	что в	13	3
133	а о	2	2
134	тем же	1	2
135	и для	2	2
136	и самого	1	2
137	столько же	1	2
138	в чем	6	2
139	если в	3	2
140	один и	1	2
141	отнюдь не	9	2
142	в той	1	2
143	если она	3	2
144	из уст	1	2
145	что касается	2	2
146	сознания в	1	2
147	та же	3	2
148	на то	5	2
149	не могла	1	2
150	зрительный образ	1	2
151	и еще	3	2
152	и вот	6	2
153	одно и	4	2
154	не будет	1	2
155	говорил о	1	2
156	а по	1	2
157	это было	2	2
158	я в	2	2
159	для них	1	2
160	также не	1	2
161	все равно	3	2
162	этого не	1	2
163	а за	1	2
164	он и	2	2
165	в москве	1	2
166	жизни но	1	2
167	и тогда	2	2
168	в этих	5	2
169	человеческого сознания	2	2
170	сих пор	2	2
171	каким он	1	2
172	того кто	2	2
173	она не	6	2
174	не имеет	15	2
175	дело в	1	2
176	дело не	2	2
177	ничего не	17	2
178	этих двух	1	2
179	как она	7	2
180	и является	2	2
181	связи с	1	2
182	ни о	5	2
183	же самое	1	2
184	оно не	1	2
185	как мы	4	2
186	значения и	1	2
187	здесь не	1	2
188	другой стороны	4	2
189	сознания которая	1	2
190	по мере	2	2
191	с ним	6	2
192	точек зрения	3	2
193	то они	1	2
194	имеем дело	1	2
195	никак не	6	2
196	до сих	2	2
197	с другой	6	2
198	и только	1	2
199	от этих	1	2
200	содержание не	1	2
201	чем он	2	2
202	с ними	2	2
203	сознания ни	1	2
204	всяком случае	2	2
205	себя в	1	2
206	и внутреннего	2	2
207	только на	3	2
208	сами по	1	2
209	в конце	4	2
210	к ним	2	2
211	не о	4	2
212	мы можем	4	2
213	в особенности	5	2
214	и даже	13	2
215	в результате	1	2
216	как у	2	2
217	и притом	4	2
218	что не	7	2
219	а на	1	2
220	зависит от	1	2
221	что мы	1	2
222	если не	1	2
223	вместе с	1	2
224	к его	1	2
225	смысл не	2	2
226	ни от	2	2
227	вот я	1	2
228	да и	6	2
229	быть и	4	2
230	в связи	1	2
231	и от	2	2
232	она может	1	2
233	тот кто	2	2
234	хотя бы	6	2
235	только что	3	2
236	исключительно в	1	2
237	к ее	1	2
238	жизни в	1	2
239	между ними	1	2
240	сказать что	10	2
241	все что	1	2
242	в таком	1	2
243	во всяком	4	2
244	без этих	1	1
245	и наиболее	1	1
246	как все	1	1
247	говоря о	2	1
248	и т	21	1
249	же как	2	1
250	чтобы не	2	1
251	не знаем	1	1
252	не остается	1	1
253	сам по	6	1
254	на самом	3	1
255	лишь из	1	1
256	только потому	3	1
257	в стороне	1	1
258	это и	4	1
259	и есть	16	1
260	и до	1	1
261	и утверждается	1	1
262	по его	1	1
263	мы уже	1	1
264	например в	1	1
265	что между	1	1
266	не приходится	1	1
267	мир не	1	1
268	этом не	1	1
269	он как	1	1
270	то и	2	1
271	становится совершенно	1	1
272	что иное	1	1
273	существует ни	1	1
274	из того	2	1
275	но даже	1	1
276	мы и	2	1
277	мало отвечают	1	1
278	иное как	1	1
279	быть в	2	1
280	в различных	1	1
281	бы она	1	1
282	природы и	1	1
283	различия между	1	1
284	и три	1	1
285	мы будем	1	1
286	а только	3	1
287	не то	6	1
288	а он	3	1
289	отношение к	5	1
290	свое существование	1	1
291	и я	1	1
292	и соответствующих	1	1
293	его на	1	1
294	что именно	2	1
295	внешнего и	1	1
296	с этим	2	1
297	вспомним что	1	1
298	что ее	1	1
299	еще и	3	1
300	в полном	1	1
301	когда он	1	1
302	и наконец	1	1
303	осмысление и	1	1
304	и к	1	1
305	следующим образом	1	1
306	он на	2	1
307	в противоположность	5	1
308	еще на	1	1
309	в которой	1	1
310	из жизни	1	1
311	что это	11	1
312	это за	2	1
313	тут и	2	1
314	бы не	1	1
315	то я	4	1
316	тоже не	2	1
317	к своей	1	1
318	что даже	2	1
319	ту самую	1	1
320	в общий	1	1
321	чем его	1	1
322	как он	4	1
323	а более	3	1
324	что она	7	1
325	главным образом	1	1
326	т д	19	1
327	как с	2	1
328	не как	2	1
329	в силу	1	1
330	уже вовсе	1	1
331	в корне	2	1
332	имеет смысл	1	1
333	содержит в	3	1
334	на земле	2	1
335	друг с	1	1
336	увидим впоследствии	1	1
337	и по	1	1
338	людей и	1	1
339	так например	1	1
340	таким образом	1	1
341	но все	3	1
342	в одну	3	1
343	однако все	1	1
344	могла бы	2	1
345	во внешнем	1	1
346	уже знаем	1	1
347	чего он	1	1
348	той же	1	1
349	них не	1	1
350	его в	1	1
351	с другими	2	1
352	бытия но	1	1
353	и отдельные	1	1
354	он есть	4	1
355	солнце и	1	1
356	но уже	2	1
357	он является	1	1
358	далеко не	1	1
359	в ее	1	1
360	и само	1	1
361	одна и	2	1
362	основывается на	1	1
363	производит впечатление	1	1
364	нисколько не	4	1
365	есть некоторая	1	1
366	связаны между	1	1
367	или менее	3	1
368	себе с	1	1
369	казалось что	1	1
370	нами два	1	1
371	не становится	1	1
372	в котором	4	1
373	с точки	12	1
374	в их	3	1
375	как произведение	1	1
376	оказывается что	1	1
377	себе а	2	1
378	в которых	2	1
379	в очерке	1	1
380	что я	3	1
381	и они	1	1
382	процесса и	1	1
383	мир и	1	1
384	точку зрения	3	1
385	последних дней	1	1
386	реальности в	1	1
387	по крайней	4	1
388	ни было	2	1
389	она или	1	1
390	для нее	2	1
391	даже в	3	1
392	что эта	4	1
393	тому что	3	1
394	раз и	2	1
395	можно ли	1	1
396	людьми в	1	1
397	так как	11	1
398	до известной	1	1
399	как можно	2	1
400	в некий	1	1
401	того как	1	1
402	и уже	1	1
403	жизни не	1	1
404	значений которые	1	1
405	они являются	1	1
406	по своей	1	1
407	во всем	2	1
408	как не	2	1
409	только с	3	1
410	однако это	1	1
411	с другом	1	1
412	хотя чаще	1	1
413	встречается в	1	1
414	могут быть	3	1
415	на лошади	1	1
416	отличается от	2	1
417	об одном	2	1
418	того о	1	1
419	понять что	1	1
420	эмпирических фактов	1	1
421	указывает на	3	1
422	ли в	1	1
423	если же	1	1
424	должен быть	1	1
425	от друга	1	1
426	в виду	5	1
427	говорит и	1	1
428	им она	1	1
429	миром и	1	1
430	быть вполне	1	1
431	смысл но	1	1
432	только то	4	1
433	по способу	1	1
434	однако эта	1	1
435	верит в	1	1
436	сознании а	1	1
437	и совершенно	2	1
438	и когда	1	1
439	в первобытной	2	1
440	и сам	1	1
441	в другом	2	1
442	в образе	1	1
443	на нее	1	1
444	не с	5	1
445	ясно что	8	1
446	мог бы	2	1
447	и каждый	1	1
448	речь как	2	1
449	и вообще	4	1
450	как формы	1	1
451	и смерть	1	1
452	и вся	1	1
453	приближается к	1	1
454	это происходит	1	1
455	и та	3	1
456	этого сказать	1	1
457	для нас	1	1
458	или наконец	1	1
459	не умеет	1	1
460	во всех	1	1
461	нечто иное	1	1
462	а потому	1	1
463	нуждается в	3	1
464	что и	3	1
465	крайней мере	4	1
466	не более	1	1
467	вслед за	2	1
468	все время	1	1
469	к ней	4	1
470	как результат	2	1
471	в него	2	1
472	и мы	5	1
473	но тут	1	1
474	же можно	2	1
475	другой более	1	1
476	кто-то другой	1	1
477	с той	2	1
478	сразу же	1	1
479	в новой	1	1
480	речь о	1	1
481	мы увидим	2	1
482	ли он	1	1
483	даже если	3	1
484	видел как	1	1
485	зрения одного	1	1
486	сложности и	1	1
487	бы ни	1	1
488	об их	1	1
489	с одной	2	1
490	со всеми	1	1
491	на предмет	1	1
492	к одному	1	1
493	понятие которое	1	1
494	второй и	1	1
495	и у	2	1
496	уже в	1	1
497	вопроса о	1	1
498	времен года	1	1
499	для рассказа	1	1
500	от других	1	1
501	у них	3	1
502	в душе	1	1
503	но совершенно	1	1
504	а то	1	1
505	представить себе	1	1
506	это верно	1	1
507	случае не	3	1
508	само по	5	1
509	человек как	1	1
510	небе и	1	1
511	и показывает	1	1
512	в случаях	1	1
513	не просто	7	1
514	на том	1	1
515	и всякий	2	1
516	указание на	1	1
517	смерти и	1	1
518	друг от	1	1
519	это будет	1	1
520	по смыслу	1	1
521	а стало	1	1
522	даже не	3	1
523	который не	1	1
524	и ему	1	1
525	о внутреннем	2	1
526	говорить и	1	1
527	а именно	1	1
528	для этого	2	1
529	а с	2	1
530	мы еще	1	1
531	нового времени	1	1
532	который от	1	1
533	что для	3	1
534	говорит о	5	1
535	связано с	1	1
536	одной стороны	2	1
537	он только	1	1
538	стремится к	2	1
539	а главное	2	1
540	не верит	1	1
541	которое по	1	1
542	его как	1	1
543	одну из	1	1
544	когда она	1	1
545	там где	1	1
546	со своими	1	1
547	января г	1	1
548	солнечный свет	2	1
549	как именно	1	1
550	о себе	1	1
551	так же	4	1
552	подошла к	1	1
553	и потому	3	1
554	общий контекст	1	1
555	себя за	1	1
556	его слово	1	1
557	этих случаях	1	1
558	она есть	5	1
559	наряду с	1	1
560	перехода от	1	1
561	однако тут	1	1
562	это его	1	1
563	образ и	4	1
564	она вся	1	1
565	не можем	1	1
566	ней не	1	1
567	действительности как	1	1
568	и смерти	1	1
569	на другое	1	1
570	думает о	1	1
571	как один	2	1
572	но это	8	1
573	при условии	3	1
574	все это	11	1
575	тут тоже	1	1
576	и где	2	1
577	и борьба	1	1
578	известной степени	1	1
579	он видел	1	1
580	указать на	1	1
581	чтобы создать	1	1
582	хотя они	1	1
583	при таком	1	1
584	в пределе	1	1
585	сознания и	3	1
586	он чувствовал	3	1
587	о котором	1	1
588	человек и	1	1
589	в голову	1	1
590	она уже	1	1
591	или другой	4	1
592	то не	2	1
593	представлениями о	1	1
594	собственно говоря	4	1
595	еще более	3	1
596	тем более	2	1
597	у которого	1	1
598	все они	1	1
599	пространства времени	2	1
600	отношении к	3	1
601	друга но	1	1
602	исходные и	1	1
603	не замечают	1	1
604	всего мира	1	1
605	не знает	2	1
606	а со	1	1
607	была бы	3	1
608	совершенно не	8	1
609	не сами	1	1
610	им не	1	1
611	только о	1	1
612	жизни мы	1	1
613	более или	3	1
614	себе но	2	1
615	существенно не	2	1
616	к этой	1	1
