N	3gram	Propp_Isto_2	Marksizm
1	не может быть	2	10
2	по отношению к	3	8
3	в связи с	4	7
4	в том что	5	6
5	с самого начала	2	5
6	смысле этого слова	1	4
7	на самом деле	2	4
8	в отличие от	1	3
9	до сих пор	6	3
10	с одной стороны	3	3
11	в высшей степени	1	3
12	и то же	1	3
13	о том что	2	3
14	может быть именно	1	2
15	том что он	1	2
16	является не только	1	2
17	в зависимости от	1	2
18	но и в	2	2
19	в следующей главе	1	2
20	но по мере	2	2
21	мы уже знаем	3	2
22	мы можем сказать	1	2
23	на то что	2	2
24	только в этом	1	2
25	и прежде всего	1	2
26	к тому же	2	2
27	в другом месте	2	1
28	что иное как	2	1
29	и связанные с	1	1
30	и так сказать	1	1
31	в этом случае	5	1
32	дело вовсе не	1	1
33	сам по себе	1	1
34	мы перейдем к	1	1
35	как мы увидим	1	1
36	а может быть	1	1
37	но они не	2	1
38	это далеко не	1	1
39	слова в системе	1	1
40	не сам по	1	1
41	и дать ему	1	1
42	несмотря на то	1	1
43	так или иначе	1	1
44	до конца и	1	1
45	не только в	4	1
46	мы здесь не	1	1
47	в сущности это	1	1
48	тем не менее	1	1
49	этой связи оно	1	1
50	во всех этих	2	1
51	с другой стороны	2	1
52	уже с самого	2	1
53	соответствии с этим	1	1
54	одной из важнейших	1	1
55	мы видели что	1	1
56	по себе а	1	1
57	и пр в	1	1
58	а в связи	1	1
59	с тем что	3	1
60	друг друга но	1	1
61	не что иное	2	1
62	но все же	4	1
63	так же и	3	1
64	друг от друга	1	1
65	вырывает его из	1	1
66	друг с другом	1	1
67	всех этих случаях	2	1
68	можем сказать что	1	1
69	это свидетельствует о	1	1
