N	2gram	Potebnia_M_3	Problema
1	то что	18	42
2	вовсе не	7	35
3	то есть	34	33
4	и в	30	32
5	и не	15	31
6	не есть	17	29
7	в этом	10	19
8	не менее	5	19
9	тем не	3	18
10	не только	21	17
11	потому что	46	16
12	в себе	16	15
13	по себе	16	15
14	в виде	2	15
15	а не	15	15
16	но в	1	14
17	указывает на	6	14
18	может быть	28	14
19	как бы	3	14
20	что мы	8	13
21	в нем	9	13
22	и тем	5	13
23	при помощи	1	13
24	сказать что	5	13
25	том что	18	12
26	что в	17	12
27	так и	11	12
28	и т	5	11
29	есть нечто	4	11
30	так как	13	11
31	о том	2	11
32	и даже	2	11
33	если мы	1	11
34	ничего общего	2	11
35	то же	23	10
36	в этой	2	10
37	т д	3	10
38	об этом	2	10
39	ничего не	1	10
40	прежде всего	3	10
41	еще не	5	9
42	но не	7	9
43	художественный образ	2	9
44	раз и	1	9
45	того чтобы	3	9
46	же самое	1	9
47	и это	4	9
48	и что	10	9
49	но и	19	9
50	по своему	2	9
51	в данном	1	9
52	что же	2	9
53	в том	32	9
54	так же	3	9
55	в таком	3	9
56	и о	2	8
57	и ее	1	8
58	и на	3	8
59	есть знак	1	8
60	общего с	1	8
61	все эти	1	8
62	на то	2	8
63	для того	4	8
64	было бы	9	8
65	в своей	2	8
66	когда мы	2	8
67	есть только	5	8
68	на нечто	1	8
69	данном случае	1	8
70	как нечто	1	8
71	не может	6	8
72	но это	6	8
73	сам по	5	7
74	во всех	1	7
75	действительности а	1	7
76	тоже не	1	7
77	ни в	2	7
78	в них	5	7
79	между собою	6	7
80	как мы	7	7
81	здесь не	1	7
82	того что	18	7
83	что он	6	7
84	только в	21	7
85	тем что	7	7
86	все это	4	7
87	и все	3	7
88	во всяком	1	7
89	таком случае	2	6
90	и то	8	6
91	самом деле	2	6
92	на самом	1	6
93	и есть	3	6
94	есть не	7	6
95	говорить о	3	6
96	но как	2	6
97	за пределы	2	6
98	и как	5	6
99	в самом	8	6
100	и если	2	6
101	при этом	3	6
102	его в	3	6
103	это не	1	6
104	что такое	2	6
105	как символ	1	6
106	в то	10	6
107	таким образом	14	6
108	в виду	1	6
109	и здесь	1	6
110	в его	4	6
111	так что	7	6
112	то и	6	6
113	не существует	3	6
114	хотя и	1	6
115	действительности и	3	5
116	мы уже	2	5
117	а только	3	5
118	она есть	1	5
119	в своем	5	5
120	перед нами	2	5
121	то в	1	5
122	что она	3	5
