N	2gram	Voloshinov_1	Psycholo
1	в том	2	37
2	и в	13	32
3	и что	1	22
4	том что	2	21
5	потому что	1	21
6	таким образом	6	21
7	в искусстве	3	21
8	то что	6	21
9	что в	3	20
10	может быть	8	18
11	так же	2	18
12	точки зрения	7	17
13	не может	8	17
14	самом деле	3	16
15	что она	1	16
16	того чтобы	1	14
17	то же	4	13
18	в этом	2	13
19	при этом	2	13
20	для того	1	13
21	что он	1	13
22	в самом	2	12
23	заключается в	1	12
24	не только	6	12
25	по себе	1	12
26	так как	3	12
27	художественной формы	1	12
28	на то	1	11
29	было бы	4	11
30	в основе	1	11
31	с точки	5	10
32	но и	3	10
33	же точно	1	10
34	как и	3	10
35	и не	8	10
36	как в	2	9
37	никогда не	3	9
38	что при	1	9
39	тем что	2	9
40	в своих	2	9
41	не в	3	8
42	не менее	2	8
43	что они	2	7
44	и как	1	7
45	все эти	2	7
46	такой же	1	7
47	и его	12	7
48	к тому	2	7
49	можно было	1	7
50	только в	6	7
51	а не	2	7
52	сказать что	1	7
53	совершенно справедливо	1	6
54	в этой	1	6
55	если бы	2	6
56	формы и	1	6
57	те же	2	6
58	все время	1	6
59	тот же	2	6
60	как бы	6	6
61	художественное произведение	2	6
62	же самое	1	6
63	художественного произведения	5	5
64	на самом	1	5
65	только на	1	5
66	на все	1	5
67	искусства в	1	5
68	далеко не	1	5
69	все это	4	5
70	в то	1	5
71	не сумеем	2	5
72	в ней	2	5
73	вслед за	2	5
74	отнюдь не	1	5
75	он говорит	1	5
76	этом отношении	1	5
77	ту же	1	4
78	же как	1	4
79	едва ли	1	4
80	есть не	2	4
81	мы имеем	1	4
82	столь же	1	4
83	в чем	2	4
84	с этим	3	4
85	все же	5	4
86	в действительности	2	4
87	в произведении	2	4
88	в целом	2	4
89	в нем	2	4
90	к одному	3	4
91	и тем	2	4
92	несмотря на	2	4
93	в данном	2	4
94	и более	1	4
95	тому что	1	4
96	не имеет	2	4
97	того как	1	4
98	и до	1	4
99	в сознании	4	4
100	и для	3	4
101	могут быть	2	4
102	тем не	1	4
103	и это	1	4
104	данном случае	2	4
