N	4gram	Vygotskiy__5	Freidism
1	одной и той же	1	3
2	один и тот же	3	3
3	но мы знаем что	1	2
4	имеющие ничего общего с	1	1
5	мы имеем в виду	1	1
6	чтобы ответить на этот	1	1
7	в собственном смысле слова	1	1
8	в самом деле если	1	1
9	с точки зрения обоих	1	1
10	ответ на этот вопрос	2	1
11	с их помощью мы	1	1
12	ответить на этот вопрос	1	1
13	в том что в	2	1
14	того что мы знаем	1	1
15	мы знаем что это	1	1
16	одни и те же	1	1
17	но и по отношению	1	1
18	того что нам известно	2	1
19	сводится к тому чтобы	1	1
20	не имеющие ничего общего	1	1
21	и по отношению к	1	1
