N	3gram	Vygotskiy__5	EvropaiC
1	в том что	11	16
2	до сих пор	3	12
3	по отношению к	12	10
4	друг с другом	7	9
5	с точки зрения	9	8
6	на самом деле	1	7
7	более или менее	1	7
8	мы знаем что	1	7
9	друг от друга	4	6
10	для того чтобы	14	6
11	в самом деле	2	5
12	по сравнению с	5	5
13	в своем развитии	4	4
14	в этом случае	3	4
15	совершенно так же	1	4
16	в этой области	1	4
17	с другой стороны	2	4
18	не может быть	3	4
19	о том что	4	4
20	тем не менее	1	4
21	и того же	3	3
22	не может не	1	3
23	одного и того	3	3
24	отличаются друг от	1	3
25	в том же	1	3
26	и то что	2	3
27	так же как	7	3
28	в связи с	1	3
29	таким образом в	2	3
30	заключается в том	5	3
31	в том виде	1	2
32	и может быть	1	2
33	не в состоянии	4	2
34	в начале этой	1	2
35	том что он	2	2
36	нога в ногу	1	2
37	принять во внимание	1	2
38	ответить на вопрос	2	2
39	вместе с тем	2	2
40	именно потому что	2	2
41	с одной стороны	3	2
42	а с другой	2	2
43	друг к другу	1	2
44	во всяком случае	1	2
45	в ногу с	1	2
46	между этими двумя	1	2
47	в свою очередь	3	2
48	ничего общего с	2	2
49	но все же	2	2
50	в то же	1	2
51	в вопросе о	1	2
52	с только что	1	1
53	процессов и на	1	1
54	мы уже говорили	1	1
55	том виде как	1	1
56	мы можем сделать	1	1
57	не только по	1	1
58	психологической точки зрения	1	1
59	и то же	1	1
60	меньше чем в	1	1
61	образом как бы	1	1
62	то время как	4	1
63	учит нас что	1	1
64	это было бы	1	1
65	в этом последнем	1	1
66	освободилась от нее	1	1
67	но при этом	2	1
68	в этом пункте	1	1
69	так что в	2	1
70	никак не может	1	1
71	то же самое	4	1
72	и тому же	2	1
73	только по отношению	1	1
74	они не могут	1	1
75	только в том	1	1
76	и не может	2	1
77	это не так	1	1
78	в лучшем случае	3	1
79	что он может	2	1
80	они вовсе не	1	1
81	в зависимости от	2	1
82	представление о том	1	1
83	таким образом как	1	1
84	для этой цели	1	1
85	является одним из	1	1
86	мы находим в	1	1
87	независимо от того	1	1
88	из того что	4	1
89	том числе и	1	1
90	в ней надо	1	1
91	этом последнем случае	1	1
92	не знает что	2	1
93	совершенно ясно как	1	1
94	в одинаковой мере	2	1
95	но мы знаем	1	1
96	одно и то	1	1
97	все дело заключается	1	1
98	в равной мере	1	1
99	дело только в	1	1
100	интересующего нас вопроса	1	1
101	то обстоятельство что	2	1
102	очевидно что с	1	1
103	того все эти	1	1
104	своем развитии и	1	1
105	медленно и с	1	1
106	то что составляет	1	1
107	именно в этой	1	1
108	в раннем детстве	1	1
109	таким образом и	1	1
110	этом случае мы	1	1
111	в высшей степени	2	1
112	чтобы ответить на	1	1
113	состоит в том	3	1
114	в целом в	1	1
115	в его сознании	1	1
116	благодаря тому что	1	1
117	сохраняет свою силу	1	1
118	высших и низших	1	1
119	исходит из того	1	1
120	в этом и	1	1
121	одним из самых	1	1
122	дело заключается в	1	1
123	но вместе с	1	1
124	я не могу	1	1
125	и той же	1	1
126	с ним общее	1	1
127	вместо того чтобы	3	1
128	шаг за шагом	1	1
129	вопросы для того	1	1
130	но в сущности	1	1
131	образом мы видим	1	1
132	в тех случаях	1	1
133	и таким образом	1	1
134	надо сказать что	1	1
135	не есть нечто	1	1
136	между двумя крайними	1	1
137	таким образом мы	1	1
138	же самое что	2	1
139	почему мы и	1	1
140	в то время	4	1
141	хотя бы в	2	1
142	смысле этого слова	1	1
143	и что следовательно	1	1
144	с самого начала	5	1
145	не только не	3	1
146	и что все	1	1
147	того же процесса	1	1
148	тех случаях когда	1	1
149	в другом случае	1	1
150	с момента начала	1	1
151	говорили выше что	1	1
152	в том числе	1	1
153	к тому что	1	1
154	мы видим что	2	1
155	одной и той	1	1
156	самом деле если	1	1
157	как мы видели	2	1
158	но с этим	1	1
159	двумя крайними точками	1	1
160	те же самые	1	1
161	и это не	1	1
162	одному и тому	2	1
163	мы только что	1	1
164	не может встать	1	1
165	и ко всем	1	1
166	и в другом	2	1
167	мы должны выяснить	1	1
