N	3gram	Vinokur_Ku_2	Problemy
1	с точки зрения	8	9
2	до сих пор	1	8
3	не может быть	4	8
4	в большинстве случаев	1	8
5	то же время	3	5
6	в то же	3	5
7	в самом деле	7	4
8	в отличие от	2	3
9	сам по себе	1	3
10	с другой стороны	7	3
11	как и в	1	3
12	а следовательно и	2	2
13	хотя и не	1	2
14	дело в том	1	2
15	большей или меньшей	3	2
16	в этом смысле	5	2
17	и в других	1	2
18	сами по себе	1	2
19	в узком смысле	2	2
20	можно было бы	9	2
21	это вовсе не	1	2
22	на этот вопрос	2	2
23	в том что	10	2
24	в большей или	3	2
25	или меньшей степени	3	2
26	о том что	1	2
27	в свое время	2	2
28	можно сказать что	2	2
29	сама по себе	1	2
30	и не в	1	2
31	и он тоже	1	2
32	широком смысле то	1	1
33	сплошь да рядом	2	1
34	вопрос о возможности	1	1
35	нужно иметь в	1	1
36	иметь в виду	1	1
37	прежде всего в	1	1
38	в этом последнем	1	1
39	вовсе не был	1	1
40	также и в	1	1
41	в этом случае	2	1
42	и если мы	1	1
43	свою речь в	2	1
44	хотя бы и	2	1
45	у достоевского и	1	1
46	в соответствии со	1	1
47	глубокое принципиальное значение	1	1
48	может быть и	1	1
49	из уст в	1	1
50	что мы имеем	1	1
51	на ту же	1	1
52	в значительной степени	1	1
53	в том или	1	1
54	на этой почве	3	1
55	лишает их всякой	1	1
56	так же как	2	1
57	в данном случае	1	1
58	соответствии со специфическими	1	1
59	мы не знаем	1	1
60	с одной стороны	1	1
61	хотя бы до	1	1
62	в конце концов	3	1
63	то что мы	1	1
64	по сравнению с	1	1
65	до некоторой степени	2	1
66	отношение к слову	1	1
67	так или иначе	2	1
68	в связи с	3	1
69	потому что она	1	1
70	бы до некоторой	1	1
71	он уже не	1	1
72	строить свою речь	2	1
73	в виду что	1	1
74	к тому же	1	1
75	во всяком случае	5	1
76	но только в	1	1
77	член говорящего коллектива	1	1
78	уст в уста	1	1
79	вместо того чтобы	1	1
80	в широком смысле	2	1
81	этого слова и	1	1
82	если есть в	1	1
83	с самого начала	1	1
84	себе и не	1	1
85	не только в	4	1
86	мы находим и	1	1
87	но все же	2	1
88	сюда же относится	1	1
89	в силу самой	1	1
90	как мы знаем	1	1
91	в это слово	1	1
92	после того как	1	1
93	о котором идет	1	1
94	лежат в области	1	1
95	к тому что	1	1
96	то убедимся что	1	1
97	в какой они	1	1
98	дело не в	2	1
