N	3gram	Tiupa_Anal_3	VLabPisa
1	в этом отношении	3	13
2	с другой стороны	5	8
3	не может быть	1	8
4	по отношению к	7	7
5	в зависимости от	1	5
6	хотя бы и	1	5
7	то же время	3	5
8	в конечном счете	2	5
9	в то же	3	5
10	не могут быть	1	4
11	в связи с	1	4
12	можно сказать что	2	4
13	в том что	7	4
14	а всего лишь	3	3
15	о том что	5	3
16	в одном из	1	3
17	подобно тому как	2	2
18	до сих пор	1	2
19	таким образом в	1	2
20	по крайней мере	4	2
21	в том чтобы	1	2
22	с одной стороны	2	2
23	в результате чего	1	2
24	уже по одному	1	2
25	во всяком случае	2	2
26	во сне не	1	2
27	не только не	3	2
28	в каждом отдельном	1	2
29	для того чтобы	1	2
30	если бы он	1	1
31	имеются все основания	1	1
32	и может быть	1	1
33	на этот вопрос	1	1
34	хотя и не	1	1
35	во сне из	1	1
36	в той или	1	1
37	лицом к лицу	1	1
38	вступает с ними	1	1
39	к этому же	1	1
40	словесного выражения все	1	1
41	в самом деле	1	1
42	в этом смысле	1	1
43	и он же	1	1
44	совершенно очевидно что	2	1
45	тот или иной	2	1
46	говоря уже о	1	1
47	именно в этом	1	1
48	в таком случае	1	1
49	сама по себе	2	1
50	что он не	1	1
51	в силу его	1	1
52	выражения все это	1	1
53	с ними в	1	1
54	эти пока еще	1	1
55	со всех сторон	1	1
56	как если бы	1	1
57	в этом же	1	1
58	ту или иную	1	1
59	так или иначе	1	1
60	в применении к	1	1
61	том что мы	1	1
62	в данном случае	3	1
63	к ним не	1	1
64	далеко не всегда	1	1
65	художественного целого или	1	1
66	не только в	1	1
67	быть определена как	1	1
68	имеем дело с	1	1
69	не в том	1	1
70	читателя зрителя слушателя	1	1
71	может быть определена	1	1
72	а между тем	1	1
73	того или иного	1	1
74	а в том	2	1
75	но с другой	1	1
76	не говоря уже	1	1
77	в свою очередь	4	1
78	одной из этих	1	1
79	вопрос о том	1	1
80	в статье о	1	1
81	между тем это	1	1
82	той или иной	3	1
83	этому же типу	1	1
84	мы имеем дело	4	1
85	дело не в	1	1
86	к тому же	3	1
