N	2gram	Voloshinov_2	Myshleni
1	мышления и	1	40
2	и речи	2	38
3	речи и	13	28
4	точки зрения	17	26
5	таким образом	14	26
6	в том	7	24
7	и в	19	23
8	том что	10	21
9	в целом	1	20
10	с точки	13	18
11	в этом	15	17
12	того чтобы	6	17
13	то что	4	17
14	не только	13	16
15	так же	5	16
16	того что	4	15
17	для того	6	15
18	как и	9	14
19	речи в	10	14
20	может быть	28	14
21	но и	10	14
22	в его	5	14
23	что в	2	14
24	с помощью	6	13
25	не может	18	12
26	об отношении	1	12
27	сказать что	4	11
28	как бы	19	11
29	в отношении	4	10
30	с другой	3	10
31	прежде всего	7	10
32	внутренней речи	7	9
33	и с	2	9
34	между тем	6	9
35	в качестве	3	9
36	одной стороны	3	9
37	другой стороны	1	9
38	вместе с	2	9
39	и не	19	9
40	не является	8	9
41	человеческой речи	1	8
42	то же	16	8
43	заключается в	1	8
44	самого начала	5	8
45	в процессе	18	8
46	в основе	9	8
47	с самого	5	8
48	и на	5	8
49	нашей работы	3	8
50	с одной	3	8
51	этой проблемы	1	8
52	речи как	1	8
53	мы не	2	7
54	вопрос о	2	7
55	по отношению	8	7
56	в самом	6	7
57	в этой	3	7
58	в другом	3	7
59	с тем	1	7
60	в то	8	7
61	и ее	4	7
62	так как	3	7
63	мышлении и	1	7
64	что он	4	7
65	отношению к	8	7
66	в сущности	14	6
67	все это	1	6
68	столь же	3	6
69	к слову	1	6
70	независимо от	2	6
71	с этим	3	6
72	могли бы	1	6
73	в себе	4	6
74	в силу	1	6
75	лишь в	14	6
76	и тем	4	6
77	по сравнению	1	6
78	мысли и	3	6
79	и его	16	6
80	другом месте	1	6
81	о том	3	6
82	все время	2	6
83	только в	8	6
84	на элементы	1	6
85	мы можем	6	6
86	тем что	2	6
87	от того	1	6
88	именно в	2	6
89	потому что	1	6
90	собственном смысле	2	5
91	сравнению с	1	5
92	из того	1	5
93	между собой	1	5
94	бы в	4	5
95	в собственном	2	5
96	перед нами	3	5
97	и как	6	5
98	но в	7	5
99	на то	4	5
100	он не	3	5
101	и более	7	5
102	на основании	1	5
103	если бы	11	5
104	по себе	3	5
105	тому что	4	5
106	мысли в	1	5
107	как мы	15	5
108	и т.д	4	5
109	и что	1	5
110	можно сказать	1	5
111	так и	10	5
112	слова и	6	5
113	и все	6	5
114	тем более	5	5
115	мы должны	1	5
116	речи если	1	5
117	из этого	1	5
118	в какой	3	5
119	в котором	3	4
120	высшей степени	3	4
121	с его	8	4
122	но не	2	4
123	как в	1	4
124	все остальные	1	4
125	все эти	3	4
126	к единству	1	4
127	к выводу	1	4
128	что она	1	4
129	при этом	9	4
130	что все	1	4
131	было бы	4	4
132	ни в	6	4
133	в высшей	3	4
134	в своей	3	4
135	не столько	1	4
136	не в	10	4
137	и мышление	2	4
138	мышление в	1	4
139	убедиться в	1	4
140	этом отношении	1	4
141	с другом	1	4
142	к тому	6	4
143	должен быть	2	4
144	для себя	4	4
145	речи мы	6	4
146	приводит к	2	4
147	по мере	4	4
148	во всей	1	4
149	мы видим	1	4
150	только что	3	4
151	в одном	1	4
152	как раз	4	4
153	и речь	2	4
154	до сих	3	4
155	а с	2	4
156	друг с	1	4
157	этого слова	5	4
158	сих пор	3	4
159	хотя бы	6	4
160	в свою	6	4
161	показали что	1	4
162	к этому	5	4
163	как на	2	4
164	смысле слова	5	3
165	отношения к	2	3
166	человека и	1	3
167	сам по	1	3
168	и то	3	3
169	самом деле	9	3
170	как известно	1	3
171	мы и	1	3
172	в их	5	3
173	ответ на	2	3
174	друг от	1	3
175	что они	2	3
176	в одной	2	3
177	что именно	1	3
178	в своем	2	3
179	все же	5	3
180	в которой	1	3
181	что это	2	3
182	из этих	1	3
183	учение о	3	3
184	речи но	1	3
185	как он	1	3
186	друг другу	1	3
187	и если	1	3
188	в первую	1	3
189	мысли как	1	3
190	его не	1	3
191	на все	2	3
192	всегда и	2	3
193	предметом исследования	1	3
194	тогда когда	1	3
195	и остается	1	3
196	не могло	1	3
197	ничего не	4	3
198	в каком	3	3
199	могут быть	3	3
200	же самое	6	3
201	что оно	3	3
202	и это	3	3
203	от друга	1	3
204	свою очередь	5	3
205	внутреннюю речь	1	3
206	как чисто	1	3
207	этих двух	1	3
208	и следовательно	6	3
209	мере развития	1	3
210	в новых	1	3
211	связи с	13	3
212	уже в	2	3
213	и других	1	3
214	всяком случае	2	3
215	вовсе не	11	3
216	общения и	2	3
217	во всех	6	3
218	превращается в	1	3
219	мышления которые	1	3
220	а не	9	3
221	все более	2	3
222	ко всем	2	3
223	эти исследования	1	3
224	смысле этого	4	3
225	только для	1	3
226	если не	1	3
227	значения слова	5	3
228	и от	3	3
229	сознания и	3	3
230	первую очередь	1	3
231	значение в	4	3
232	во всяком	3	3
233	речь идет	1	2
234	связана с	2	2
235	к вопросу	1	2
236	но тем	1	2
237	между двумя	1	2
238	и до	3	2
239	что эти	1	2
240	в зависимости	2	2
241	основной и	1	2
242	нашей науки	1	2
243	той же	3	2
244	бы что	1	2
245	он как	1	2
246	почти исключительно	2	2
247	которое не	1	2
248	как впрочем	1	2
249	зависимости от	2	2
250	целое и	2	2
251	что его	1	2
252	как если	4	2
253	в ее	3	2
254	со всеми	1	2
255	только тогда	1	2
256	является вовсе	1	2
257	из важнейших	2	2
258	за пределы	3	2
259	мышления мы	1	2
260	и я	1	2
261	чем мы	1	2
262	более и	2	2
263	хотя и	1	2
264	когда он	1	2
265	и наконец	1	2
266	от этого	2	2
267	в нашем	2	2
268	нами в	3	2
269	построения мы	1	2
270	главным образом	1	2
271	из этой	1	2
272	всех этих	1	2
273	свою собственную	1	2
274	не к	3	2
275	и вот	1	2
276	быть с	1	2
277	одно и	3	2
278	но все	1	2
279	значительной степени	2	2
280	является конечно	2	2
281	речью и	2	2
282	с другими	3	2
283	мышления о	2	2
284	в них	1	2
285	является для	2	2
286	несмотря на	1	2
287	мы видели	4	2
288	должно быть	3	2
289	был бы	1	2
290	в этих	3	2
291	точку зрения	2	2
292	не могли	1	2
293	что эта	1	2
294	что с	1	2
295	есть прежде	1	2
296	не имеет	3	2
297	дело в	1	2
298	говорить о	1	2
299	речь и	4	2
300	нам предстоит	1	2
301	никогда не	7	2
302	слова как	2	2
303	же время	8	2
304	что самое	1	2
305	слову и	1	2
306	и мысли	1	2
307	это речь	1	2
308	лежит в	2	2
309	и другим	1	2
310	бы он	3	2
311	его значение	2	2
312	к пониманию	4	2
313	значения и	3	2
314	речи ибо	1	2
315	понимание и	1	2
316	на нее	1	2
317	не с	2	2
318	ясно что	1	2
319	по линии	1	2
320	поэтому в	2	2
321	действия но	1	2
322	и поэтому	1	2
323	в значительной	2	2
324	в современной	1	2
325	в двух	3	2
326	нуждается в	1	2
327	которые мы	1	2
328	уже не	1	2
329	вопроса о	1	2
330	в науку	1	2
331	в виде	2	2
332	основе всей	1	2
333	речь в	4	2
334	в равной	1	2
335	или даже	1	2
336	одно из	1	2
337	для него	9	2
338	эти три	1	2
339	речь т.е	1	2
340	речью в	1	2
341	со всем	1	2
342	и даже	2	2
343	в немногих	1	2
344	в основу	1	2
345	а эти	1	2
346	с той	1	2
347	если мы	6	2
348	без значения	1	2
349	те кто	1	2
350	связано с	3	2
351	и пр	25	2
352	чтобы убедиться	1	2
353	работы и	1	2
354	которых мы	1	2
355	на которых	1	2
356	в слове	4	2
357	в речи	2	2
358	в связном	1	2
359	и потому	2	2
360	как это	1	2
361	его на	1	2
362	о чем	2	2
363	в данном	5	2
364	в течение	1	2
365	и переживания	2	2
366	его исследовании	1	2
367	там где	2	2
368	в состоянии	1	2
369	к проблеме	2	2
370	на которой	1	2
371	фактов в	1	2
372	является как	2	2
373	в смысле	6	2
374	этого рода	1	2
375	мы только	3	2
376	о котором	1	2
377	работы мы	1	2
378	ключом к	1	2
379	также не	1	2
380	по самой	1	2
381	а в	3	2
382	речь или	1	2
383	между ними	2	2
384	отрывается от	1	2
385	прибавить еще	1	2
386	к его	2	2
387	какой мере	1	2
388	никакой связи	1	2
389	жизни и	2	2
390	ее в	1	2
391	все основные	2	2
392	можно назвать	1	2
393	не иначе	1	1
394	лежат в	1	1
395	одним из	2	1
396	например в	1	1
397	как целому	1	1
398	оно принадлежит	1	1
399	на самом	7	1
400	речи во	2	1
401	нам кажется	1	1
402	ii и	1	1
403	не имеют	3	1
404	проблему и	1	1
405	иметь место	1	1
406	представители второго	2	1
407	входящих в	1	1
408	мы уже	6	1
409	для построения	1	1
410	всего того	1	1
411	и значение	6	1
412	от своего	2	1
413	сущности это	1	1
414	в учении	2	1
415	совпадает с	1	1
416	принадлежит к	1	1
417	пределах этого	1	1
418	то это	1	1
419	для нашей	1	1
420	и со	1	1
421	образом оказывается	1	1
422	что существует	1	1
423	быть осуществлено	1	1
424	это мышление	3	1
425	в ней	3	1
426	в отличие	3	1
427	еще не	3	1
428	дать ему	1	1
429	к целому	4	1
430	в различных	3	1
431	одного предмета	1	1
432	явлений с	1	1
433	как тем	1	1
434	то он	1	1
435	же на	1	1
436	оно в	1	1
437	конечном счете	1	1
438	слова на	3	1
439	отличие от	3	1
440	не связанный	1	1
441	значение для	1	1
442	в истории	3	1
443	пониманию и	1	1
444	это одно	2	1
445	с предшествующим	1	1
446	примыкающие к	1	1
447	стороны и	2	1
448	бы речь	1	1
449	части в	1	1
450	нельзя изолировать	1	1
451	группы в	1	1
452	кроме того	1	1
453	слово всегда	1	1
454	слова между	1	1
455	помощью старого	1	1
456	его к	2	1
457	как процесс	2	1
458	в действительности	1	1
459	является выражением	3	1
460	звука и	1	1
461	с определенной	1	1
462	то в	1	1
463	с какой	1	1
464	бы с	1	1
465	а ведь	2	1
466	что же	1	1
467	у каждого	1	1
468	выражение в	5	1
469	но без	1	1
470	отчасти и	1	1
471	с их	1	1
472	сюда относятся	1	1
473	истину или	1	1
474	ее как	1	1
475	как основа	2	1
476	не могла	1	1
477	вообще не	1	1
478	его социальная	1	1
479	как оно	1	1
480	в нем	11	1
481	о которой	1	1
482	о речи	1	1
483	перестает быть	1	1
484	речи к	2	1
485	выражения и	4	1
486	в узком	2	1
487	к одному	1	1
488	мы полагаем	2	1
489	понимания и	2	1
490	слова которое	1	1
491	оно должно	1	1
492	этого мышления	2	1
493	какой бы	3	1
494	всех своих	1	1
495	последнее слово	1	1
496	все учение	1	1
497	как они	1	1
498	связанные с	1	1
499	как такого	2	1
500	и второй	1	1
501	на этой	5	1
502	основным и	1	1
503	они состоят	1	1
504	уже знаем	2	1
505	моменты в	1	1
506	мы постараемся	3	1
507	вся работа	1	1
508	делает его	2	1
509	здесь это	1	1
510	в жизни	2	1
511	к области	1	1
512	этом мы	1	1
513	он является	1	1
514	о которых	1	1
515	к которым	3	1
516	восприятие и	1	1
517	которой он	1	1
518	и значения	3	1
519	другая форма	1	1
520	являются как	1	1
521	мышление на	1	1
522	стороны с	1	1
523	возникнуть и	1	1
524	переносится в	2	1
525	во время	1	1
526	их нам	1	1
527	первой главы	2	1
528	этой связи	4	1
529	становится все	1	1
530	мы конечно	1	1
531	почти не	1	1
532	бы к	1	1
533	только внешнее	1	1
534	социальная среда	1	1
535	весь путь	1	1
536	является еще	1	1
537	критическому анализу	1	1
538	о языке	1	1
539	от его	1	1
540	языка нам	1	1
541	в основном	4	1
542	является только	2	1
543	для изучения	1	1
544	лингвистика и	1	1
545	выше мы	1	1
546	свет на	2	1
547	что было	1	1
548	тем не	1	1
549	по крайней	2	1
550	войти в	1	1
551	и относительно	1	1
552	возможно только	1	1
553	тем именно	1	1
554	самого мышления	1	1
555	о значении	1	1
556	т.е на	1	1
557	специальным исследованиям	1	1
558	этого мало	1	1
559	и вся	1	1
560	и обратное	1	1
561	приводят к	1	1
562	слова до	1	1
563	не менее	1	1
564	далее что	1	1
565	отражает и	1	1
566	помощью ряда	1	1
567	как о	2	1
568	в направлении	6	1
569	речи далее	1	1
570	мышления проблема	1	1
571	и сама	1	1
572	и именно	2	1
573	в языкознании	1	1
574	этого конечно	1	1
575	для всего	3	1
576	из него	2	1
577	следовательно и	2	1
578	этого явления	1	1
579	и всегда	1	1
580	поскольку оно	1	1
581	находятся в	2	1
582	в лингвистическом	1	1
583	преимущественно на	1	1
584	в другую	1	1
585	и является	2	1
586	в более	2	1
587	так то	1	1
588	и делает	1	1
589	если только	1	1
590	ему не	1	1
591	представляется нам	1	1
592	что можно	1	1
593	его внутренней	1	1
594	чрезвычайно важно	1	1
595	поэтому не	1	1
596	когда мы	1	1
597	речь которая	1	1
598	ли не	1	1
599	в других	1	1
600	слова но	1	1
601	числе и	1	1
602	должны быть	2	1
603	той или	4	1
604	о происхождении	2	1
605	от деятельности	1	1
606	а ее	1	1
607	оно не	1	1
608	т.е в	1	1
609	так например	1	1
610	и силу	1	1
611	слова речь	1	1
612	из всего	2	1
613	зрения теоретической	1	1
614	и понять	1	1
615	не существует	3	1
616	же увидим	1	1
617	речи ее	1	1
618	связи со	1	1
619	учении о	1	1
620	на основе	3	1
621	общении в	1	1
622	языка и	15	1
623	направлении к	3	1
624	значений слов	1	1
625	чтобы быть	1	1
626	в точном	4	1
627	мы наблюдаем	1	1
628	в совершенно	1	1
629	и взаимодействие	1	1
630	пытается объяснить	1	1
631	индивидуальна и	1	1
632	здесь нет	1	1
633	еще в	1	1
634	и отрывается	1	1
635	приводит его	1	1
636	формы из	1	1
637	анализа не	1	1
638	совершенно иначе	2	1
639	находится в	1	1
640	этом на	1	1
641	только и	1	1
642	ситуации и	1	1
643	приближается к	1	1
644	и здесь	5	1
645	но к	2	1
646	в самой	1	1
647	этом процессе	1	1
648	внимание на	1	1
649	прямо и	1	1
650	социального общения	3	1
651	все его	2	1
652	вопросу о	1	1
653	в конечном	1	1
654	это изменение	1	1
655	на протяжении	2	1
656	являются в	1	1
657	организации в	1	1
658	когда оно	1	1
659	предшествующим и	1	1
660	что и	3	1
661	же является	3	1
662	это не	4	1
663	в форме	5	1
664	этот последний	1	1
665	всех основных	2	1
666	а следовательно	1	1
667	это факт	1	1
668	на развитие	1	1
669	во внутренней	2	1
670	приспособляется к	2	1
671	слов и	3	1
672	речи которые	2	1
673	и последнее	1	1
674	значения данного	1	1
675	речи а	3	1
676	в лингвистике	1	1
677	как из	2	1
678	социальной среды	3	1
679	и значением	6	1
680	пытались сделать	1	1
681	мы увидим	2	1
682	бы из	1	1
683	которой мы	2	1
684	также и	1	1
685	и действительно	1	1
686	к нашему	1	1
687	впрочем и	1	1
688	в обществе	1	1
689	в контексте	5	1
690	отношении в	1	1
691	играет роль	1	1
692	к проблемам	2	1
693	именно на	1	1
694	так что	1	1
695	видели что	1	1
696	оказывается в	1	1
697	одной из	3	1
698	и у	2	1
699	всем его	1	1
700	еще одно	1	1
701	к разложению	1	1
702	является не	5	1
703	основе тех	1	1
704	не дает	1	1
705	от значения	1	1
706	слово но	1	1
707	из них	1	1
708	лишь постольку	1	1
709	но для	2	1
710	эти два	1	1
711	процесс возникновения	1	1
712	мы знаем	2	1
713	себе в	1	1
714	форм речевого	1	1
715	на собеседника	3	1
716	могло бы	1	1
717	слова в	8	1
718	иначе как	1	1
719	всякое слово	3	1
720	с определенным	1	1
721	к ним	1	1
