N	2gram	Tiupa_Hudo_2	RusskieA
1	и в	28	36
2	не только	11	22
3	том что	19	19
4	что в	5	19
5	в том	15	17
6	т е	2	17
7	но и	9	16
8	так как	1	15
9	во время	1	14
10	и другие	5	13
11	xix в	1	13
12	в этом	13	12
13	в других	4	11
14	на святках	1	11
15	и т	4	10
16	в xix	1	10
17	и на	3	10
18	это не	6	10
19	как и	11	10
20	как мы	2	10
21	вместе с	2	10
22	потому что	2	10
23	т д	2	9
24	об этом	7	9
25	а в	6	9
26	состоит в	7	8
27	о том	12	8
28	на могилах	2	8
29	один из	2	8
30	из них	2	8
31	может быть	8	8
32	как это	7	8
33	что они	4	7
34	так и	8	7
35	между тем	8	7
36	что и	4	7
37	и других	1	7
38	полагает что	1	6
39	мы не	1	6
40	в виде	2	6
41	при этом	11	6
42	видно что	1	6
43	с этого	1	6
44	уже не	10	6
45	в них	3	6
46	и не	18	6
47	все это	3	6
48	для нас	3	6
49	будто бы	3	6
50	то что	6	6
51	иногда и	1	5
52	как в	5	5
53	все же	2	5
54	того как	2	5
55	как будто	4	5
56	с ними	3	5
57	и у	2	5
58	одно из	5	5
59	в течение	1	5
60	как бы	5	5
61	этом случае	1	5
62	с в	1	4
63	г в	1	4
64	мы имеем	1	4
65	не совсем	1	4
66	еще не	3	4
67	во всех	1	4
68	следующим образом	3	4
69	представляет собой	1	4
70	с собой	2	4
71	в г	2	4
72	из этих	2	4
73	тому что	4	4
74	а иногда	1	4
75	на кладбище	1	4
76	одна из	2	4
77	что на	3	4
78	к тому	7	4
79	его с	1	4
80	м е	1	4
81	еще в	1	4
82	и что	1	4
83	тем что	6	4
84	а с	3	4
85	и а	2	4
86	того что	1	4
87	по существу	1	4
88	но это	1	4
89	как уже	2	4
90	не может	4	4
91	только в	4	4
92	к этому	1	4
93	своего рода	16	3
94	если в	2	3
95	в своем	5	3
96	что это	5	3
97	на этом	2	3
98	то же	6	3
99	но все	1	3
100	несмотря на	3	3
101	в москве	1	3
102	в этих	3	3
103	точки зрения	2	3
104	таким же	1	3
105	с точки	2	3
106	она в	2	3
107	на руси	1	3
108	тем не	4	3
109	их в	1	3
110	не менее	5	3
111	этого момента	1	3
112	в разных	1	3
113	ничего не	5	3
114	на дворе	1	3
115	в поле	1	3
116	приводит к	2	3
117	к жизни	1	3
118	не с	2	3
119	то есть	1	3
120	настоящее время	1	3
121	а также	2	3
122	как например	1	3
123	в качестве	4	3
124	только на	5	3
125	в одном	3	3
126	в области	1	3
127	о чем	8	3
128	так же	3	3
129	в это	3	3
130	в настоящее	1	3
131	на других	1	3
132	и к	2	3
133	например в	1	2
134	которого в	1	2
135	но тем	2	2
136	за все	1	2
137	к другому	1	2
138	на себя	3	2
139	они были	2	2
140	это время	1	2
141	в ней	3	2
142	он был	1	2
143	природы и	1	2
144	но не	4	2
145	тогда как	7	2
146	не просто	1	2
147	отнюдь не	2	2
148	независимо от	1	2
149	хотя и	1	2
150	его к	1	2
151	но в	2	2
152	та же	2	2
153	все эти	1	2
154	в нашем	2	2
155	в дальнейшем	1	2
156	как он	3	2
157	что она	7	2
158	в нем	3	2
159	в силу	1	2
160	в каждом	1	2
161	же не	2	2
162	и с	6	2
163	в жизни	8	2
164	в один	1	2
165	и звезды	1	2
166	как символ	1	2
167	и более	1	2
168	том же	1	2
169	нас к	1	2
170	она не	5	2
171	что ему	1	2
172	у него	5	2
173	и здесь	1	2
174	они и	2	2
175	что у	3	2
176	иногда в	1	2
177	что от	1	2
178	с ним	7	2
179	на что	1	2
180	после того	1	2
181	в различных	1	2
182	должно было	1	2
183	в его	11	2
184	к ней	2	2
185	не случайно	10	2
186	на другие	1	2
187	за столом	1	2
188	но ни	1	2
189	так что	1	2
190	его и	2	2
191	не означает	1	2
192	не было	6	2
193	чем в	1	2
194	такое же	1	2
195	себя и	2	2
196	воспоминания о	1	2
197	с ней	1	2
198	только по	1	2
199	до конца	1	2
200	а не	14	2
201	в частности	7	2
202	и потому	1	2
203	судить по	1	2
204	там где	1	2
205	быть и	1	2
206	только для	2	2
207	между собой	1	2
208	и для	2	2
209	или в	3	2
210	когда он	1	2
211	интерес к	1	2
212	и н	1	2
213	в дом	1	2
214	а п	4	2
215	в своих	1	2
216	также и	1	1
217	же как	2	1
218	таком случае	1	1
219	чтобы не	3	1
220	за городом	1	1
