N	4gram	Vinokur_St_3	Myshleni
1	в то время как	4	5
2	заключается в том что	2	5
3	одной и той же	1	3
4	в одной и той	1	2
5	состоит в том что	2	2
6	в том смысле что	1	2
7	если принять во внимание	1	2
8	в этой области не	1	1
9	с точки зрения своей	1	1
10	и в конце концов	1	1
11	с этой точки зрения	1	1
12	на то что в	1	1
13	до сих пор мы	1	1
14	можно было бы подумать	1	1
15	он с самого начала	1	1
16	как мы видели уже	1	1
17	приводит к тому что	1	1
18	на вопрос что такое	1	1
19	то что совершается в	1	1
20	то время как в	1	1
21	с тем что мы	1	1
22	в связи с этим	1	1
