N	2gram	Tiupa_Narr_2	Literetu
1	не только	26	24
2	при этом	14	19
3	в качестве	14	17
4	но и	15	17
5	в том	14	16
6	а не	17	16
7	в частности	11	15
8	том что	13	14
9	тогда как	15	13
10	может быть	10	13
11	сознания в	1	12
12	и не	14	12
13	в этом	13	12
14	в своем	6	11
15	состоит в	12	11
16	своего рода	9	11
17	прежде всего	6	11
18	хх века	2	10
19	такого рода	12	10
20	то что	8	10
21	художественного письма	2	9
22	уединенное сознание	1	9
23	или иначе	2	9
24	в целом	3	8
25	так или	1	8
26	неклассической художественности	1	8
27	не в	8	8
28	в тексте	8	8
29	и в	13	8
30	только в	11	8
31	как это	4	8
32	я не	5	7
33	как бы	6	7
34	в себе	8	7
35	не менее	4	7
36	коммуникативного события	8	7
37	в его	6	7
38	уже не	4	7
39	в рамках	6	6
40	то есть	9	6
41	как и	4	6
42	точки зрения	5	6
43	и сам	3	6
44	того что	6	6
45	связи с	1	6
46	в жизни	6	6
47	себя в	2	6
48	xix века	1	6
49	одним из	1	5
50	то же	4	5
51	отличие от	5	5
52	как в	5	5
53	не столько	5	5
54	в отличие	5	5
55	в то	5	5
56	для себя	3	5
57	а также	6	5
58	же время	3	5
59	в конечном	3	5
60	же в	4	5
61	что он	5	5
62	собственного я	2	5
63	не может	8	5
64	в данном	10	5
65	с этой	3	5
66	я в	5	5
67	с его	3	5
68	тем самым	5	5
69	в своей	4	4
70	еще не	2	4
71	столь же	2	4
72	но не	3	4
73	конечном счете	3	4
74	в этой	4	4
75	все же	6	4
76	всего лишь	6	4
77	представляет собой	16	4
78	по преимуществу	1	4
79	в случае	2	4
80	в силу	4	4
81	с собой	1	4
82	[] в	1	4
83	литературного произведения	1	4
84	в чужом	1	4
85	классический реализм	1	4
86	и его	3	4
87	ведет к	2	4
88	данном случае	6	4
89	никогда не	6	4
90	так и	9	4
91	чужого сознания	1	4
92	еще в	1	4
93	и адресата	2	4
94	другого сознания	2	4
95	коммуникативное событие	6	4
96	в формах	1	4
97	креативного сознания	1	4
98	и тем	5	4
99	мир в	1	4
100	в конце	4	4
101	как раз	3	4
102	и т.п	6	4
103	о себе	1	4
104	в связи	1	4
105	со стороны	6	4
106	это не	3	4
107	в своих	2	4
108	например в	1	3
109	тем же	1	3
110	века в	1	3
111	также и	1	3
112	по отношению	5	3
113	xix столетия	2	3
114	более чем	2	3
115	субъекта и	1	3
116	в самом	2	3
117	бы не	1	3
118	с их	1	3
119	в принципе	2	3
120	силу своей	1	3
121	таким образом	5	3
122	исходя из	1	3
123	реализм xix	1	3
124	той же	2	3
125	в душе	2	3
126	далеко не	5	3
127	несмотря на	2	3
128	не мог	1	3
129	формах художественного	1	3
130	но в	6	3
131	на рубеже	1	3
132	одна из	3	3
133	в основе	1	3
134	не должен	2	3
135	в области	2	3
136	сознания тогда	1	3
137	свое собственное	1	3
138	к себе	7	3
139	ли не	1	3
140	в виду	1	3
141	приводит к	1	3
142	по аналогии	1	3
143	сводится к	9	3
144	другого в	1	3
145	не сводится	7	3
146	по своей	3	3
147	один из	3	3
148	потому что	2	3
149	этом в	1	3
150	одно из	2	3
151	при всей	4	3
152	человеческого я	5	3
153	у него	6	3
154	и даже	3	3
155	с другой	5	3
156	мира в	4	3
157	да и	3	3
158	этой точки	1	3
159	аналогии с	1	3
160	в культуре	2	3
161	жизни и	4	3
162	что в	4	3
163	а в	9	3
164	во всяком	1	3
165	того же	1	2
166	самом деле	3	2
167	е годы	1	2
168	к своей	1	2
169	от самого	1	2
170	отношения между	2	2
171	из его	1	2
172	должна быть	2	2
173	а для	1	2
174	на себя	1	2
175	и самого	1	2
176	как правило	3	2
