N	2gram	Propp_Isto_1	Vladivir
1	и в	28	40
2	то что	9	28
3	не только	12	25
4	и не	9	25
5	у него	1	24
6	том что	7	18
7	в том	9	18
8	но и	10	18
9	еще и	2	18
10	также и	3	17
11	что в	12	17
12	в этом	8	16
13	в его	5	14
14	так что	4	14
15	не может	15	14
16	в виде	2	13
17	вовсе не	2	13
18	только в	11	13
19	в конце	1	12
20	а именно	4	12
21	сказать что	5	12
22	едва ли	1	11
23	никогда не	14	11
24	потому что	4	11
25	таким образом	8	11
26	о том	9	11
27	в году	1	10
28	не просто	3	10
29	тем не	6	10
30	и его	3	10
31	то это	3	10
32	не есть	2	10
33	прежде всего	10	10
34	как раз	2	10
35	и потому	2	10
36	и то	1	9
37	уже не	3	9
38	что это	8	9
39	в себе	2	9
40	и с	4	9
41	в своей	1	9
42	не менее	6	9
43	есть только	3	9
44	что же	3	9
45	как мы	3	8
46	в своем	5	8
47	в этой	6	8
48	он не	2	8
49	и что	10	8
50	а также	1	8
51	раз и	3	8
52	для него	2	8
53	может быть	25	8
54	а не	15	8
55	так же	7	8
56	а только	2	7
57	хотя и	1	7
58	и как	2	7
59	и если	2	7
60	с тем	4	7
61	как и	4	7
62	несмотря на	1	7
63	в то	3	7
64	там же	2	7
65	что и	6	7
66	того что	4	7
67	так как	6	7
68	вместе с	6	7
69	к тому	6	7
70	а в	7	7
71	и на	4	6
72	кроме того	1	6
73	то в	1	6
74	не мог	1	6
75	по себе	3	6
76	во всем	3	6
77	и это	1	6
78	и от	2	6
79	так и	9	6
80	об этом	4	6
81	и здесь	7	6
82	значит что	1	6
83	и даже	4	6
84	xix века	2	6
85	да и	1	6
86	но это	4	6
87	хотя бы	4	6
88	отношения к	2	5
89	мы уже	1	5
90	в ней	7	5
91	совсем не	1	5
92	тут же	1	5
93	отнюдь не	1	5
94	в истории	1	5
95	более или	5	5
96	все эти	4	5
97	тоже не	2	5
98	тому же	1	5
99	содержит в	1	5
100	можно было	5	5
101	же касается	1	5
102	должно быть	2	5
103	или менее	5	5
104	но если	2	5
105	в отношении	1	5
106	дело в	3	5
107	тем что	3	5
108	для нас	13	5
109	ничего не	2	5
110	у нас	1	5
111	еще в	2	5
112	с другой	6	5
113	в древнем	1	5
114	что он	10	5
115	только на	1	5
116	в одном	5	5
117	не было	1	5
118	то же	12	4
119	что если	2	4
120	вопрос о	5	4
121	но даже	1	4
122	еще не	7	4
123	но не	5	4
124	то он	2	4
125	все же	10	4
126	но в	8	4
127	на то	4	4
128	было бы	7	4
129	чем в	1	4
130	в котором	3	4
131	даже в	4	4
132	тому что	1	4
133	в каком	1	4
134	то время	3	4
135	в дальнейшем	5	4
136	в глаза	1	4
137	не с	3	4
138	никак не	1	4
139	если мы	3	4
140	при помощи	2	4
141	здесь в	2	4
142	а с	2	4
143	говорит о	2	4
144	и все	1	4
145	как это	3	4
146	такого рода	1	4
147	по существу	5	4
148	в основном	2	4
149	в результате	1	4
150	возникает вопрос	1	4
151	мы должны	13	4
152	точно так	3	4
153	же как	2	3
154	на самом	1	3
155	мы имеем	13	3
156	я не	3	3
157	и был	1	3
158	здесь не	4	3
159	бы то	2	3
160	не все	4	3
161	отличие от	2	3
162	независимо от	1	3
163	перед нами	3	3
164	и у	1	3
165	из этих	1	3
166	в нем	2	3
167	при этом	3	3
168	раз навсегда	1	3
169	является не	1	3
170	но все	4	3
171	то ни	2	3
172	том случае	1	3
173	в качестве	5	3
174	это было	2	3
175	это не	7	3
176	этом смысле	1	3
177	этого не	1	3
178	этот труд	1	3
179	нисколько не	2	3
180	в отличие	2	3
181	не в	9	3
182	что этот	2	3
