N	2gram	Losev_Dial_4	Istorich
1	и в	15	25
2	вместе с	2	22
3	что он	7	22
4	и т	17	20
5	т д	15	18
6	может быть	17	17
7	представление о	2	17
8	т е	46	16
9	мы имеем	5	14
10	не только	8	13
11	но и	4	13
12	в его	4	12
13	так как	14	11
14	уже не	9	11
15	и не	30	11
16	в этом	11	10
17	тем что	2	10
18	все же	2	10
19	и его	7	9
20	его в	1	9
21	в виде	3	9
22	с другой	1	9
23	таким образом	5	9
24	еще не	4	8
25	и на	5	8
26	все эти	3	8
27	что в	7	8
28	связи с	1	8
29	и что	9	8
30	мы видим	4	8
31	с тем	4	8
32	другой стороны	2	8
33	том что	10	8
34	в нем	5	7
35	как и	7	7
36	мы видели	1	7
37	потому что	10	7
38	о том	5	7
39	и здесь	1	7
40	то что	16	7
41	только в	7	7
42	с одной	1	7
43	в качестве	2	7
44	при помощи	3	7
45	превращается в	1	7
46	этом случае	1	7
47	но это	4	7
48	тот кто	2	7
49	в мифе	6	7
50	в частности	2	7
51	знаем что	1	6
52	как в	3	6
53	в нее	1	6
54	это не	12	6
55	не может	11	6
56	не в	8	6
57	и он	1	6
58	что и	6	6
59	себя в	2	6
60	прежде всего	11	6
61	могут быть	3	6
62	или в	7	6
63	в том	11	6
64	ясно что	11	5
65	мы не	9	5
66	в ней	5	5
67	с этим	3	5
68	что это	13	5
69	но все	2	5
70	входит в	1	5
71	миф о	1	5
72	видим что	4	5
73	как мы	1	5
74	показывает что	2	5
75	так же	4	5
76	в него	1	5
77	в иное	1	5
78	же как	1	4
79	и это	8	4
80	то же	9	4
81	мы уже	3	4
82	в ее	2	4
83	от этого	3	4
84	в истории	3	4
85	он видит	1	4
86	в которой	2	4
87	он не	1	4
88	не как	4	4
89	что все	4	4
90	с другими	1	4
91	и тем	6	4
92	не всегда	3	4
93	тем не	2	4
94	не менее	2	4
95	того как	2	4
96	совершенно ясно	2	4
97	в пределах	1	4
98	в дальнейшем	1	4
99	наряду с	1	4
100	с ним	3	4
101	за ним	1	4
102	а именно	6	4
103	это делается	1	4
104	все это	9	4
105	в связи	1	4
106	из себя	1	4
107	мы должны	4	4
108	в которых	1	3
109	его не	1	3
110	то это	1	3
111	только после	2	3
112	по которому	1	3
113	и как	4	3
114	в этой	4	3
115	только один	1	3
116	их в	1	3
117	на этом	3	3
118	человека в	1	3
119	в то	6	3
120	для того	5	3
121	обряд и	2	3
122	того чтобы	5	3
123	в себя	5	3
124	на том	1	3
125	никогда не	2	3
126	и с	4	3
127	и вообще	7	3
128	после того	1	3
129	о нем	2	3
130	но мы	2	3
131	к нему	1	3
132	в другой	1	3
133	что здесь	3	3
134	и требует	2	3
135	никто не	2	3
136	в особенности	4	3
137	и из	2	3
138	но оно	1	3
139	и пр	9	3
140	и все	11	3
141	и она	1	3
142	в данном	3	3
143	не знаем	1	3
144	ее и	1	3
145	но когда	1	3
146	в свете	5	3
147	а в	1	3
148	в целях	2	3
149	е в	2	3
150	в свою	3	3
151	он может	1	2
152	тех же	2	2
153	во сне	1	2
154	что миф	5	2
155	а как	2	2
156	вопрос о	2	2
157	человека и	2	2
158	это время	1	2
159	как таковые	1	2
160	обряда и	1	2
161	на них	1	2
162	во всех	2	2
163	видели что	1	2
164	находит в	1	2
165	только тогда	5	2
166	очевидно что	1	2
167	эта связь	1	2
168	перед нами	6	2
169	когда он	3	2
170	слава тебе	1	2
171	как таковое	3	2
172	уже в	1	2
173	на то	5	2
174	связанные с	1	2
175	и по	2	2
176	когда уже	2	2
177	это было	2	2
178	и других	1	2
179	и мы	7	2
180	в это	1	2
181	о которых	1	2
182	такой же	1	2
183	точки зрения	14	2
184	в своей	3	2
185	можно найти	1	2
186	ее в	2	2
187	оказывается что	4	2
188	от себя	2	2
189	бы мы	1	2
190	но он	1	2
191	что этот	2	2
192	по себе	13	2
193	даже в	1	2
194	она не	4	2
195	тогда когда	5	2
196	одна из	1	2
197	или как	1	2
198	в некотором	1	2
199	просто на	1	2
200	голову и	1	2
201	мифа о	1	2
202	данном случае	1	2
203	роль в	1	2
204	этого они	1	2
205	здесь как	1	2
206	об этом	3	2
207	таких примеров	1	2
208	если бы	6	2
209	ничего не	17	2
210	находится в	2	2
211	образом в	1	2
212	можно сказать	5	2
213	все его	1	2
214	должно было	1	2
215	от них	1	2
216	того что	13	2
217	значит что	9	2
218	но так	1	2
219	том как	2	2
220	во всем	2	2
221	то в	5	2
222	именно на	1	2
223	отражается и	2	2
224	так что	6	2
225	и они	1	2
226	на ней	1	2
227	из них	2	2
228	е на	1	2
229	его и	1	2
230	вовсе не	6	2
231	в землю	1	2
232	мы можем	3	2
233	и вместе	1	2
234	видно как	1	2
235	со стороны	3	2
236	до этого	1	2
237	такое же	1	2
238	но есть	1	2
239	говорит о	3	2
240	а не	18	2
241	в лесу	1	2
242	один из	4	2
243	что мы	7	2
244	чтобы она	1	2
245	и потому	3	2
246	из которых	3	2
247	а если	3	2
248	в течение	4	2
249	как бы	14	2
250	по существу	1	2
251	это значит	8	2
252	с этой	2	2
253	но для	2	2
254	думают что	2	2
255	в наше	1	2
256	и для	5	2
257	не объясняет	2	2
258	это уже	1	2
259	на берегу	1	2
260	сказать что	6	2
261	и при	2	2
262	совершенно не	3	2
263	в свое	2	2
264	к этому	3	2
265	жизни и	4	2
266	в птицу	1	2
267	то на	3	1
268	также и	4	1
269	потом и	1	1
270	себя как	3	1
271	по отдельным	1	1
272	сам по	2	1
273	всего этот	1	1
274	вне связи	1	1
275	переход от	1	1
276	всего это	1	1
277	но тем	1	1
278	и должны	1	1
279	мы имели	3	1
280	и есть	19	1
281	с коня	1	1
282	имеем и	1	1
283	должна быть	7	1
284	когда это	1	1
285	едва ли	3	1
286	и процесс	1	1
287	в зависимости	1	1
288	той же	5	1
289	теперь мы	7	1
290	что уже	2	1
291	проста и	1	1
292	место в	1	1
293	я не	5	1
294	категории и	2	1
295	из того	1	1
296	же что	3	1
297	зависимости от	1	1
298	думаю что	2	1
299	и этого	1	1
300	не нужно	2	1
301	в сердце	1	1
302	быть в	5	1
303	а кругом	1	1
304	то мы	3	1
305	не требует	1	1
306	на самом	1	1
307	но как	2	1
308	легко может	1	1
