N	4gram	Bakhtin_Pr_3	Formalny
1	в то же время	5	8
2	и не может быть	1	2
3	но в то же	1	2
4	нет и не может	1	2
5	все более и более	1	2
6	чтобы убедиться в этом	1	2
7	ее и до сих	1	1
8	и до сих пор	1	1
9	и все в нем	1	1
10	в том числе и	10	1
11	и в то же	2	1
12	в этом смысле можно	1	1
13	жизни в связи с	1	1
14	общественной и идеологической жизни	1	1
15	до сих пор почти	1	1
16	только содержание но и	1	1
17	до сих пор недостаточно	1	1
18	очень важное место в	1	1
19	в применении к литературе	1	1
20	как и во всех	1	1
21	мы уже знаем что	1	1
22	на самом же деле	1	1
23	убедиться в этом достаточно	1	1
24	в более или менее	1	1
