N	2gram	Tiupa_Narr_2	Formalny
1	и в	13	24
2	в его	6	23
3	прежде всего	6	22
4	и не	14	20
5	так и	9	18
6	точки зрения	5	16
7	не может	8	16
8	в этом	13	15
9	в нем	5	14
10	может быть	10	14
11	таким образом	5	13
12	с точки	2	13
13	и т	2	12
14	именно как	1	12
15	в своем	6	11
16	как и	4	11
17	в своей	4	11
18	не менее	4	11
19	должно быть	1	11
20	в ней	2	10
21	то же	4	10
22	вовсе не	2	10
23	и его	3	10
24	и их	1	10
25	а не	17	10
26	в то	5	9
27	в процессе	2	9
28	и потому	1	9
29	все это	1	9
30	как в	5	8
31	и с	1	8
32	не в	8	8
33	же время	3	8
34	в ее	4	8
35	именно в	2	8
36	то что	8	8
37	в свою	2	8
38	на самом	2	7
39	должна быть	2	7
40	с ее	1	7
41	не только	26	7
42	место в	5	7
43	жизни и	4	7
44	и от	1	7
45	но и	15	7
46	отношения к	1	6
47	еще не	2	6
48	самом деле	3	6
49	отнюдь не	4	6
50	более или	1	6
51	в целом	3	6
52	все эти	3	6
53	в этой	4	6
54	как бы	6	6
55	входит в	1	6
56	или менее	1	6
57	она не	1	6
58	и здесь	2	6
59	до сих	1	6
60	в том	14	6
61	было бы	2	6
62	как это	4	6
63	сих пор	1	6
64	и все	4	6
65	а в	9	6
66	хотя бы	2	5
67	во всех	1	5
68	но в	6	5
69	в самом	2	5
70	при этом	14	5
71	не могло	2	5
72	у нас	2	5
73	как мы	1	5
74	в литературе	4	5
75	того что	6	5
76	только на	2	5
77	со стороны	6	5
78	с другой	5	5
79	с его	3	4
80	по отношению	5	4
81	и к	6	4
82	в которой	1	4
83	в мире	4	4
84	как о	2	4
85	как на	2	4
86	к социальной	1	4
87	оно не	2	4
88	никогда не	6	4
89	если бы	4	4
90	в формах	1	4
91	всяком случае	1	4
92	с одной	5	4
93	т п	2	4
94	литературного произведения	1	4
95	одной стороны	5	4
96	в связи	1	4
97	в частности	11	4
98	отношению к	5	4
99	стороны и	1	4
100	с этой	3	4
101	быть и	1	4
102	что в	4	4
103	так же	2	4
104	во всяком	1	4
105	это и	1	3
106	мы не	2	3
107	по аналогии	1	3
108	зависимости от	1	3
109	время в	1	3
110	но не	3	3
111	со всеми	2	3
112	в общем	1	3
113	отношение к	1	3
114	и читатель	2	3
115	как к	3	3
116	все же	6	3
117	когда он	1	3
118	и как	1	3
119	и наконец	1	3
120	в себе	8	3
121	так сказать	3	3
122	он не	5	3
123	в жизни	6	3
124	они не	2	3
125	в отношении	1	3
126	тем самым	5	3
127	но для	2	3
128	не о	1	3
129	в основе	1	3
130	связи с	1	3
131	сводится к	9	3
132	не по	1	3
133	к тому	9	3
134	здесь не	2	3
135	ясно что	1	3
136	особенно в	1	3
137	жизнь и	1	3
138	аналогии с	1	3
139	бы в	2	3
140	наконец в	1	3
141	один из	3	3
142	в большинстве	1	3
143	для него	4	3
144	не для	1	3
145	и даже	3	3
146	в области	2	3
147	бытия в	2	3
148	его как	1	3
149	на фоне	2	3
150	или иного	3	3
151	ничем не	1	3
152	но это	2	3
153	каждой из	1	3
154	более того	1	3
155	с помощью	1	3
156	же в	4	3
157	между ними	1	3
158	что он	5	3
159	же как	2	2
160	в зависимости	1	2
161	и должен	1	2
162	его не	1	2
163	а как	3	2
164	вопрос о	1	2
165	но напротив	1	2
166	для других	3	2
167	гуманитарных науках	2	2
168	за пределы	1	2
169	чем же	1	2
170	в него	2	2
171	однако не	2	2
172	в действительности	1	2
173	в литературном	1	2
174	в нашем	2	2
175	не могла	1	2
176	к миру	2	2
177	из виду	1	2
178	и более	2	2
179	того или	3	2
180	это не	3	2
181	всю свою	1	2
182	начала и	2	2
183	в новое	1	2
184	ни в	1	2
185	в самую	2	2
186	жизни но	1	2
187	строгом смысле	1	2
188	таким же	1	2
189	не от	1	2
190	что было	1	2
191	раз и	1	2
192	на него	5	2
193	чтобы стать	1	2
194	к другим	1	2
195	только не	2	2
196	ничего не	6	2
197	жизни не	1	2
198	одна из	3	2
199	в самой	1	2
200	этом процессе	1	2
201	к ней	3	2
202	а лишь	1	2
203	может и	1	2
204	настоящего времени	1	2
205	от их	1	2
206	еще одна	1	2
207	если же	1	2
208	было единственным	1	2
209	приводит к	1	2
210	на нее	1	2
211	не с	1	2
212	каждого из	1	2
213	глубоко и	1	2
214	еще в	1	2
215	с ним	4	2
216	произведения как	1	2
217	и что	2	2
218	или на	1	2
219	и лишь	1	2
220	между тем	3	2
221	что и	2	2
222	во всей	1	2
223	в другой	1	2
224	не сводится	7	2
225	в лице	1	2
226	к условиям	1	2
227	только в	11	2
228	уже не	4	2
229	не можем	1	2
230	ни одного	1	2
231	и чисто	1	2
232	большинстве случаев	1	2
233	в душе	2	2
234	могло бы	2	2
235	в одном	1	2
236	иначе как	1	2
237	как раз	3	2
238	они становятся	1	2
239	лишь для	1	2
240	или иначе	2	2
241	не на	1	2
242	все время	1	2
243	мира в	4	2
244	художественного целого	1	2
245	вступает в	2	2
246	вместе с	1	2
247	и особенно	1	2
248	в строгом	2	2
249	в чужом	1	2
250	мире а	1	2
251	к которому	2	2
252	прежде чем	1	2
253	в результате	2	2
254	и взаимодействий	1	2
255	в своих	2	2
256	жизни в	6	2
257	одной из	1	2
258	в системе	1	2
259	а между	1	1
260	б м	1	1
261	также и	1	1
262	например в	1	1
263	начинается с	1	1
264	достаточно вспомнить	1	1
265	он может	2	1
266	было как	1	1
267	между двумя	1	1
268	чего не	1	1
269	но чего	1	1
270	по преимуществу	1	1
271	из его	1	1
272	едва ли	3	1
273	той же	2	1
274	на материале	1	1
275	смысле можно	1	1
276	всех без	1	1
277	с готовыми	1	1
278	а для	1	1
279	вместо того	1	1
280	в составе	2	1
281	ему в	2	1
282	общения в	1	1
283	в каждой	2	1
284	это время	1	1
285	проявляется в	1	1
286	xix века	1	1
287	в чем	2	1
288	совершенно прав	1	1
289	в отвлечении	1	1
290	в данном	10	1
291	не входит	1	1
292	тогда как	15	1
293	произведение не	1	1
294	иначе не	1	1
295	опирается на	1	1
296	без другого	1	1
297	за этим	1	1
298	ней в	2	1
299	этой стороны	1	1
300	что касается	1	1
301	перед нами	4	1
302	отношением к	1	1
303	хотя и	5	1
304	реальной действительности	1	1
305	в точке	1	1
306	о самом	1	1
307	то в	1	1
308	бы и	1	1
309	так или	1	1
310	из этих	2	1
311	с их	1	1
312	особое место	3	1
313	и событие	1	1
314	как он	2	1
315	на то	2	1
316	быть только	1	1
317	противном случае	1	1
318	не следует	3	1
319	тем не	5	1
320	разговорами о	1	1
321	все те	2	1
322	сомнению но	1	1
323	в первой	1	1
324	состоит в	12	1
325	внутренней речи	3	1
326	для последующего	1	1
327	нашего времени	1	1
328	чтобы в	2	1
329	какой бы	1	1
330	и по	3	1
331	на этом	1	1
332	людей и	1	1
333	лишь с	1	1
334	рефлексии и	1	1
335	в нее	1	1
336	что является	1	1
337	непосредственно а	1	1
338	и неизбежно	1	1
339	этом смысле	1	1
340	должен был	2	1
341	и тем	5	1
342	в итоге	3	1
343	но уже	1	1
344	он является	3	1
345	далеко не	5	1
346	новые формы	1	1
347	и уже	4	1
348	не мог	1	1
349	в этих	1	1
350	она сама	1	1
351	никаких оснований	1	1
352	в такой	1	1
353	в котором	5	1
354	не столько	5	1
355	в отличие	5	1
356	взаимоотношений и	1	1
357	направлен на	1	1
358	своего рода	9	1
359	от его	2	1
360	своем собственном	1	1
361	внешнего и	1	1
362	в силу	4	1
363	последующего развития	1	1
364	он представляется	1	1
365	но он	2	1
366	занимая в	1	1
367	которые одновременно	1	1
368	этих и	1	1
369	нельзя забывать	1	1
370	для нее	1	1
371	время здесь	1	1
372	не знает	1	1
373	тому что	3	1
374	всех их	1	1
375	случае в	1	1
376	русские формалисты	1	1
377	человека но	1	1
378	мира не	2	1
379	история в	1	1
380	иной раз	1	1
381	в обоих	2	1
382	исследовательского поля	1	1
383	не имеет	2	1
384	на котором	1	1
385	текста и	2	1
386	и притом	1	1
387	говорить о	2	1
388	того чтобы	3	1
389	занять место	1	1
390	в структуре	1	1
391	этого оно	1	1
392	и без	1	1
393	на себя	1	1
394	своей природе	2	1
395	по своей	3	1
396	жизни на	2	1
397	потому что	2	1
398	в сознании	2	1
399	в новейшей	2	1
400	эти три	1	1
401	было не	1	1
402	только с	1	1
403	этом отношении	3	1
404	мы и	1	1
405	без исключения	1	1
406	может показаться	1	1
407	составляет его	1	1
408	свое собственное	1	1
409	целом определяется	1	1
410	все то	2	1
411	не могут	1	1
412	есть только	1	1
413	того о	1	1
414	как для	1	1
415	этот внутренний	1	1
416	вовлечен в	1	1
417	что при	1	1
418	и о	1	1
419	более не	1	1
420	потому не	2	1
421	то она	1	1
422	начало нового	1	1
423	участвующие в	1	1
424	и сами	1	1
425	данном случае	6	1
426	языка и	1	1
427	характер и	3	1
428	извне и	1	1
429	то чтобы	2	1
430	так на	1	1
431	роль в	2	1
432	и иные	2	1
433	если они	1	1
434	на истории	1	1
435	что у	2	1
436	было в	1	1
437	по природе	1	1
438	здесь нет	1	1
439	во многом	1	1
440	не должны	1	1
441	по сравнению	1	1
442	приобщается к	1	1
443	ничто в	1	1
444	о ней	3	1
445	мы всегда	1	1
446	в другом	4	1
447	другими словами	1	1
448	что перед	1	1
449	той степени	1	1
450	его жизни	2	1
451	можно сказать	6	1
452	в бытии	2	1
453	а также	6	1
454	может не	1	1
455	и своей	1	1
456	внутренний мир	1	1
457	и во	1	1
458	эти два	2	1
459	на одном	2	1
460	и взаимодействия	1	1
461	именно она	1	1
462	в форме	5	1
463	вслед за	6	1
464	в современной	2	1
465	интереса к	1	1
466	не непосредственно	1	1
467	к нему	1	1
468	в двух	1	1
469	отвлечении от	1	1
470	от всего	2	1
471	в состав	3	1
472	могло быть	1	1
473	о художественном	1	1
474	очень много	1	1
475	по мнению	1	1
476	именно на	1	1
477	вследствие чего	1	1
478	так что	1	1
479	в сторону	1	1
480	себя в	2	1
481	в виде	2	1
482	конкретном целом	1	1
483	оно всегда	1	1
484	или даже	3	1
485	в данной	1	1
486	участие в	2	1
487	мир в	1	1
488	мир не	1	1
489	никто не	1	1
490	представить себе	3	1
491	у нее	4	1
492	от тех	1	1
493	художника и	1	1
494	но что	1	1
495	у него	6	1
496	отличие от	5	1
497	и конкретном	1	1
498	о действительной	1	1
499	исходили из	1	1
500	не оказывается	2	1
501	или иной	3	1
502	даже не	1	1
503	как у	4	1
504	что они	3	1
505	а именно	1	1
506	в ряде	1	1
507	во второй	2	1
508	а с	2	1
509	когда его	1	1
510	что не	1	1
511	связано с	1	1
512	полагал что	1	1
513	у человека	1	1
514	зависит от	2	1
515	к своему	2	1
516	однако и	1	1
517	в слове	3	1
518	его собственной	1	1
519	о предмете	1	1
520	не мыслится	1	1
521	об ее	1	1
522	несмотря на	2	1
523	представления о	2	1
524	литературы впрочем	1	1
525	к его	3	1
526	опытом и	1	1
527	жизни а	1	1
528	по своему	2	1
529	по поводу	2	1
530	сравнению с	1	1
531	видя в	2	1
532	с такой	1	1
533	наряду с	1	1
534	его участие	1	1
535	в той	5	1
536	говоря об	1	1
537	во все	1	1
538	ему по	1	1
539	что же	1	1
540	даже с	1	1
541	реакции на	1	1
542	мира все	1	1
543	дело здесь	1	1
544	в это	1	1
545	или хотя	1	1
546	этот не	1	1
547	только внешняя	1	1
548	он своим	1	1
549	в противном	1	1
550	между собой	3	1
551	не является	4	1
552	и для	3	1
553	слова но	1	1
554	было ясно	2	1
555	не подлежит	1	1
556	или в	1	1
557	сознания и	1	1
558	мира и	3	1
559	том что	13	1
560	к одной	1	1
561	для нас	2	1
562	еще более	1	1
563	тем более	2	1
564	и смысл	1	1
565	не должен	2	1
566	только что	2	1
567	обстоит дело	1	1
568	позицию с	1	1
569	нам в	3	1
570	не утрачивая	1	1
571	от ее	1	1
572	границу между	1	1
573	сказать что	3	1
574	существует в	1	1
575	же самой	1	1
576	о себе	1	1
577	автора в	2	1
578	в последнем	1	1
579	одновременно и	1	1
580	из этого	1	1
581	время не	1	1
582	все подобные	1	1
583	себе не	1	1
584	себе но	1	1
585	если она	1	1
586	и состоит	2	1
587	просто не	1	1
588	ее в	1	1
589	диаметрально противоположны	1	1
590	к этому	1	1
591	этой точки	1	1
