N	2gram	Losev_Vlad_1	StatiiOP
1	и в	31	29
2	том что	14	27
3	в том	11	27
4	в этом	14	21
5	не только	24	19
6	но и	19	19
7	что в	14	19
8	о том	11	17
9	в и	1	13
10	в его	12	13
11	что он	12	13
12	между прочим	11	12
13	в которой	4	11
14	то что	18	11
15	все это	5	11
16	таким образом	3	10
17	к тому	3	10
18	и т	2	9
19	в своем	4	9
20	он не	10	9
21	пушкина и	1	9
22	потому что	11	9
23	так и	6	9
24	этом отношении	1	9
25	и не	17	9
26	как на	2	9
27	но в	12	8
28	как раз	7	8
29	и пр	1	8
30	письме к	10	8
31	по поводу	12	8
32	я не	4	7
33	в ней	1	7
34	в самом	2	7
35	так например	2	7
36	но все	1	7
37	в г	1	7
38	в своей	4	7
39	в котором	6	7
40	пушкина с	1	7
41	не столько	2	7
42	тому что	1	7
43	для того	2	7
44	с тем	2	7
45	вместе с	3	7
46	одним из	2	6
47	вопрос о	1	6
48	и на	3	6
49	все же	3	6
50	т д	2	6
51	факт что	1	6
52	вовсе не	5	6
53	того чтобы	2	6
54	и его	7	6
55	об этом	7	6
56	и что	6	6
57	в одном	1	6
58	в течение	9	6
59	г в	1	5
60	в свет	1	5
61	было бы	2	5
62	точки зрения	2	5
63	того что	2	5
64	в качестве	6	5
65	в письме	8	5
66	обратить внимание	2	5
67	прежде всего	1	5
68	а не	1	5
69	о чем	1	5
70	был для	3	4
71	то обстоятельство	2	4
72	кроме того	7	4
73	хотя и	4	4
74	и к	6	4
75	не приходится	1	4
76	в нем	4	4
77	что у	4	4
78	и с	14	4
79	не в	5	4
80	дело в	4	4
81	ничего не	3	4
82	обстоятельство что	2	4
83	и о	2	4
84	внимание на	1	4
85	но с	1	4
86	связи с	1	4
87	для него	7	4
88	до того	1	4
89	с другой	3	4
90	именно в	1	4
91	в частности	2	4
92	своего времени	2	4
93	к этому	6	4
94	самом деле	1	3
95	на самом	1	3
96	русской истории	2	3
97	в году	30	3
98	в их	1	3
99	по его	2	3
100	хотя бы	2	3
101	и он	3	3
102	не был	5	3
103	но не	3	3
104	в общем	3	3
105	которые не	1	3
106	как в	3	3
107	не было	5	3
108	из книги	1	3
109	тому же	2	3
110	в начале	3	3
111	в россии	4	3
112	из них	2	3
113	ни в	2	3
114	не мог	3	3
115	в этих	1	3
116	и сейчас	2	3
117	но он	5	3
118	пять лет	1	3
119	не менее	2	3
120	что ему	1	3
121	одной из	2	3
122	не могло	1	3
123	никогда не	9	3
124	на себя	3	3
125	и по	8	3
126	тем что	2	3
127	у нас	6	3
128	у меня	2	3
129	ни у	1	3
130	с самого	1	3
131	за то	1	3
132	столько же	1	3
133	он писал	4	3
134	и здесь	3	3
135	на вопрос	1	3
136	как у	1	3
137	но это	3	3
138	года в	3	3
139	мне кажется	1	3
140	вот что	3	3
141	так что	10	3
142	ни одного	1	3
143	кажется что	2	3
144	всяком случае	2	3
145	что на	2	3
146	и даже	15	3
147	смотрел на	1	3
148	еще и	7	3
149	а с	5	3
150	до конца	1	3
151	появления в	1	3
152	так же	1	3
153	другой стороны	3	3
154	в рецензии	1	3
155	отношении к	1	3
156	во всяком	2	3
157	как известно	1	2
158	также и	10	2
159	по адресу	1	2
160	того же	6	2
161	только потому	1	2
162	из его	4	2
163	не пошел	1	2
164	то же	6	2
165	поэзии и	1	2
166	и была	1	2
167	для своего	2	2
168	на первом	2	2
169	почти все	1	2
170	в полной	2	2
171	письма к	2	2
172	это время	3	2
173	этой полемики	1	2
174	бы то	1	2
175	с его	11	2
176	письмо к	1	2
177	и который	2	2
178	тогда как	1	2
179	нет и	2	2
180	что они	3	2
181	на то	5	2
182	и я	2	2
183	в истории	4	2
184	в одной	1	2
185	и как	4	2
186	более или	3	2
187	все эти	3	2
188	выражение в	1	2
189	в этой	4	2
190	в себе	4	2
191	для которых	1	2
192	и те	1	2
193	как он	4	2
194	на его	3	2
195	больше всего	2	2
196	при этом	2	2
197	если бы	1	2
198	тем не	2	2
199	не к	1	2
200	и более	1	2
201	том же	1	2
202	то ни	1	2
203	не нашел	1	2
204	это было	6	2
205	на почве	1	2
206	истории и	1	2
207	которая была	1	2
208	в это	2	2
209	о которых	1	2
210	как и	4	2
211	несмотря на	4	2
212	в москве	8	2
213	или менее	3	2
214	которую он	2	2
215	что такое	2	2
216	в отношении	3	2
217	в №	1	2
218	был склонен	2	2
219	что я	2	2
220	от его	1	2
221	не раз	4	2
222	была не	2	2
223	что этот	3	2
224	даже в	2	2
225	и вся	1	2
226	xviii века	1	2
227	что с	2	2
228	в то	8	2
229	дело не	2	2
230	только не	1	2
231	и всегда	3	2
232	очень мало	2	2
233	и теперь	4	2
234	не может	6	2
235	не по	2	2
236	только с	1	2
237	в области	1	2
238	в каком	2	2
239	не потому	1	2
240	с и	2	2
241	искусства и	1	2
242	на это	2	2
243	где он	2	2
244	и это	2	2
245	два года	1	2
246	этому поводу	1	2
247	и сам	6	2
248	особенно в	1	2
249	во многом	2	2
250	еще в	4	2
251	он был	14	2
252	а также	5	2
253	другом месте	1	2
254	никак не	4	2
255	в значительной	1	2
256	в которую	2	2
257	что и	5	2
258	судить по	2	2
259	только в	9	2
260	по этому	2	2
261	знаком с	1	2
262	свидетельствуют о	3	2
263	раз в	1	2
264	ни с	4	2
265	в конце	9	2
266	так как	8	2
267	случае не	1	2
268	на меня	1	2
269	ли и	1	2
270	может быть	6	2
271	в них	2	2
272	ближайшим образом	1	2
273	в особенности	4	2
274	со стороны	2	2
275	и речи	3	2
276	в период	5	2
277	обращении к	1	2
278	ему не	1	2
279	с той	1	2
280	воспоминания о	1	2
281	только к	3	2
282	говорит о	1	2
283	в обращении	1	2
284	на этот	6	2
285	ниже в	1	2
286	его как	1	2
287	было для	1	2
288	его друзья	1	2
289	если не	3	2
290	и вообще	4	2
291	связь с	1	2
292	и потому	6	2
293	как это	7	2
294	это письмо	1	2
295	к своему	3	2
296	по своему	3	2
297	в данном	1	2
298	что за	1	2
299	такого рода	4	2
300	в тех	2	2
301	из этой	1	2
302	по существу	2	2
303	сравнении с	1	2
304	с этой	1	2
305	ее в	1	2
306	ко времени	2	2
307	это был	5	2
308	в результате	2	2
309	а к	22	2
310	только что	2	2
311	во время	3	2
312	ни было	1	2
313	сказать что	7	2
314	совершенно не	2	2
315	и другие	1	2
316	уже после	1	2
317	ту же	1	1
318	склонен к	1	1
319	с кем	1	1
320	и то	10	1
321	остаются для	1	1
322	к своей	2	1
323	это и	2	1
324	всего это	1	1
325	исторических материалов	1	1
326	что когда	1	1
327	и до	2	1
328	не имеют	1	1
329	разных источников	1	1
330	так живо	1	1
331	той же	2	1
332	их и	1	1
333	несколько лет	1	1
334	с с	1	1
335	мы не	1	1
336	большую роль	1	1
337	ответить на	1	1
338	этот был	1	1
339	есть нечто	1	1
340	основания и	1	1
341	не вполне	1	1
342	на свою	3	1
343	ни малейшего	1	1
344	литературы и	1	1
345	беседует с	2	1
346	еще не	2	1
347	только была	1	1
348	на них	1	1
349	и отец	2	1
350	он сам	2	1
351	участвовать в	1	1
352	сам а	1	1
353	в чем	2	1
354	обедал у	1	1
355	на своих	1	1
356	на другой	1	1
357	истинный смысл	1	1
358	понятно почему	1	1
359	при жизни	2	1
360	совсем не	4	1
361	но как	5	1
362	петра i	1	1
363	в сторону	1	1
364	ответ на	2	1
365	по отношению	1	1
366	отношение к	3	1
367	себе и	1	1
