N	2gram	Vygotskiy__1	VeschiIm
1	не может	12	33
2	не только	16	31
3	может быть	14	29
4	и не	9	28
5	и в	23	26
6	то что	17	24
7	значит что	1	22
8	это значит	1	22
9	и т	1	21
10	т д	1	20
11	а не	3	20
12	не просто	1	18
13	что я	1	16
14	и следовательно	3	15
15	в смысле	2	15
16	что она	4	14
17	только в	6	14
18	по себе	5	13
19	и что	5	13
20	того что	15	13
21	и то	3	12
22	есть не	2	12
23	все же	3	12
24	что это	3	12
25	было бы	4	12
26	и ее	7	12
27	но и	14	12
28	сказать что	11	12
29	таким образом	26	11
30	что же	1	11
31	и больше	1	10
32	то же	8	10
33	в ней	1	10
34	как бы	11	10
35	потому что	6	10
36	уже не	2	10
37	что мы	5	10
38	общаться с	1	9
39	в самом	7	9
40	и с	9	9
41	в том	24	9
42	что не	1	9
43	прежде всего	10	9
44	с ее	1	8
45	в себе	6	8
46	на то	5	8
47	и это	3	8
48	ничего не	3	8
49	также и	1	7
50	говорить о	2	7
51	если она	1	7
52	в этом	17	7
53	с другими	2	7
54	том что	21	7
55	в то	7	7
56	со своим	1	7
57	что оно	3	7
58	указывает на	2	7
59	как с	1	7
60	в свете	4	7
61	так как	7	7
62	как раз	4	7
63	и пр	2	7
64	от всего	1	7
65	совершенно не	1	7
66	есть и	1	7
67	со стороны	1	6
68	что они	3	6
69	и как	5	6
70	но в	5	6
71	бы и	2	6
72	одно и	2	6
73	что является	2	6
74	точки зрения	26	6
75	но если	1	6
76	по крайней	1	6
77	она не	3	6
78	оно есть	2	6
79	отличается от	1	6
80	можно было	3	6
81	ясно что	2	6
82	должно быть	2	6
83	крайней мере	1	6
84	так что	1	6
85	если мы	2	6
86	для него	2	6
87	но что	1	6
88	когда мы	1	6
89	в результате	4	6
90	жизни и	2	6
91	что в	14	6
92	и до	2	5
93	в сущности	6	5
94	в чем	4	5
95	но не	4	5
96	с самой	1	5
97	отнюдь не	1	5
98	чем же	1	5
99	как к	1	5
100	общение с	1	5
101	вообще не	1	5
102	содержит в	1	5
103	это не	1	5
104	с тем	7	5
105	не в	4	5
106	тем не	1	5
107	в отношении	10	5
108	не менее	1	5
109	только и	1	5
110	для себя	4	5
111	свою очередь	3	5
112	в ее	2	5
113	должны быть	1	5
114	если бы	5	5
115	для этого	5	5
116	еще не	1	5
117	звук и	2	5
118	что для	5	5
119	с этой	6	5
120	и для	1	5
121	а в	2	5
122	в свою	4	5
123	собственном смысле	5	4
124	мы не	7	4
125	я не	3	4
126	то это	1	4
127	в их	3	4
128	во всех	3	4
129	как таковая	2	4
130	независимо от	6	4
131	его на	2	4
132	с этим	6	4
133	в своем	3	4
134	с чем	1	4
135	тут не	1	4
136	и мы	3	4
137	как и	14	4
138	с точки	18	4
139	и более	5	4
140	же время	2	4
141	должен быть	4	4
142	только то	1	4
143	о том	6	4
144	с другой	10	4
145	что и	1	4
146	этот вопрос	3	4
147	то и	3	4
148	из них	1	4
149	так то	1	4
150	тем что	6	4
151	со всем	2	4
152	и даже	2	4
153	когда я	1	4
154	и потому	2	4
155	мы говорим	1	4
156	в данном	2	4
157	как только	1	4
158	не существует	1	4
159	и все	5	4
160	от того	6	4
161	между ними	2	4
162	оно не	1	4
163	сам по	3	3
164	самом деле	3	3
165	и всем	1	3
166	отношения к	3	3
167	с в	1	3
168	бы что	2	3
169	вопрос о	7	3
170	только это	1	3
171	из того	5	3
172	но даже	1	3
173	не то	1	3
174	вопроса о	2	3
175	ее как	1	3
176	как оно	1	3
177	в нем	1	3
178	по самому	1	3
179	перестает быть	1	3
180	на этом	2	3
181	могла бы	1	3
182	в жизни	1	3
183	реальности и	1	3
184	несмотря на	2	3
185	нисколько не	1	3
186	в своей	4	3
187	все это	6	3
188	их в	4	3
189	между прочим	1	3
190	как о	1	3
191	тогда когда	3	3
192	в основе	8	3
193	само по	1	3
194	того чтобы	17	3
195	ему не	1	3
196	к тому	4	3
197	на это	1	3
198	в собственном	5	3
199	понимание и	2	3
200	так и	5	3
201	нужно было	1	3
202	можно сказать	5	3
203	общение в	1	3
204	если это	2	3
205	один из	2	3
206	мы видим	4	3
207	что он	7	3
208	без этого	2	3
209	а это	1	3
210	сама по	1	3
211	мы находим	3	3
212	в одном	4	3
213	никогда не	2	3
214	а с	4	3
215	она является	1	3
216	вместе с	9	3
217	что именно	3	3
218	тому как	1	3
219	она должна	4	3
220	к пониманию	2	3
221	бы в	5	3
222	тем более	5	3
223	хотя бы	4	3
224	не быть	1	3
225	с самим	1	3
226	по законам	1	2
227	от этого	2	2
228	в сфере	3	2
229	как это	2	2
230	переход от	1	2
231	мы получили	2	2
232	в первом	2	2
233	ту же	1	2
234	мы уже	1	2
235	той же	2	2
236	как мы	5	2
237	человека и	3	2
238	оба эти	3	2
239	своей собственной	1	2
240	с но	3	2
241	себе что	1	2
242	мысли и	6	2
243	на их	2	2
244	то очевидно	1	2
245	мы будем	1	2
246	себе и	2	2
247	и таким	2	2
248	наряду с	1	2
249	как в	4	2
250	что ее	1	2
251	когда он	2	2
252	и понимания	2	2
253	я должен	1	2
254	то в	1	2
255	себе как	1	2
256	образом и	3	2
257	выражение в	1	2
258	приводит к	4	2
259	остановиться на	1	2
260	отношение вещи	1	2
261	и если	3	2
262	он не	5	2
263	о которой	1	2
264	для того	15	2
265	в силу	6	2
266	и вот	2	2
267	но все	2	2
268	а затем	5	2
269	об этом	3	2
270	на все	3	2
271	на этой	1	2
272	и тем	6	2
273	ни в	4	2
274	это общение	1	2
275	в слове	2	2
276	не мог	1	2
277	не указывает	1	2
278	бы к	1	2
279	другой вопрос	1	2
280	понимания и	1	2
281	и эти	2	2
282	тому что	5	2
283	дело в	2	2
284	и сама	1	2
285	на него	2	2
286	для всего	1	2
287	в самой	1	2
288	и его	6	2
289	понимание ее	1	2
290	однако это	1	2
291	данном случае	2	2
292	и логически	1	2
293	об отношении	12	2
294	с собой	2	2
295	не с	2	2
296	находится в	1	2
297	в виду	1	2
298	именно потому	1	2
299	но к	1	2
300	на вопрос	2	2
301	и та	1	2
302	никак не	1	2
303	может не	3	2
304	заключается в	8	2
305	разум и	1	2
306	обе эти	3	2
307	что только	1	2
308	в качестве	9	2
309	моментов в	1	2
310	относится не	1	2
311	мы можем	6	2
312	свое выражение	1	2
313	о которых	1	2
314	на ее	2	2
315	не относится	1	2
316	превращается в	3	2
317	них и	1	2
318	не сама	1	2
319	ничем не	1	2
320	о чем	2	2
321	что из	1	2
322	ближе к	2	2
323	если не	3	2
324	в частности	2	2
325	который мы	2	2
326	мы говорили	3	2
327	в первой	1	2
328	кроме того	1	2
