N	3gram	Bakhtin_Fr_6	Narrotol
1	в данном случае	2	8
2	не только в	1	6
3	в том что	2	5
4	то же время	5	4
5	той или иной	1	4
6	в то же	5	4
7	не может быть	1	4
8	по отношению к	1	3
9	в этом отношении	3	3
10	для того чтобы	1	3
11	в первом случае	3	3
12	начало и конец	2	3
13	о том что	5	2
14	в самом деле	4	2
15	до сих пор	3	2
16	но и в	2	2
17	и т.п и	2	2
18	в зависимости от	1	2
19	как раз в	1	2
20	в связи с	1	2
21	дело в том	1	2
22	можно сказать что	1	2
23	и того же	1	1
24	и т.п как	1	1
25	никогда не было	1	1
26	а за ними	1	1
27	и строго отграниченная	1	1
28	все это типичные	1	1
29	как один из	2	1
30	более или менее	1	1
31	большей или меньшей	3	1
32	не только с	2	1
33	что не имеет	1	1
34	границы между ними	1	1
35	один и тот	1	1
36	сих пор еще	3	1
37	с другой стороны	2	1
38	с точки зрения	2	1
39	и не только	1	1
40	как это было	1	1
41	как и все	1	1
42	было для него	1	1
43	в сущности в	1	1
44	до известной степени	1	1
45	сам по себе	1	1
46	в той же	4	1
47	жизни и смерти	2	1
48	в первой главе	1	1
49	как мы увидим	2	1
50	только то что	1	1
51	и то что	2	1
52	из того что	1	1
53	как он сам	1	1
54	именно в этом	1	1
55	мы еще вернемся	1	1
56	в предыдущей главе	2	1
57	или в меньшей	1	1
58	в меньшей степени	2	1
59	с одной стороны	4	1
60	ведущая роль в	1	1
61	и тот же	2	1
62	в значительной степени	1	1
63	что именно в	1	1
64	а с другой	1	1
65	и как бы	1	1
66	в большей или	3	1
67	именно это и	1	1
68	в нем не	1	1
69	не он сам	1	1
70	один из этих	1	1
71	в той или	1	1
72	большей или в	1	1
73	то есть от	1	1
74	лишь в одном	1	1
75	самом деле в	1	1
76	в следующей главе	6	1
77	то что не	1	1
78	жизни а для	1	1
79	как и всякий	1	1
80	существенную роль в	2	1
81	и т.п это	1	1
82	пор еще можно	1	1
83	но все же	1	1
84	следующей главе в	1	1
85	одного и того	1	1
86	более глубокий и	1	1
87	в третьем случае	2	1
88	во втором случае	3	1
89	тем более не	1	1
90	во всех его	3	1
91	с большей или	1	1
92	но и с	2	1
