N	2gram	Bakhtin_Fr_8	slovoVRo
1	в романе	21	46
2	и в	56	39
3	может быть	3	37
4	и его	12	33
5	то есть	24	26
6	не только	8	24
7	и не	9	22
8	но и	9	21
9	не может	2	20
10	в нем	8	19
11	до конца	11	17
12	образ языка	1	16
13	в этом	14	16
14	все это	8	16
15	так и	13	15
16	а не	2	14
17	отличие от	1	13
18	как в	1	13
19	в процессе	5	13
20	в пределах	5	13
21	слова в	1	13
22	во всех	8	12
23	литературного языка	4	12
24	в отличие	1	12
25	слово в	1	11
26	вовсе не	6	10
27	к своему	1	9
28	и с	8	9
29	не в	3	9
30	языков и	3	9
31	со своим	1	9
32	языка и	6	9
33	таким образом	17	8
34	языков в	2	8
35	себя в	1	8
36	прежде всего	6	8
37	слова и	3	8
38	точки зрения	6	8
39	еще не	10	7
40	с его	5	7
41	языком и	1	7
42	при этом	4	7
43	в этих	11	7
44	для него	2	7
45	с ним	2	7
46	никогда не	5	7
47	могут быть	1	7
48	как мы	7	7
49	язык и	2	7
50	в его	18	7
51	языка как	1	7
52	и даже	8	7
53	и потому	4	7
54	как бы	11	7
55	в сущности	8	6
56	но не	5	6
57	в своем	3	6
58	все же	2	6
59	и к	4	6
60	но в	6	6
61	все эти	15	6
62	удельный вес	1	6
63	так сказать	5	6
64	в них	11	6
65	в слове	2	6
66	как и	5	6
67	языка в	2	6
68	в значительной	2	6
69	язык в	4	6
70	в большинстве	7	6
71	чужого языка	1	6
72	там где	3	6
73	жизни и	1	6
74	например в	4	5
75	и слова	1	5
76	это не	2	5
77	том что	8	5
78	не могут	1	5
79	той или	2	5
80	двух языков	1	5
81	мира и	2	5
82	с другой	2	5
83	романа в	2	5
84	один из	5	5
85	в том	13	5
86	с одной	4	5
87	конечно не	4	5
88	уже не	3	5
89	языка а	2	5
90	и их	8	5
91	одной стороны	2	5
92	или иной	1	5
93	большинстве случаев	6	5
94	и для	2	5
95	только в	9	5
96	романа и	1	5
97	для нас	1	5
98	от него	1	5
99	и все	6	5
100	и наконец	3	5
101	языку и	1	4
102	и на	7	4
103	по отношению	1	4
104	сливается с	1	4
105	связанные с	1	4
106	всех этих	3	4
107	в узком	2	4
108	то же	11	4
109	его слове	1	4
110	всех областях	2	4
111	художественный образ	1	4
112	его в	2	4
113	с другими	1	4
114	и иных	1	4
115	на почве	1	4
116	в новое	1	4
117	ни в	2	4
118	в отношении	5	4
119	в то	12	4
120	одна из	4	4
121	в основе	4	4
122	эти формы	1	4
123	же время	10	4
124	во всем	4	4
125	что оно	1	4
126	здесь не	1	4
127	для этого	1	4
128	этого языка	1	4
129	борьба с	1	4
130	наконец в	4	4
131	дело с	1	4
132	для всех	1	4
133	и других	4	4
134	так как	4	4
135	и др	8	4
136	с помощью	3	4
137	на фоне	1	4
138	и мир	1	4
139	xix века	1	4
140	узком смысле	2	4
141	в той	6	4
142	своего языка	1	4
143	язык не	1	4
144	а в	2	4
145	отношению к	1	4
146	взаимоосвещения языков	4	3
147	ту же	4	3
148	той же	6	3
149	человека и	2	3
150	в чем	1	3
151	можно прямо	1	3
152	стороны и	1	3
153	перед нами	3	3
154	и как	2	3
155	бы и	2	3
156	с их	2	3
157	со всею	3	3
158	высказываний в	1	3
159	лишь в	1	3
160	другого языка	1	3
161	еще раз	1	3
162	с точки	2	3
163	точку зрения	1	3
164	национального языка	3	3
165	связи с	6	3
166	этом отношении	1	3
167	в ней	4	3
168	исторической жизни	2	3
169	глубоко и	1	3
170	романа а	1	3
171	а также	3	3
172	к нему	2	3
173	между тем	3	3
174	что и	3	3
175	даже на	1	3
176	слов и	3	3
177	в свете	4	3
178	быть и	1	3
179	иной степени	1	3
180	не исчерпывает	1	3
181	или даже	1	3
182	у него	7	3
183	отметить что	2	3
184	рядом с	3	3
185	в особенности	4	3
186	связан с	2	3
187	точек зрения	2	3
188	здесь в	3	3
189	в некоторых	3	3
190	исчерпывает себя	1	3
191	материал и	1	3
192	прямо сказать	1	3
193	и там	1	3
194	как к	2	3
195	в контексте	1	3
196	и от	1	3
197	но это	2	3
198	слово здесь	1	3
199	и часто	1	3
200	как для	1	3
201	что в	5	3
202	сказать что	3	3
203	речи и	3	3
204	одновременно и	1	3
205	новое время	2	2
206	одним из	5	2
207	также и	2	2
208	романе не	1	2
209	в германии	1	2
210	мы уже	10	2
211	мы не	2	2
212	при его	1	2
213	с ее	5	2
214	конечно и	3	2
215	за всеми	1	2
216	подчеркнуть что	1	2
217	другой язык	1	2
218	на них	3	2
219	не был	4	2
220	одним словом	1	2
221	оно уже	1	2
222	точка зрения	2	2
223	в новом	1	2
224	и речи	1	2
225	за пределы	4	2
226	связи и	3	2
227	кроме того	3	2
228	хотя и	2	2
229	более или	2	2
230	время это	1	2
231	в нашем	2	2
232	в себе	4	2
233	эпохи и	6	2
234	роль в	5	2
235	как он	1	2
236	на его	6	2
237	он не	5	2
238	в виде	2	2
239	и более	4	2
240	из него	1	2
241	людей и	2	2
242	в нее	1	2
243	конечно в	2	2
244	самого автора	1	2
245	зрения на	2	2
246	социальных групп	1	2
247	далеко не	2	2
248	независимо от	1	2
249	мы видели	5	2
250	чем в	1	2
251	автора и	1	2
252	смысл и	1	2
253	или менее	2	2
254	латыни и	2	2
255	и другие	5	2
256	и при	2	2
257	в их	3	2
258	франции в	1	2
259	мы сказали	1	2
260	которые в	1	2
261	но он	3	2
262	даже в	4	2
263	громадное значение	1	2
264	на котором	2	2
265	тогда когда	1	2
266	дело в	2	2
267	того как	2	2
268	идеологического сознания	1	2
269	того чтобы	4	2
270	этого жанра	1	2
271	свой язык	2	2
272	смысл его	1	2
273	в одном	2	2
274	только и	1	2
275	слова как	1	2
276	речи не	1	2
277	с одним	2	2
278	слове и	1	2
279	в области	5	2
280	и оно	1	2
281	и образ	2	2
282	на нем	1	2
283	в себя	1	2
284	так в	1	2
285	мы наблюдаем	3	2
286	в рамки	1	2
287	стремиться к	1	2
288	в другом	3	2
289	те же	1	2
290	здесь как	2	2
291	особенно в	1	2
292	точности и	1	2
293	романе и	1	2
294	и здесь	3	2
295	о том	4	2
296	и т.п	11	2
297	но мы	1	2
298	притом в	1	2
299	влияние на	1	2
300	в форме	3	2
301	еще более	1	2
302	нем и	2	2
303	единого и	1	2
304	и существенно	1	2
305	как например	3	2
306	и темное	1	2
307	речь о	1	2
308	что он	2	2
309	почти все	2	2
310	речи все	1	2
311	это очень	2	2
312	на мир	2	2
313	действительность но	1	2
314	именно на	1	2
315	со всеми	1	2
316	где они	1	2
317	уже в	2	2
318	почти до	2	2
319	на протяжении	1	2
320	он стремится	1	2
321	его и	1	2
322	в прошлом	1	2
323	для того	2	2
324	то что	3	2
325	не было	5	2
326	до сих	8	2
327	именно в	1	2
328	а именно	1	2
329	литературно-языковое сознание	3	2
330	действующих лиц	2	2
331	них и	2	2
332	которых мы	1	2
333	более того	3	2
334	его как	2	2
335	и непосредственно	1	2
336	не всегда	1	2
337	в связи	3	2
338	во франции	1	2
339	эти слова	1	2
340	вместе с	2	2
341	и особенно	1	2
342	это сознание	1	2
343	в данном	2	2
344	если оно	1	2
345	исторических и	1	2
346	есть на	1	2
347	дело идет	1	2
348	сих пор	8	2
349	и единственного	1	2
350	в более	1	2
351	известной степени	1	2
352	включает в	1	2
353	в результате	5	2
354	в языке	1	2
355	и ни	1	2
356	из существеннейших	1	2
357	все они	6	2
358	обстоит дело	1	2
359	слово самого	2	2
360	только с	1	2
361	может и	1	2
362	не знает	1	2
363	к его	3	2
364	речи как	1	2
365	они не	5	2
366	еще слишком	1	2
367	национальных языков	1	1
368	смысле слова	1	1
369	как известно	1	1
370	от личности	1	1
371	этого в	1	1
372	речь идет	1	1
373	он также	1	1
374	других языков	4	1
375	своему пределу	1	1
376	наших дней	1	1
377	того же	1	1
378	в жизненном	1	1
379	становится в	1	1
380	античным источникам	1	1
381	идет о	1	1
382	в средние	2	1
383	за собой	1	1
384	мы слышим	1	1
385	из самых	1	1
386	явления и	1	1
387	по преимуществу	2	1
388	мировоззрения и	1	1
389	и до	10	1
390	можно лишь	1	1
391	все те	2	1
392	было глубоко	2	1
393	и могут	1	1
394	и литературы	1	1
395	а как	1	1
396	и значение	1	1
397	и о	3	1
398	и свой	1	1
399	место в	1	1
400	его была	1	1
401	он как	1	1
402	и стиль	2	1
403	и новых	1	1
404	эпохи в	9	1
405	и такой	1	1
406	к началу	2	1
407	самого героя	1	1
408	единым и	1	1
409	момент в	2	1
410	и быта	3	1
411	литературы и	1	1
412	не нужно	1	1
413	между собой	1	1
414	первый план	2	1
415	и служит	1	1
416	что его	1	1
417	процесс этот	1	1
418	но конечно	1	1
419	а следовательно	1	1
420	и главное	1	1
421	различия между	1	1
422	друг к	1	1
423	видели что	3	1
424	чем это	1	1
425	совсем не	2	1
426	то он	1	1
427	к которой	1	1
428	с какими	1	1
429	к ним	2	1
430	остаются в	1	1
431	вступают в	1	1
432	в сравнениях	1	1
433	не просто	3	1
434	в едином	3	1
435	чем же	1	1
436	характер и	3	1
437	в одной	1	1
438	романе однако	1	1
439	и языки	2	1
440	пределах одной	1	1
441	все остальные	2	1
442	они дают	1	1
443	образы языков	1	1
444	целый ряд	2	1
445	связанный с	2	1
446	очень распространены	1	1
447	развития все	1	1
448	такой подход	1	1
449	в самом	9	1
450	та же	1	1
451	он в	1	1
452	почву для	1	1
453	сущности и	1	1
454	и самый	3	1
455	в этой	6	1
456	прямой и	1	1
457	и указаний	1	1
458	и те	2	1
459	начинает звучать	1	1
460	дело здесь	1	1
461	этот процесс	1	1
462	вообще не	1	1
463	что она	2	1
464	больше всего	1	1
465	и только	1	1
466	говорили в	1	1
467	и еще	2	1
468	романа где	1	1
469	романа все	1	1
470	речи в	1	1
471	ни была	1	1
472	и сам	2	1
473	характер в	3	1
474	без исключения	1	1
475	с собой	2	1
476	формы мышления	1	1
477	элементы рассеянные	1	1
478	через все	1	1
479	его границы	2	1
480	в мире	2	1
481	к другу	1	1
482	на все	1	1
483	глубокий и	1	1
484	на этой	1	1
485	это было	1	1
486	и чистой	1	1
487	действительности в	1	1
488	но самый	1	1
489	и правды	1	1
490	должен был	1	1
491	единственного языка	2	1
492	и тем	1	1
493	здесь нет	3	1
494	мог бы	1	1
495	и романа	1	1
496	о которых	1	1
497	широко пользуется	1	1
498	и идеологии	1	1
499	несмотря на	2	1
500	такой же	5	1
501	в один	1	1
502	одного и	1	1
503	этот материал	1	1
504	в эту	2	1
505	все элементы	1	1
506	в своей	2	1
507	работы в	1	1
508	мысль и	1	1
509	оно полностью	1	1
510	лежат в	1	1
511	выражений но	1	1
512	эта тема	1	1
513	языков с	1	1
514	присутствовал при	1	1
515	мы говорили	1	1
516	исторического становления	1	1
517	этой строфы	1	1
518	его современников	1	1
519	то его	1	1
520	мысли и	1	1
521	стилизации и	1	1
522	не исчерпывается	1	1
523	иным способом	1	1
524	быта и	1	1
525	своему существу	1	1
526	и вторая	1	1
527	речевой жизни	1	1
528	этих моментов	1	1
529	но во	1	1
530	своего времени	6	1
531	уже сказали	1	1
532	вещей и	11	1
533	в таких	3	1
534	словесной игре	1	1
535	языка притом	1	1
536	и вся	1	1
537	и своими	1	1
538	степень его	1	1
539	и одной	1	1
540	касаемся здесь	1	1
541	себя момент	1	1
542	до известной	1	1
543	лиц и	2	1
544	аналогичные явления	1	1
545	самого начала	1	1
546	этими двумя	1	1
547	которое нельзя	1	1
548	определенности и	1	1
549	и притом	1	1
550	и политические	1	1
551	весь этот	2	1
552	героев и	1	1
553	чтобы стать	2	1
554	опираться на	1	1
555	дело не	2	1
556	и автор	1	1
557	следовательно и	1	1
558	не стремится	1	1
559	человека от	1	1
560	и речевой	1	1
561	фоне современного	1	1
562	заложенные в	1	1
563	таким путем	1	1
564	и характер	1	1
565	по своей	4	1
566	она имеет	1	1
567	это слово	1	1
568	можем здесь	1	1
569	и ценностями	3	1
570	звучит в	1	1
571	из существенных	1	1
572	их от	1	1
573	в образах	1	1
574	в духе	4	1
575	во все	3	1
576	языке и	2	1
577	иногда даже	1	1
578	этот язык	2	1
579	было у	2	1
580	если же	1	1
581	ними где	1	1
582	числе и	2	1
583	и отдельных	2	1
584	протяжении всего	1	1
585	социальные и	1	1
586	значение это	1	1
587	правда не	1	1
588	и это	1	1
589	своим языком	1	1
590	синтаксической конструкции	1	1
591	существенное значение	2	1
592	в виду	1	1
593	как один	1	1
594	сочетается с	1	1
595	нет никакой	1	1
596	с самого	1	1
597	культуры и	2	1
598	и образа	1	1
599	на том	1	1
600	и которые	4	1
601	еще в	1	1
602	всегда включает	1	1
603	даны в	1	1
604	особого отношения	1	1
605	это как	1	1
606	одно из	1	1
607	к пределу	1	1
608	к языку	4	1
609	с некоторыми	2	1
610	не на	3	1
611	образом в	2	1
612	национальные языки	1	1
613	и что	1	1
614	можно сказать	2	1
615	науке и	1	1
616	должно было	1	1
617	и защищает	1	1
618	которой мы	1	1
619	тем или	1	1
620	наружу в	1	1
621	языка его	1	1
622	при изображении	1	1
623	во всей	2	1
624	этот последний	1	1
625	культур и	1	1
626	их удельный	1	1
627	и писать	1	1
628	века и	1	1
629	всех слов	1	1
630	в ту	4	1
631	знания и	2	1
632	и она	1	1
633	языка мы	1	1
634	условия для	1	1
635	образе языка	1	1
636	того что	1	1
637	в формах	1	1
638	всякого рода	1	1
639	важное значение	1	1
640	одной из	3	1
641	языковой и	1	1
642	именно такой	1	1
643	уже говорили	7	1
644	до нас	1	1
645	между этими	1	1
646	и ее	4	1
647	здесь с	3	1
648	вопрос об	2	1
649	в качестве	4	1
650	их индивидуализации	1	1
651	языка нужно	1	1
652	ибо все	1	1
653	с нею	1	1
654	идеологии и	3	1
655	не можем	1	1
656	так можно	1	1
657	только на	2	1
658	значение и	2	1
659	был конечно	1	1
660	в больших	1	1
661	него и	1	1
662	но самое	1	1
663	и обратно	1	1
664	это требует	1	1
665	за ним	1	1
666	всех сферах	1	1
667	характерно что	2	1
668	гоголя и	2	1
669	был почти	1	1
670	мы касаемся	1	1
671	в пространстве	1	1
672	и со	1	1
673	мы можем	1	1
674	много и	1	1
675	литературном языке	1	1
676	как раз	2	1
677	тем что	1	1
678	и оценки	1	1
679	языком мы	1	1
680	характерны для	1	1
681	в других	2	1
682	науки в	1	1
683	в письменной	2	1
684	на мировую	1	1
685	наиболее глубоким	1	1
686	не были	3	1
687	и смысловых	2	1
688	себе представить	1	1
689	романа рабле	4	1
690	и глубже	2	1
691	как у	1	1
692	говорить и	1	1
693	или меньшей	3	1
694	значений и	1	1
695	конкретные социальные	1	1
696	характерно для	1	1
697	случаев в	1	1
698	об образе	1	1
699	и образов	1	1
700	мы еще	1	1
701	могут иметь	1	1
702	вещь и	1	1
703	говорит о	2	1
704	пародии на	2	1
705	притом не	1	1
706	превращается в	1	1
707	в разговорах	1	1
708	нужно сказать	1	1
709	а на	2	1
710	самое слово	1	1
711	однако и	1	1
712	другой стороны	2	1
