N	3gram	Vinokur_St_2	FransuaR
1	то же время	1	9
2	в то же	1	9
3	для того чтобы	5	6
4	в том что	16	6
5	в этом отношении	9	5
6	в связи с	1	5
7	так же как	3	4
8	на самом деле	1	4
9	в том числе	1	4
10	как мы видели	1	4
11	до сих пор	5	3
12	в другом месте	2	2
13	в чем же	1	2
14	дело в том	4	2
15	он не только	1	2
16	в одной из	2	2
17	с точки зрения	2	2
18	в отличие от	2	2
19	совершенно так же	2	2
20	в данном случае	1	2
21	в то время	1	2
22	и др в	1	2
23	нужно сказать что	1	2
24	к тому же	2	2
25	но кроме того	1	1
26	не нуждаются в	1	1
27	том что в	2	1
28	да и в	1	1
29	в г в	3	1
30	в своем романе	1	1
31	по отношению к	1	1
32	в самом деле	2	1
33	и всегда будет	1	1
34	от реальной действительности	1	1
35	на своем пути	1	1
36	к этому и	1	1
37	что он не	4	1
38	не имеет никакого	1	1
39	то что в	2	1
40	он не может	1	1
41	вместе с тем	5	1
42	подчеркнуть что в	1	1
43	в это время	2	1
44	и в наши	1	1
45	в значительной степени	2	1
46	не могло быть	1	1
47	здесь нет и	1	1
48	в его замысле	1	1
49	в ту же	1	1
50	века и в	2	1
51	но вместе с	1	1
52	формы но и	1	1
53	но и с	2	1
54	но и вообще	1	1
55	они свидетельствуют о	1	1
56	не мог не	1	1
57	что в своей	1	1
58	так и в	2	1
59	в свою очередь	1	1
60	но он не	1	1
61	на этом основании	1	1
62	и на все	1	1
63	о том что	11	1
64	ничего общего с	1	1
65	и речи о	1	1
66	как своего рода	2	1
67	должно заметить что	1	1
68	после того как	4	1
69	по этому поводу	2	1
70	свидетельствуют о том	2	1
71	был одним из	1	1
72	тем не менее	2	1
73	не только была	1	1
74	не представляется возможным	2	1
75	как бы он	1	1
