N	3gram	Losev_Dial_4	Myshleni
1	с точки зрения	9	18
2	для того чтобы	5	15
3	в том что	9	15
4	с другой стороны	1	9
5	о том что	1	6
6	из того что	1	5
7	в собственном смысле	2	5
8	по сравнению с	2	5
9	не может быть	6	5
10	же как и	1	4
11	можно сказать что	1	4
12	в силу этого	1	3
13	на то что	3	3
14	сам по себе	2	3
15	в свою очередь	2	3
16	друг от друга	1	3
17	прежде всего в	1	2
18	и той же	3	2
19	что перед нами	1	2
20	есть прежде всего	3	2
21	на первый план	1	2
22	в зависимости от	1	2
23	то же время	6	2
24	именно в этом	1	2
25	и в частности	2	2
26	в данном случае	1	2
27	от того что	2	2
28	если мы хотим	1	2
29	я не могу	1	2
30	речь идет о	1	2
31	в то же	6	2
32	одной и той	3	2
33	только тогда когда	4	2
34	мы только что	1	2
35	даже тогда когда	1	1
36	что в результате	1	1
37	другой стороны в	1	1
38	не могло не	1	1
39	это так то	1	1
40	в чем же	2	1
41	дело в том	1	1
42	должны сказать что	1	1
43	ясно что с	1	1
44	в этом смысле	4	1
45	отличаются друг от	1	1
46	в силу того	1	1
47	во всем учении	1	1
48	что с точки	1	1
49	и не может	1	1
50	и в то	2	1
51	в чем заключается	3	1
52	в отличие от	1	1
53	так как мы	1	1
54	и именно в	1	1
55	в себе и	1	1
56	точно так же	2	1
57	и как бы	1	1
58	в одинаковой мере	1	1
59	с этой точки	2	1
60	по крайней мере	7	1
61	в своем исследовании	1	1
62	только для того	1	1
63	то понятие которое	1	1
64	и то что	1	1
65	ту или иную	2	1
66	но если так	2	1
67	то обстоятельство что	1	1
68	первый план то	1	1
69	содержит в себе	1	1
70	мы видели уже	1	1
71	если бы мы	1	1
72	не только в	1	1
73	в конце концов	1	1
74	в сущности это	1	1
75	которая заключается в	1	1
76	и в этом	3	1
77	и при этом	1	1
78	или по крайней	3	1
79	в природе и	1	1
80	если это так	1	1
81	и главным образом	1	1
82	не в силах	1	1
83	однако ясно что	1	1
84	не сама по	1	1
85	этой точки зрения	2	1
86	то что я	1	1
87	из объединения этих	1	1
88	а вместе с	1	1
89	что оно есть	2	1
90	как и все	2	1
91	но тем не	1	1
92	то что мы	2	1
93	это значит что	7	1
94	само по себе	4	1
95	мы должны сказать	1	1
96	не имеет никакой	1	1
97	и вместе с	1	1
98	не только не	1	1
99	и тем более	4	1
100	лежащее в основе	1	1
101	что в данном	1	1
102	но все же	1	1
103	мы будем говорить	1	1
104	может быть выражено	1	1
105	которые могут быть	1	1
106	хотя бы в	1	1
107	в каком отношении	1	1
108	сама по себе	5	1
109	и т д	15	1
110	тем не менее	2	1
111	это случайно возникшее	1	1
112	то же что	3	1
113	а именно в	1	1
114	ничего принципиально нового	1	1
115	в жизни и	1	1
116	поэтому если мы	1	1
117	не мог не	1	1
118	той или иной	1	1
