N	2gram	Voloshinov_1	Myslijsy
1	потому что	1	33
2	то что	6	29
3	может быть	8	26
4	таким образом	6	24
5	в этом	2	23
6	в том	2	23
7	и в	13	23
8	и не	8	18
9	что в	3	17
10	в языке	2	16
11	при этом	2	15
12	только в	6	15
13	то же	4	14
14	в себе	3	14
15	как и	3	14
16	так как	3	14
17	если бы	2	13
18	не было	1	12
19	а не	2	12
20	том что	2	12
21	не в	3	11
22	по себе	1	11
23	но и	3	11
24	не может	8	11
25	что слово	1	10
26	по отношению	3	10
27	не только	6	10
28	мы можем	4	10
29	тем что	2	10
30	что мы	1	10
31	между тем	2	9
32	мы не	4	8
33	то это	1	8
34	в своем	1	8
35	но в	4	8
36	было бы	4	8
37	другими словами	1	8
38	сказать что	1	8
39	отношению к	3	8
40	как в	2	7
41	с этим	3	7
42	на то	1	7
43	в нем	2	7
44	когда я	1	7
45	что такое	1	7
46	мысли и	1	7
47	что язык	1	7
48	по мере	1	7
49	и что	1	7
50	язык есть	1	7
51	вовсе не	2	7
52	могут быть	2	7
53	этого слова	1	7
54	и к	2	6
55	в которой	3	6
56	того как	1	6
57	когда мы	1	6
58	так и	3	6
59	тех пор	4	6
60	до тех	4	6
61	для того	1	6
62	в ряду	1	6
63	такой степени	1	6
64	вместе с	1	6
65	и то	3	5
66	до такой	1	5
67	говорить о	3	5
68	один и	1	5
69	как бы	6	5
70	должно быть	1	5
71	не менее	2	5
72	поэтического произведения	3	5
73	не имеет	2	5
74	внимание на	1	5
75	к нему	1	5
76	примыкает к	1	5
77	не можем	1	5
78	уже в	2	5
79	в его	7	5
80	для него	2	5
81	само по	1	5
82	не из	1	5
83	что же	3	5
84	слова и	2	5
85	все это	4	5
86	тем более	1	5
87	а в	2	5
88	одно слово	1	5
89	только потому	1	4
90	есть не	2	4
91	и о	1	4
92	в истории	1	4
93	думать что	2	4
94	для человека	1	4
95	его в	1	4
96	и тем	2	4
97	мы имеем	1	4
98	между собою	2	4
99	точки зрения	7	4
100	тем не	1	4
101	и более	1	4
102	в то	1	4
103	того чтобы	1	4
104	это слово	1	4
105	в сознании	4	4
106	языке и	1	4
107	же самое	1	4
108	и может	2	4
109	быть может	1	4
110	что он	1	4
111	хотя бы	5	4
112	в одном	3	4
113	только на	1	4
114	как же	1	4
115	самое слово	1	4
116	так же	2	4
117	в данном	2	4
118	да и	3	4
119	и все	3	4
120	слово в	3	4
121	по поводу	1	4
122	например в	1	3
123	человека и	1	3
124	самом деле	3	3
125	на самом	1	3
126	и есть	1	3
127	и до	1	3
128	мы уже	2	3
129	еще не	1	3
130	мысль что	1	3
131	то мы	1	3
132	к слову	1	3
133	там где	2	3
134	для создания	1	3
135	в действительности	2	3
136	в самом	2	3
137	все эти	2	3
138	так в	1	3
139	и тот	1	3
140	и если	1	3
141	к одному	3	3
142	в каждом	4	3
143	лишь в	4	3
144	от одного	1	3
145	в них	2	3
146	все равно	1	3
147	не всегда	1	3
148	с точки	5	3
149	но это	1	3
150	в которых	1	3
151	их в	1	3
152	возможно только	1	3
153	слово для	1	3
154	в науке	1	3
155	связанная с	1	3
156	никогда не	3	3
157	в разных	1	3
158	же время	1	3
159	связи с	1	3
160	до того	1	3
161	должны быть	1	3
162	к тому	2	3
163	языка и	5	3
164	те же	2	3
165	ту же	1	3
166	мы в	1	3
167	из одного	1	3
168	в виду	1	3
169	образом мы	1	3
170	и следовательно	2	3
171	с ними	2	3
172	этот вопрос	1	3
173	этим словом	1	3
174	в поэзии	5	3
175	и других	1	3
176	себе в	1	3
177	и их	7	3
178	даже и	1	3
179	нет ничего	2	3
180	ко всем	1	3
181	в гумбольдта	1	3
182	только что	1	3
183	и вместе	1	3
184	в искусстве	3	3
185	в процессе	5	3
186	но тем	1	2
187	нам кажется	1	2
188	можно лишь	1	2
189	а как	2	2
190	что иное	2	2
191	не вполне	1	2
192	но даже	1	2
193	собою и	1	2
194	в ней	2	2
195	и сами	1	2
196	иное как	2	2
197	нам представляется	1	2
198	столь же	1	2
199	в различных	1	2
200	тем как	1	2
201	то он	1	2
202	и чем	1	2
203	эта связь	1	2
204	его к	1	2
205	не дано	1	2
206	с языком	1	2
207	что она	1	2
208	он все	1	2
209	состоит в	1	2
210	не как	3	2
211	отношений между	2	2
212	для понимания	1	2
213	из него	1	2
214	подобно тому	1	2
215	здесь мы	3	2
216	в мире	1	2
217	об этом	1	2
218	этом мы	1	2
219	она и	1	2
220	но что	1	2
221	и при	2	2
222	что до	1	2
223	о языке	2	2
224	вопрос о	1	2
225	тому что	1	2
226	виду что	1	2
227	и другое	1	2
228	самого начала	2	2
229	мысли в	1	2
230	иметь в	1	2
231	и его	12	2
232	в области	2	2
233	и вполне	1	2
234	говоря словами	1	2
235	и это	1	2
236	не существует	1	2
237	не могу	1	2
238	в ее	3	2
239	данном случае	2	2
240	на том	1	2
241	в образе	1	2
242	можно было	1	2
243	представлений и	2	2
244	пор пока	3	2
245	и здесь	1	2
246	в самой	1	2
247	но мы	4	2
248	в ряд	2	2
249	природы и	1	2
250	бы в	2	2
251	в другой	1	2
252	ко второму	1	2
253	может иметь	2	2
254	но так	2	2
255	быть и	1	2
256	один из	1	2
257	в двух	4	2
258	мы видим	2	2
259	тот же	2	2
260	в выражении	1	2
261	конечно не	1	2
262	и у	1	2
263	в виде	1	2
264	никто не	1	2
265	отношение к	1	2
266	из нее	1	2
267	тела и	3	2
268	с другой	2	2
269	с известным	1	2
270	и др	2	2
271	превращается в	3	2
272	которые не	1	2
273	языка в	1	2
274	как ни	1	2
275	равно как	1	2
276	на который	1	2
277	нее как	1	2
278	в течение	2	2
279	тому как	1	2
280	быть не	1	2
281	художественное произведение	2	2
282	и для	3	2
283	не знаем	1	2
284	от него	1	2
285	и как	1	2
286	мы должны	6	2
287	сводятся к	1	2
288	понимается как	1	2
289	не что	2	2
290	только о	1	2
291	к другим	1	2
292	в своих	2	2
293	себя как	1	1
294	вряд ли	3	1
295	произведения но	2	1
296	можно говорить	1	1
297	не думает	1	1
298	одним из	1	1
299	художественного произведения	5	1
300	связана с	3	1
301	родного языка	1	1
302	того же	1	1
303	художественных произведений	2	1
304	науки о	1	1
305	и укрепляет	1	1
306	к другому	1	1
307	по которым	1	1
308	в их	3	1
309	когда ребенок	1	1
310	в несколько	1	1
311	которую мы	1	1
312	и над	1	1
313	ему в	1	1
314	основании что	1	1
315	словом здесь	1	1
316	зависимости от	2	1
317	себе что	2	1
318	слово не	1	1
319	в чем	2	1
320	средств и	1	1
321	но не	1	1
322	явлений и	2	1
323	эта особенность	1	1
324	отличие от	1	1
325	нет и	1	1
326	разница в	1	1
327	и речи	1	1
328	систему и	1	1
329	несомненно что	1	1
330	его на	2	1
331	с понятием	1	1
332	самое образование	1	1
333	для которой	1	1
334	звука и	1	1
335	где она	1	1
336	будут носить	1	1
337	и отчасти	2	1
338	явления языка	1	1
339	существует лишь	1	1
340	и через	1	1
341	в этой	1	1
342	к двум	1	1
343	сюда относятся	1	1
344	жизнь как	1	1
345	если он	1	1
346	мы получим	2	1
347	для исследования	2	1
348	и лучше	1	1
349	явлений или	1	1
350	особенно ясно	1	1
351	на этом	1	1
352	его можно	1	1
353	ее жизни	1	1
354	и наоборот	1	1
355	что такой	1	1
356	на все	1	1
357	входит в	2	1
358	заключается в	1	1
359	понятие об	1	1
360	может стать	2	1
361	еще одно	1	1
362	только одно	1	1
363	и произошло	1	1
364	далеко не	1	1
365	существует то	1	1
366	развития которая	1	1
367	нуждаются в	1	1
368	обратимся к	1	1
369	и тогда	1	1
370	не мог	2	1
371	к тем	1	1
372	от своего	2	1
373	в своей	4	1
374	к истории	1	1
375	в такой	1	1
376	к предмету	2	1
377	приведем пример	1	1
378	своего рода	2	1
379	том основании	1	1
380	человеческого тела	1	1
381	бы мы	1	1
382	есть его	1	1
383	на всю	1	1
384	бы быть	1	1
385	всего его	1	1
386	что те	1	1
387	в отношении	2	1
388	о значении	1	1
389	эта способность	1	1
390	что эта	2	1
391	но для	3	1
392	истории и	1	1
393	как о	1	1
394	в определении	1	1
