N	3gram	Tiupa_Narr_2	DiskursI
1	в отличие от	5	12
2	в данном случае	6	6
3	в том что	8	6
4	то же время	3	5
5	по отношению к	5	4
6	в этом отношении	3	4
7	в то же	3	4
8	с одной стороны	5	4
9	так и в	1	3
10	не может быть	2	3
11	при всей своей	2	3
12	и все же	2	3
13	о том что	4	3
14	той или иной	3	3
15	в строгом значении	1	2
16	и того же	1	2
17	одной стороны и	1	2
18	в обоих случаях	1	2
19	состоит в том	4	2
20	подобно тому как	2	2
21	в соответствии с	3	2
22	с точки зрения	2	2
23	между жизнью и	1	2
24	и не может	2	2
25	в основе своей	1	2
26	на мой взгляд	1	2
27	жизнью и смертью	1	2
28	не сводится к	6	2
29	но при этом	3	2
30	текста а не	1	2
31	по природе своей	1	2
32	несет в себе	1	2
33	на первый взгляд	1	2
34	я в мире	2	2
35	одного и того	1	2
36	по большей части	3	2
37	по своей природе	2	1
38	присутствия я в	2	1
39	ни о чем	1	1
40	но одновременно это	1	1
41	ведет задушевный разговор	1	1
42	в чем не	1	1
43	и не умер	1	1
44	коммуникативной эстетической и	1	1
45	при всей ее	1	1
46	возбуждающем некие рецептивные	1	1
47	двусмысленный четкий потому	1	1
48	отсюда столь значительные	1	1
49	в той или	1	1
50	как коммуникативного события	1	1
51	мира дающей масштабы	1	1
52	себя в другом	1	1
53	ответ на правильно	1	1
54	к себе самому	3	1
55	прежде всего следует	1	1
56	смыслового завершения ответ	1	1
57	наделять чеховский текст	1	1
58	мы имеем дело	2	1
59	прежде всего на	1	1
60	событийного ряда возбуждающем	1	1
61	представляет собой как	1	1
62	тогда как наррация	1	1
63	может быть сведена	1	1
64	эстетической и моральной	1	1
65	и вследствие этого	2	1
66	пребывания в мире	2	1
67	ряда возбуждающем некие	1	1
68	с каждым читателем	1	1
69	построений зрелого чехова	1	1
70	целого но заключительный	1	1
71	двух или нескольких	1	1
72	текста чеховедами самой	1	1
73	том что ни	1	1
74	искусно формирует все	1	1
75	в самом деле	1	1
76	даме с собачкой	1	1
77	что является событием	1	1
78	или иного рода	1	1
79	того или иного	3	1
80	всегда одновременно четкий	1	1
81	которая состоит в	2	1
82	порой расхождения в	1	1
83	и другого проблематично	1	1
84	правильно поставленный вопрос	1	1
85	читателем ведет задушевный	1	1
86	[...] а потом	1	1
87	необходимые предпосылки для	1	1
88	настроенный читатель получает	1	1
89	и в то	1	1
90	предпосылки для классической	1	1
91	заключительный акт смыслового	1	1
92	дающей масштабы того	1	1
93	завершенности целого но	1	1
94	что полюс подлинного	1	1
95	и т.п но	1	1
96	тональности одного и	1	1
97	будто автор с	1	1
98	того и другого	1	1
99	для чеховских произведений	1	1
100	и того и	1	1
101	по аналогии с	1	1
102	одновременно четкий и	1	1
103	в другом и	1	1
104	в даме с	1	1
105	значении данного термина	1	1
106	самой высокой квалификации	1	1
107	в той мере	2	1
108	а с другой	1	1
109	этико-интеллектуальное содержание и	1	1
110	предполагает со стороны	1	1
111	зрелого чехова всегда	1	1
112	положителен по отношению	1	1
113	столь значительные порой	1	1
114	две жизни гурова	1	1
115	на правильно поставленный	1	1
116	акт смыслового завершения	1	1
117	и двусмысленный четкий	1	1
118	а стало быть	1	1
119	как правило не	1	1
120	состоит в напряжении	1	1
121	субъекта представляет собой	1	1
122	подлинного положителен по	1	1
123	чеховедами самой высокой	1	1
124	в рамках которого	1	1
125	человеческого я в	1	1
126	для классической эстетической	1	1
127	такой картины мира	1	1
128	человек в футляре	1	1
129	наедине отсюда столь	1	1
130	формирует все необходимые	1	1
131	того что является	1	1
132	эффект чеховского письма	1	1
133	разговор наедине отсюда	1	1
134	создается характерный эффект	1	1
135	а также и	1	1
136	чехова всегда одновременно	1	1
137	в равной степени	2	1
138	эмоционально-волевой тональности одного	1	1
139	по сути дела	1	1
140	коммуникативного события в	1	1
141	четкий и двусмысленный	1	1
142	напоминает майевтику сократа	1	1
143	оставляет читателю апеллируя	1	1
144	его коммуникативной эстетической	1	1
145	содержание и того	1	1
146	отношению к неподлинному	1	1
147	вопрос автор оставляет	1	1
148	но заключительный акт	1	1
149	не в том	1	1
150	одновременно это и	1	1
151	несут в себе	1	1
152	же текста чеховедами	1	1
153	быть сведена к	1	1
154	событием самого рассказывания	1	1
155	с другой в	1	1
156	истолковании эмоционально-волевой тональности	1	1
157	считал главной для	1	1
158	во всяком случае	1	1
159	задушевный разговор наедине	1	1
160	главной для чеховских	1	1
161	напряжении событийного ряда	1	1
162	мере в какой	2	1
163	чеховского письма будто	1	1
164	чеховских произведений нет	1	1
165	автор с каждым	1	1
166	но этико-интеллектуальное содержание	1	1
167	не упускать из	1	1
168	апеллируя к его	1	1
169	этим создается характерный	1	1
170	человеческого присутствия в	1	1
171	которое может быть	1	1
172	только в качестве	1	1
173	ни в чем	1	1
174	с той или	1	1
175	но в рамках	1	1
176	характерный эффект чеховского	1	1
177	обратим внимание на	1	1
178	автор оставляет читателю	1	1
179	потому что полюс	1	1
180	все необходимые предпосылки	1	1
181	получает возможность наделять	1	1
182	а настроенный пессимистически	1	1
183	то есть в	1	1
184	состоит в нарастании	1	1
185	поставленный вопрос автор	1	1
186	упускать из виду	1	1
187	эстетической завершенности целого	1	1
188	четкий потому что	1	1
189	читателю апеллируя к	1	1
190	каждым читателем ведет	1	1
191	мысль о том	2	1
192	в конечном счете	3	1
193	что ведет к	1	1
194	событие состоит в	1	1
195	завершения ответ на	1	1
196	героя в этом	1	1
197	расхождения в истолковании	1	1
198	можно сказать что	3	1
199	возможность наделять чеховский	1	1
200	масштабы того что	1	1
201	не говорит об	1	1
202	существенную роль в	2	1
203	некие рецептивные ожидания	1	1
204	к человеку а	1	1
205	значительные порой расхождения	1	1
206	на этом свете	1	1
207	времени и пространства	2	1
208	в полной мере	1	1
209	настоящего времени в	1	1
210	в большинстве случаев	1	1
211	того же текста	1	1
212	свидетеля и судии	2	1
213	полюс подлинного положителен	1	1
214	к его коммуникативной	1	1
215	в силу своей	1	1
216	возможна только в	1	1
217	той мере в	2	1
218	и адресата к	1	1
219	письма будто автор	1	1
220	идентифицировать себя с	1	1
221	тем не менее	4	1
222	писал бахтин имеет	1	1
223	оптимистически настроенный читатель	1	1
224	в себе самом	2	1
225	классической эстетической завершенности	1	1
226	все то что	2	1
227	в модальности убеждения	1	1
228	никогда не тождествен	1	1
229	в напряжении событийного	1	1
230	читатель получает возможность	1	1
231	в истолковании эмоционально-волевой	1	1
232	разрешения жизненной драмы	1	1
