N	2gram	Bakhtin_Pr_4	Komedia
1	и в	46	26
2	и не	27	14
3	и его	6	12
4	к тому	2	12
5	так и	4	12
6	тому же	1	11
7	может быть	23	11
8	в том	9	11
9	в этом	16	10
10	но и	12	10
11	том что	4	9
12	молодого человека	1	9
13	если бы	3	9
14	вместе с	2	9
15	что в	4	9
16	было бы	3	8
17	и на	11	7
18	не только	14	7
19	на себя	4	7
20	что и	3	7
21	еще не	7	6
22	в своем	3	6
23	о том	5	6
24	в нем	17	6
25	в доме	1	6
26	таким образом	4	6
27	в то	5	6
28	того чтобы	1	6
29	потому что	4	6
30	и здесь	4	6
31	в двух	1	6
32	во время	1	6
33	то что	4	6
34	с его	5	5
35	что он	6	5
36	так что	2	5
37	с этим	2	5
38	а затем	1	5
39	ни в	6	5
40	себя внимание	2	5
41	и с	7	5
42	один из	1	5
43	опять же	1	5
44	к этому	1	5
45	уже в	4	4
46	хотя и	6	4
47	в самом	9	4
48	что это	1	4
49	в целом	1	4
50	из этих	3	4
51	с их	1	4
52	на афинской	1	4
53	в них	1	4
54	как и	12	4
55	в этих	4	4
56	место в	1	4
57	тому что	1	4
58	не менее	2	4
59	это слово	5	4
60	как будто	1	4
61	как мы	12	4
62	что у	1	4
63	можно было	2	4
64	еще в	1	4
65	его в	1	4
66	между тем	2	4
67	в его	9	4
68	только в	6	4
69	так как	5	4
70	у него	5	4
71	в последние	1	4
72	на этот	2	4
73	что для	1	4
74	прежде всего	9	4
75	в руках	2	4
76	в частности	1	4
77	как это	1	4
78	все же	4	4
79	и для	3	4
80	точки зрения	11	4
81	например в	4	3
82	в котором	5	3
83	то же	6	3
84	в их	4	3
85	той же	3	3
86	вопрос о	2	3
87	того же	3	3
88	это время	1	3
89	в ней	1	3
90	во всех	5	3
91	в обеих	1	3
92	как правило	1	3
93	но не	4	3
94	по отношению	5	3
95	как в	4	3
96	но в	6	3
97	со своей	1	3
98	так или	1	3
99	в этой	3	3
100	как он	3	3
101	друг другу	1	3
102	но все	2	3
103	человека в	1	3
104	в каждом	6	3
105	при всем	2	3
106	но если	3	3
107	того как	2	3
108	в самой	5	3
109	же время	5	3
110	связи с	1	3
111	что на	1	3
112	но там	1	3
113	и сам	5	3
114	и поэтому	1	3
115	из произведений	1	3
116	к нему	5	3
117	а у	1	3
118	себя в	3	3
119	и типов	1	3
120	мы знаем	1	3
121	и их	3	3
122	никто не	1	3
123	друг друга	6	3
124	мы можем	4	3
125	тем что	3	3
126	даже не	1	3
127	или иначе	1	3
128	здесь в	2	3
129	не было	2	3
130	так называемой	1	3
131	в связи	1	3
132	и особенно	1	3
133	в тех	1	3
134	отношению к	5	3
135	да и	4	3
136	все это	6	3
137	мы найдем	1	3
138	или в	8	3
139	для нас	2	3
140	а в	2	3
141	в своей	3	3
142	жизни и	5	3
143	по поводу	1	3
144	том числе	4	3
145	не может	19	3
146	одним из	3	2
147	и есть	1	2
148	перед лицом	1	2
149	в первом	1	2
150	из его	1	2
151	мы имеем	3	2
152	мы не	4	2
153	из самых	1	2
154	не вполне	1	2
155	то это	3	2
156	в виду	4	2
157	есть для	1	2
158	в ее	1	2
159	и другие	3	2
160	если в	2	2
161	отличие от	3	2
162	ведь мы	2	2
163	в одной	2	2
