N	3gram	Bakhtin_KF_1	Problema
1	тем не менее	2	10
2	в том что	2	9
3	вовсе не есть	2	8
4	той или иной	2	8
5	то же самое	1	7
6	и то что	1	7
7	во всяком случае	1	6
8	и в этом	3	6
9	не может быть	11	5
10	ни в каком	2	4
11	бы то ни	2	4
12	в то же	2	4
13	той или другой	1	4
14	дело здесь не	2	3
15	дело в том	1	3
16	того или иного	3	3
17	не было бы	3	3
18	здесь не в	1	3
19	и тем не	1	3
20	может быть и	1	3
21	то ни было	2	3
22	и в его	1	3
23	когда мы говорим	1	3
24	само по себе	1	3
25	это и не	1	3
26	а не просто	1	3
27	в том смысле	1	3
28	что и в	1	3
29	по себе а	1	3
30	это уже не	1	2
31	ровно ничего не	1	2
32	в настоящее время	1	2
33	с точки зрения	9	2
34	в чем не	4	2
35	мы говорим о	1	2
36	то или иное	2	2
37	если мы возьмем	1	2
38	и как бы	1	2
39	и ни в	2	2
40	ни в чем	4	2
41	на самом деле	3	2
42	и тем самым	1	2
43	не значит что	1	2
44	дело не в	1	2
45	могло бы быть	1	2
46	и только в	2	2
47	не есть просто	1	2
48	от себя не	1	1
49	и того же	1	1
50	а во втором	1	1
51	и может быть	2	1
52	и говорить о	1	1
53	то что и	1	1
54	но это уже	2	1
55	ничем не отличаются	1	1
56	образом и в	1	1
57	чего не было	1	1
58	это не есть	3	1
59	а не в	2	1
60	хотя бы только	1	1
61	в котором он	3	1
62	как о принципе	1	1
63	для нас как	1	1
64	имеют дело с	1	1
65	уже не в	1	1
66	себя в нем	1	1
67	не есть принцип	1	1
68	другое дело когда	2	1
69	все эти различения	2	1
70	вовсе не значит	2	1
71	до того что	1	1
72	предмет как бы	1	1
73	но это не	1	1
74	и само это	1	1
75	во всей его	2	1
76	и не в	1	1
77	не должен здесь	1	1
78	но все они	1	1
79	и в своем	1	1
80	в целом и	2	1
81	время и в	1	1
82	до конца и	1	1
83	при таком положении	1	1
84	или в виде	1	1
85	но может быть	1	1
86	все это можно	1	1
87	смысле этого слова	1	1
88	ничего общего не	2	1
89	ее и по	1	1
90	общее и индивидуальное	1	1
91	во всех этих	2	1
92	в одном случае	1	1
93	это не значит	1	1
94	лежащий в основе	1	1
95	в индивидуальность а	1	1
96	и все же	1	1
97	ввиду того что	1	1
98	мы не можем	1	1
99	но никто не	1	1
100	отнюдь не значит	1	1
101	в первом случае	1	1
102	отнюдь не являются	1	1
103	равно как и	1	1
104	но отнюдь не	1	1
105	как бы ни	1	1
106	едва ли кто-нибудь	1	1
107	не менее в	1	1
108	ту или иную	1	1
109	конечно дело здесь	1	1
110	только в том	1	1
111	на то что	1	1
112	одного и того	1	1
113	к тому что	1	1
114	в ту или	1	1
115	для того чтобы	1	1
116	общего не имеет	1	1
117	может быть в	3	1
118	только тогда когда	1	1
119	и вопрос о	1	1
120	которой он не	1	1
