N	3gram	Bakhtin_Fr_2	DiskursI
1	в том что	1	13
2	по отношению к	1	9
3	с одной стороны	3	9
4	о том что	3	5
5	то же время	6	4
6	это прежде всего	1	3
7	не может быть	4	3
8	с другой стороны	3	3
9	существенную роль в	1	3
10	в то же	6	3
11	и в особенности	1	2
12	подобно тому как	2	2
13	одной стороны и	1	2
14	в одной из	1	2
15	в наше время	1	2
16	в значительной степени	2	2
17	большей или меньшей	3	2
18	в том чтобы	1	2
19	не только в	5	2
20	то есть в	1	2
21	можно сказать что	2	2
22	в этом случае	1	1
23	к однозначности и	1	1
24	точка зрения на	1	1
25	прежде всего как	1	1
26	прежде всего в	1	1
27	дело в том	1	1
28	своего значения и	1	1
29	на самом деле	1	1
30	в этом последнем	1	1
31	громадное значение в	1	1
32	также и в	1	1
33	то есть к	1	1
34	именно в том	1	1
35	илиада и одиссея	1	1
36	с точки зрения	5	1
37	до сих пор	4	1
38	и не может	1	1
39	и в то	2	1
40	в строгом смысле	1	1
41	в последующие века	2	1
42	в первую очередь	1	1
43	тех случаях когда	1	1
44	только то что	2	1
45	что в них	1	1
46	только потому что	1	1
47	как мы видели	2	1
48	в xvii веке	10	1
49	точкой зрения на	1	1
50	содержит в себе	2	1
51	далеко не всегда	1	1
52	один из наиболее	1	1
53	потому что в	1	1
54	в большей или	3	1
55	или меньшей степени	3	1
56	лично для себя	1	1
57	для своего времени	1	1
58	в xix веке	3	1
59	во всяком случае	2	1
60	в целом ряде	1	1
61	в новое время	1	1
62	и эти жанры	1	1
63	в свое время	3	1
64	до наших дней	2	1
65	стороны и к	1	1
66	в тех случаях	1	1
67	того или иного	1	1
68	в этом отношении	3	1
69	дошли до нас	1	1
70	но исключительно в	1	1
71	значение в истории	1	1
72	во все сферы	1	1
73	до известной степени	1	1
74	к тому или	1	1
75	он направлен на	1	1
76	так и в	1	1
77	там же с	2	1
78	на ранних стадиях	1	1
79	или во всяком	1	1
80	на то что	1	1
81	и прежде всего	1	1
82	лишь в тех	1	1
83	но все же	2	1
84	во всех его	1	1
85	в большинстве случаев	1	1
86	как и в	1	1
