N	4gram	Losev_Prob_2	FransuaR
1	в той или иной	1	2
2	в том числе и	2	2
3	одной и той же	2	2
4	мы имеем в виду	1	1
5	но как раз это	1	1
6	xix и xx веков	1	1
7	сказать несколько слов о	1	1
8	какой бы то ни	1	1
9	бы то ни было	1	1
10	и не может быть	1	1
11	свидетельствует о том что	1	1
12	не что иное как	3	1
13	о том что в	1	1
14	время не может быть	1	1
15	и в данном случае	1	1
16	в обычном смысле слова	1	1
17	всегда в той или	1	1
18	и в настоящее время	1	1
19	в точном смысле слова	1	1
20	в узком смысле слова	1	1
21	одним и тем же	1	1
22	в связи с этим	2	1
23	есть не что иное	3	1
24	и xx веков в	1	1
