N	2gram	Ircho_Kome_1	Myshleni
1	в том	11	33
2	том что	12	27
3	точки зрения	4	26
4	то что	2	20
5	в этом	3	19
6	того что	1	17
7	не только	10	15
8	и в	22	15
9	таким образом	8	14
10	что в	6	14
11	того чтобы	1	12
12	говорит он	1	12
13	что он	6	12
14	в самом	2	11
15	мы не	3	10
16	в целом	3	10
17	было бы	2	10
18	для того	1	10
19	но и	11	10
20	мы можем	4	10
21	в сущности	2	9
22	в своем	1	9
23	о том	8	9
24	может быть	9	9
25	не может	2	9
26	не в	6	8
27	казалось бы	3	8
28	так и	5	8
29	и что	1	8
30	к действительности	1	8
31	едва ли	7	7
32	он не	3	7
33	высшей степени	1	7
34	в высшей	1	7
35	по себе	1	7
36	к тому	6	7
37	тот же	3	7
38	с одной	3	7
39	потому что	5	7
40	мы знаем	2	7
41	одной стороны	3	7
42	как бы	1	7
43	и не	8	7
44	во всяком	2	7
45	как известно	2	6
46	в зависимости	1	6
47	мы уже	1	6
48	зависимости от	1	6
49	по отношению	3	6
50	в этой	7	6
51	в истории	5	6
52	и к	1	6
53	что это	1	6
54	как он	1	6
55	на то	3	6
56	к выводу	1	6
57	как и	9	6
58	мы видели	2	6
59	всяком случае	2	6
60	в отношении	6	6
61	как мы	4	6
62	но в	4	6
63	по своей	2	6
64	вовсе не	2	6
65	с другой	5	6
66	к которому	3	6
67	на этот	1	6
68	в частности	3	6
69	вместе с	2	6
70	как это	3	6
71	сказать что	1	6
72	то же	6	5
73	вопрос о	3	5
74	говорит что	1	5
75	уже в	5	5
76	приводит к	1	5
77	можно было	1	5
78	и даже	5	5
79	друг друга	1	5
80	представление о	1	5
81	и др	1	5
82	по существу	1	5
83	отношению к	3	5
84	все что	2	5
85	из того	1	4
86	хотя бы	1	4
87	из этих	1	4
88	независимо от	2	4
89	как в	5	4
90	все же	3	4
91	в которой	6	4
92	что все	1	4
93	в них	3	4
94	к которым	1	4
95	несмотря на	4	4
96	со всей	1	4
97	в эту	1	4
98	с развитием	1	4
99	к этому	4	4
100	даже в	3	4
101	того как	3	4
102	и его	8	4
103	с и	1	4
104	в совершенно	1	4
105	и с	3	4
106	в пользу	1	4
107	на вопрос	1	4
108	так как	4	4
109	только в	3	4
110	который в	2	4
111	в качестве	4	4
112	для всех	2	4
113	в начале	3	4
114	потребность в	1	4
115	как раз	3	4
116	в предисловии	1	4
117	а с	1	4
118	прежде всего	5	4
119	так же	3	4
120	предисловии к	1	4
121	все это	5	4
122	а в	6	4
123	мы сумеем	1	4
124	по поводу	4	4
125	на самом	1	3
126	идет о	3	3
127	здесь и	2	3
128	и ее	3	3
129	в общем	1	3
130	должны были	8	3
131	очевидно что	1	3
132	что они	4	3
133	что именно	1	3
134	с этим	1	3
135	смысле этого	1	3
136	когда он	1	3
137	он в	1	3
138	что она	1	3
139	при этом	5	3
140	что у	2	3
141	состоит в	1	3
142	и по	6	3
143	об этом	1	3
144	те же	1	3
145	о которых	5	3
146	во время	5	3
147	ни малейшего	2	3
148	в которых	1	3
149	для этого	2	3
150	из которых	2	3
151	этом отношении	3	3
152	для себя	2	3
153	и это	1	3
154	данном случае	1	3
155	действия и	1	3
156	которое мы	1	3
157	и сам	3	3
158	с собой	1	3
159	из двух	1	3
160	с ним	1	3
161	ничего не	3	3
162	утверждает что	1	3
163	и только	1	3
164	одной из	3	3
165	но не	2	3
166	в следующем	2	3
167	вернуться к	2	3
168	речь в	1	3
169	из них	10	3
170	отличие от	2	3
171	со стороны	2	3
172	в отличие	1	3
173	только что	2	3
174	и особенно	4	3
175	в данном	1	3
176	возникновения и	1	3
177	этого слова	1	3
178	в первые	2	3
179	об отношении	2	3
180	или в	2	3
181	в результате	4	3
182	развития и	1	3
183	и все	3	3
184	от потребностей	1	3
185	бы с	1	3
186	того же	2	3
187	к этой	1	3
188	том числе	1	3
189	они не	1	3
190	ли можно	1	2
191	ту же	2	2
192	речь идет	3	2
193	также и	1	2
194	же как	3	2
