N	2gram	Losev_Vesc_1	Problema
1	и в	21	30
2	в своей	5	22
3	не только	36	18
4	то что	27	18
5	в этом	4	17
6	том что	8	17
7	и даже	6	14
8	таким образом	8	13
9	но и	18	13
10	потому что	16	13
11	также и	6	12
12	о том	6	12
13	в его	2	12
14	а именно	1	12
15	в том	8	12
16	и не	29	12
17	так что	5	11
18	в своем	6	11
19	у него	2	11
20	в этой	3	10
21	в виде	1	10
22	для нас	2	10
23	точки зрения	5	10
24	все же	4	9
25	но в	5	9
26	только в	14	9
27	и все	5	9
28	сказать что	17	9
29	хотя и	4	8
30	с точки	3	8
31	никак не	3	8
32	в конце	2	8
33	вовсе не	10	8
34	но не	5	7
35	как и	8	7
36	не в	5	7
37	никогда не	2	7
38	у нас	7	7
39	в дальнейшем	1	7
40	так и	3	7
41	что он	1	7
42	мы находим	2	7
43	может быть	16	7
44	говорит о	1	7
45	в результате	3	7
46	вместе с	1	7
47	тут же	2	6
48	и как	8	6
49	в нем	2	6
50	при помощи	2	6
51	его в	2	6
52	несмотря на	1	6
53	и его	2	6
54	можно сказать	6	6
55	и что	15	6
56	что и	3	6
57	уже не	9	6
58	так как	7	6
59	с другой	6	6
60	прежде всего	9	6
61	как бы	12	6
62	и для	9	6
63	конце концов	2	6
64	а в	4	6
65	другой стороны	2	6
66	и то	10	5
67	для себя	5	5
68	не просто	19	5
69	в которой	1	5
70	тем не	3	5
71	в силу	3	5
72	и с	8	5
73	с тем	5	5
74	он и	1	5
75	нисколько не	4	5
76	но он	2	5
77	не менее	3	5
78	и притом	3	5
79	и о	3	5
80	что у	5	5
81	и у	3	5
82	и их	7	5
83	мы можем	4	5
84	а не	19	5
85	не может	17	5
86	так же	1	5
87	как раз	9	5
88	будто бы	1	5
89	в самом	9	5
90	что в	9	5
91	человека и	1	4
92	того же	5	4
93	едва ли	1	4
94	и он	1	4
95	отнюдь не	5	4
96	и к	1	4
97	в себе	14	4
98	при этом	1	4
99	же не	1	4
100	об этом	3	4
101	а его	1	4
102	было бы	14	4
103	ни в	1	4
104	говорится о	2	4
105	не мог	1	4
106	не так	1	4
107	по крайней	4	4
108	необходимо сказать	1	4
109	в то	3	4
110	тогда когда	5	4
111	но даже	3	4
112	все еще	3	4
113	ясно что	8	4
114	нас в	3	4
115	крайней мере	4	4
116	или в	2	4
117	в качестве	1	4
118	даже и	4	4
119	далеко не	1	4
120	еще и	8	4
121	а с	3	4
122	если не	3	4
123	в частности	1	4
124	именно для	1	4
125	в смысле	12	4
126	как именно	1	4
127	жизни в	1	4
128	из этого	1	4
129	у людей	1	4
130	гораздо более	1	4
131	новое время	1	3
132	время как	1	3
133	в виду	2	3
134	в ней	12	3
135	и самого	1	3
136	еще не	8	3
137	иное как	7	3
138	в ее	7	3
139	только тогда	3	3
140	что они	6	3
141	от этого	2	3
142	поскольку в	1	3
143	с одной	3	3
144	такого же	1	3
145	в другом	2	3
146	знает что	2	3
147	в новое	1	3
148	нас не	1	3
149	или вернее	1	3
150	однако в	1	3
151	нет никакого	2	3
152	в отношении	4	3
153	и другое	4	3
154	что иное	7	3
155	но только	3	3
156	в самой	2	3
157	как будто	1	3
158	здесь тоже	1	3
159	в духе	1	3
160	есть только	7	3
161	и которая	1	3
162	нет никакой	2	3
163	то время	1	3
164	жизнь и	1	3
165	с ним	8	3
166	только и	2	3
167	внимание на	1	3
168	и который	1	3
169	а также	1	3
170	к нему	1	3
171	все время	1	3
172	же в	1	3
173	того что	8	3
174	тот же	3	3
175	и тем	3	3
176	в одном	2	3
177	для того	2	3
178	именно в	1	3
179	одной стороны	3	3
180	а потом	2	3
181	быть только	3	3
182	о котором	1	3
183	еще более	2	3
184	и другие	1	3
185	не что	7	3
186	самом деле	4	2
187	мере в	1	2
188	поэтому и	1	2
189	то же	6	2
190	из всех	1	2
191	мы имеем	7	2
192	мы не	6	2
193	и тут	3	2
194	но ясно	3	2
195	еще до	1	2
196	равно как	2	2
197	я не	4	2
198	все эти	3	2
199	в чем	6	2
200	мы будем	1	2
201	не то	4	2
202	не все	1	2
203	отношение к	1	2
204	на то	4	2
205	сознательно и	2	2
206	что именно	1	2
207	и нет	1	2
208	кроме того	4	2
209	когда он	1	2
210	в нашей	1	2
211	духа в	1	2
212	однако как	1	2
213	раз в	1	2
214	если он	1	2
215	не к	1	2
216	или иных	1	2
217	его на	1	2
218	то ни	4	2
219	факт что	1	2
220	это не	5	2
221	форму и	1	2
222	до всякого	2	2
223	но уже	3	2
224	и тогда	1	2
225	не больше	1	2
226	со всей	2	2
227	раз и	1	2
228	бы на	1	2
229	и без	3	2
230	в котором	3	2
231	представление о	1	2
232	себе а	1	2
233	страха и	1	2
234	и более	1	2
235	дело в	4	2
236	в науке	1	2
237	и сама	3	2
238	того чтобы	3	2
239	ничего не	3	2
240	по своей	2	2
241	иной раз	1	2
242	тем что	2	2
243	уже и	1	2
244	если только	1	2
245	свое собственное	1	2
246	это конечно	1	2
247	ли не	1	2
248	к тому	3	2
249	как мы	4	2
250	без всякого	4	2
251	данном случае	2	2
252	как с	4	2
253	можно было	2	2
254	здесь как	1	2
255	нас и	1	2
256	по себе	13	2
257	бы то	4	2
258	во втором	2	2
259	и только	3	2
260	что только	3	2
261	ли он	1	2
262	со всеми	1	2
263	есть в	1	2
264	конечно не	1	2
265	уже в	1	2
266	свидетельствует о	3	2
267	из них	4	2
268	свой собственный	1	2
269	всяком случае	2	2
270	и делает	2	2
271	до сих	1	2
272	ее в	1	2
273	вообще и	4	2
274	что не	5	2
275	то и	4	2
276	мы и	1	2
277	человеческой жизни	1	2
278	него не	1	2
279	в данном	5	2
280	наряду с	1	2
281	да и	3	2
282	в первой	2	2
283	по существу	2	2
284	в это	1	2
285	с этой	4	2
286	сих пор	1	2
287	но для	2	2
288	один из	3	2
289	тех или	5	2
290	это уже	1	2
291	этот образ	1	2
292	ли в	3	2
293	в те	1	2
294	есть возможность	1	2
295	себя самого	2	2
296	хотя бы	6	2
297	не будет	12	2
298	в свою	4	2
299	была бы	2	2
300	жизни и	2	2
301	но еще	3	2
302	по поводу	1	2
303	к этому	1	2
304	во всяком	3	2
305	все что	1	2
306	я и	6	1
307	и т	19	1
308	должен быть	2	1
309	сам по	3	1
310	но тогда	3	1
311	на самом	1	1
312	это и	6	1
313	и есть	26	1
314	к другому	1	1
315	мы встречаем	1	1
316	только тут	1	1
317	ii и	1	1
318	из его	2	1
319	хотя уже	1	1
320	или ее	2	1
321	мы уже	3	1
322	в и	2	1
323	чего другого	1	1
324	что если	1	1
325	которую мы	1	1
326	бы что	2	1
327	вопрос о	1	1
328	из своих	1	1
329	приводить нас	1	1
330	так чтобы	2	1
331	не вполне	2	1
332	на себя	1	1
333	и ее	18	1
334	и самой	1	1
335	что существует	1	1
336	с большим	1	1
337	пребывания в	1	1
338	верить в	1	1
339	а еще	1	1
340	или от	1	1
341	которое он	1	1
342	с его	1	1
343	то мы	2	1
344	мыслить и	3	1
345	то он	1	1
346	а только	3	1
347	бы в	5	1
348	смысле мы	1	1
349	и всякий	1	1
350	силы и	1	1
351	же она	1	1
352	с трудом	1	1
353	если в	1	1
354	искусство в	1	1
355	с собою	6	1
356	имя в	1	1
357	у них	1	1
358	определенной форме	1	1
359	сама по	3	1
360	для получения	1	1
361	необходимо и	3	1
362	если она	1	1
363	с этим	3	1
364	для всех	1	1
365	что ее	2	1
366	этой стороны	1	1
367	он глубоко	1	1
368	перед нами	2	1
369	могли бы	1	1
370	и наконец	1	1
371	это тоже	1	1
372	эту проблему	1	1
373	ясно и	1	1
374	или иную	2	1
375	то в	4	1
376	бы и	5	1
377	как то	1	1
378	что это	13	1
379	а во-вторых	1	1
380	так или	4	1
381	из этих	1	1
382	если мы	8	1
383	вопроса о	1	1
384	по имени	6	1
385	но на	2	1
386	и если	2	1
387	вообще не	2	1
388	создает ту	1	1
389	что она	15	1
