N	2gram	Bakhtin_Pr_1	Hudozhes
1	том что	9	16
2	и в	23	14
3	так и	10	13
4	не только	13	12
5	при этом	3	12
6	о том	2	12
7	в том	11	12
8	а не	20	12
9	в себе	5	11
10	в этом	25	11
11	прежде всего	7	11
12	в своей	11	10
13	для него	15	10
14	то же	10	9
15	как и	8	9
16	что он	10	9
17	в качестве	1	9
18	у него	6	9
19	по отношению	11	8
20	в этой	4	8
21	как в	6	8
22	то что	18	8
23	же время	7	8
24	ничего не	6	8
25	в его	24	8
26	между тем	5	8
27	отношению к	11	8
28	в то	10	8
29	еще не	5	7
30	тогда как	1	7
31	это не	10	7
32	своего рода	1	7
33	не в	6	7
34	казалось бы	1	7
35	личности в	4	7
36	к тому	1	7
37	уже не	8	7
38	именно в	6	7
39	не может	11	7
40	как бы	28	7
41	а в	7	7
42	как правило	1	6
43	художественного мышления	2	6
44	в первой	2	6
45	человека в	5	6
46	было бы	6	6
47	никогда не	5	6
48	жизни в	1	6
49	что в	8	6
50	самом деле	5	5
51	с его	6	5
52	перед нами	4	5
53	но в	4	5
54	об этом	1	5
55	ни в	3	5
56	точки зрения	21	5
57	не менее	1	5
58	и его	13	5
59	потому что	12	5
60	к себе	2	5
61	и он	1	5
62	можно было	3	5
63	во второй	1	5
64	только в	8	5
65	друг друга	3	5
66	может быть	21	5
67	но и	11	5
68	в частности	1	5
69	в аспекте	1	5
70	в этих	2	5
71	героя и	5	5
72	жизни и	6	5
73	к другому	2	4
74	мы уже	2	4
75	и о	3	4
76	в ней	1	4
77	а только	1	4
78	в своем	8	4
79	и к	4	4
80	в действительности	1	4
81	то в	1	4
82	в самом	8	4
83	что она	2	4
84	он не	4	4
85	и с	4	4
86	несмотря на	6	4
87	тому что	2	4
88	с ним	6	4
89	она не	5	4
90	в русской	1	4
91	по своей	1	4
92	как будто	3	4
93	в духе	3	4
94	и это	5	4
95	можно сказать	2	4
96	того что	2	4
97	один из	2	4
98	себя в	3	4
99	из них	2	4
100	в конце	5	4
101	как раз	4	4
102	не было	3	4
103	и все	3	4
104	человеческой жизни	2	4
105	бытия и	1	4
106	только что	1	4
107	и от	1	4
108	по преимуществу	3	3
109	с точки	15	3
110	едва ли	1	3
111	на тех	1	3
112	говорить о	2	3
113	в мире	7	3
114	и на	10	3
115	видения жизни	1	3
116	в ее	1	3
117	идет о	3	3
118	как к	1	3
119	все же	5	3
120	но он	2	3
121	в нем	20	3
122	авторского видения	1	3
123	в творческом	1	3
124	и по	2	3
125	лишь в	3	3
126	его в	4	3
127	первой главе	1	3
128	с этим	1	3
129	даже в	2	3
130	в своих	2	3
131	ничем не	1	3
132	такой же	1	3
133	все эти	8	3
134	себе самому	3	3
135	та или	1	3
136	или иная	1	3
137	тем что	3	3
138	этом отношении	5	3
139	для себя	2	3
140	как мы	5	3
141	того чтобы	4	3
142	в пределах	9	3
143	приводит к	3	3
144	что у	1	3
145	если бы	10	3
146	о нем	11	3
147	это в	2	3
148	романа в	4	3
149	же в	2	3
150	в литературе	3	3
151	но не	8	3
152	будто бы	1	3
153	как его	1	3
154	и даже	3	3
155	со стороны	2	3
156	превращается в	1	3
157	то и	2	3
158	художественного построения	3	3
159	в творчестве	5	3
160	такого рода	1	3
161	своего времени	2	3
162	и для	3	3
163	может и	1	3
164	например в	3	2
165	же как	1	2
166	личность же	1	2
167	на самом	4	2
168	сознания героя	1	2
169	в их	3	2
170	той же	6	2
171	для своего	2	2
172	мы не	2	2
173	вопрос о	4	2
174	не была	1	2
175	изучение поэтики	1	2
176	жизни как	1	2
177	героев в	2	2
178	к своему	1	2
179	которых может	1	2
180	но как	3	2
181	для других	2	2
182	к творчеству	1	2
183	себе и	3	2
184	в е	2	2
185	человека его	1	2
186	в произведениях	2	2
187	в одной	4	2
188	в рамках	2	2
189	не согласиться	1	2
190	в художественном	2	2
191	как нам	2	2
192	хотя и	1	2
193	к художественному	1	2
194	лежит на	1	2
195	в целом	4	2
196	второй главе	1	2
197	как он	2	2
198	так сказать	3	2
199	на его	2	2
200	не следует	1	2
201	характер в	1	2
202	однако в	2	2
203	значительной степени	1	2
204	а его	3	2
205	того или	1	2
206	его личности	2	2
207	приходит в	1	2
208	по себе	7	2
209	его героев	5	2
210	авторской позиции	3	2
211	одной из	1	2
212	все равно	2	2
213	впервые в	1	2
214	должно быть	1	2
215	автора и	5	2
216	не столько	3	2
217	в первый	1	2
218	от себя	1	2
219	что я	1	2
220	сих пор	2	2
221	художественного мира	5	2
222	все это	7	2
223	они не	3	2
224	и герой	1	2
225	каждого отдельного	1	2
226	не раз	2	2
227	и другое	1	2
228	не о	1	2
229	одна из	2	2
230	на себе	2	2
231	заметить что	2	2
232	тех кто	1	2
233	со своим	3	2
234	на него	2	2
235	внутренней жизни	1	2
236	не слышит	1	2
237	представляется нам	2	2
238	по нашему	5	2
239	об одном	1	2
240	личность не	1	2
241	мысли о	1	2
242	все еще	1	2
243	рассказа не	1	2
244	или человека	1	2
245	у себя	3	2
246	с ее	2	2
247	здесь не	1	2
248	как по	1	2
249	характер и	1	2
250	в себя	3	2
251	в столкновение	1	2
252	произведения не	1	2
253	на вопрос	2	2
254	никак не	2	2
255	и что	1	2
256	его жизни	1	2
257	до сих	2	2
258	начинается и	1	2
259	в значительной	1	2
260	и смысловой	1	2
261	третьей главе	1	2
262	говорить об	2	2
263	в форме	6	2
264	как она	1	2
265	но с	1	2
266	согласиться с	1	2
267	от лица	1	2
268	и потому	3	2
269	поэтому и	2	2
270	впрочем и	1	2
271	так что	1	2
272	в начале	1	2
273	участие в	1	2
274	за ним	2	2
275	а и	1	2
276	героев как	1	2
277	при всей	1	2
278	личности ее	1	2
279	него уже	1	2
280	в зеркале	1	2
281	представляют собой	1	2
282	это прежде	1	2
283	ему не	2	2
284	а с	1	2
285	себя и	2	2
286	что не	1	2
287	до конца	5	2
288	в третьей	1	2
289	вся жизнь	1	2
290	эти слова	1	2
291	отсюда и	1	2
292	в человеке	6	2
293	в изображении	2	2
294	столкновение с	1	2
295	что же	1	2
296	о человеке	1	2
297	да и	2	2
298	дело здесь	1	2
299	и не	34	2
300	с этой	1	2
301	в рассказах	1	2
302	его характер	1	2
303	в результате	4	2
304	с внешней	1	2
305	совершенно иной	1	2
306	художественного восприятия	1	2
307	своих героев	3	2
308	его жизнь	2	2
309	личности и	1	2
310	не знает	1	2
311	легко заметить	1	2
312	или иного	1	2
313	и повести	1	2
314	героя в	4	2
315	проникнуть в	1	2
316	на столе	1	2
317	смысле слова	1	1
318	к произведениям	1	1
319	можно говорить	2	1
320	неотделима от	1	1
321	в сфере	2	1
322	и то	1	1
323	кругозора ибо	1	1
324	это и	9	1
325	нам кажется	4	1
326	за собой	1	1
327	в первом	2	1
328	достоевского в	19	1
329	и до	1	1
330	из его	3	1
331	исходит из	3	1
332	высшей степени	1	1
333	видеть в	1	1
334	не объектом	1	1
335	и за	1	1
336	его не	1	1
337	слезами и	1	1
338	характеристик и	1	1
339	о способах	2	1
340	пределами художественного	1	1
341	общества и	1	1
342	не во	3	1
343	ни у	1	1
344	среды и	1	1
345	героя но	1	1
346	именно к	1	1
347	записных книжек	1	1
348	так остро	1	1
349	есть нечто	1	1
350	в каждый	1	1
351	главе этой	1	1
352	форме рассказа	1	1
353	в сущности	5	1
354	принадлежит к	1	1
355	как во	1	1
356	чужую личность	2	1
357	я не	3	1
358	хотя бы	2	1
359	же что	2	1
360	как впрочем	1	1
361	в каждой	2	1
362	культурной традиции	2	1
363	что произведения	1	1
364	в чем	1	1
365	чем это	1	1
366	совсем не	1	1
367	бы в	3	1
368	от характера	3	1
369	явлений и	1	1
370	в четвертой	1	1
371	сознания не	3	1
372	его сознания	3	1
373	не все	1	1
374	к слову	1	1
375	ответ на	1	1
376	формы героя	1	1
377	отношение к	1	1
378	приемов построения	1	1
379	друга и	1	1
380	нет и	1	1
381	в свои	1	1
382	да так	1	1
383	в романах	7	1
384	в настоящем	3	1
385	чем же	1	1
386	первый взгляд	1	1
387	его на	2	1
388	что именно	2	1
389	вот как	1	1
390	дальше а	1	1
391	что касается	1	1
392	однако не	2	1
393	в полном	1	1
394	еще больше	1	1
395	понять и	1	1
396	бы я	1	1
397	сознания в	2	1
398	и как	8	1
399	это тоже	1	1
400	из работ	1	1
401	не являются	1	1
402	глава вторая	1	1
403	от этого	1	1
404	в этот	2	1
405	о самом	1	1
406	есть на	1	1
407	видения мира	1	1
408	в произведении	1	1
409	в которой	4	1
410	точку зрения	4	1
411	отказывается от	1	1
412	он в	2	1
413	можно не	1	1
414	из этих	2	1
415	еще далеко	1	1
416	ни одна	1	1
417	мы привыкли	1	1
418	в смятении	1	1
419	диалог в	2	1
420	только один	1	1
421	но ведь	1	1
422	претендовать на	1	1
423	но на	1	1
424	вот уж	1	1
425	вообще не	1	1
426	в мир	3	1
427	большой и	1	1
