N	2gram	Bakhtin_Pr_2	FransuaR
1	и в	43	40
2	то есть	4	18
3	и его	8	17
4	прежде всего	10	16
5	в этом	13	15
6	в романе	3	15
7	мы уже	3	13
8	не только	11	13
9	в его	10	13
10	и не	29	13
11	вовсе не	5	12
12	что в	4	12
13	как и	14	11
14	но и	14	11
15	таким образом	5	10
16	как мы	10	10
17	и т.п	1	10
18	в сущности	9	9
19	он не	9	9
20	в них	4	9
21	может быть	23	9
22	и все	6	9
23	и до	4	8
24	той же	3	8
25	и на	10	8
26	отношение к	2	8
27	все эти	5	8
28	и с	5	8
29	во время	4	8
30	в том	6	8
31	у него	6	8
32	но в	10	8
33	то же	8	7
34	в своем	4	7
35	он и	3	7
36	в виду	3	7
37	в одном	12	7
38	и др	2	7
39	в духе	1	7
40	этот образ	1	7
41	во всех	4	6
42	в самом	7	6
43	в этих	6	6
44	в то	7	6
45	же время	5	6
46	связи с	1	6
47	до конца	4	6
48	в той	5	6
49	он говорит	2	6
50	в своей	4	6
51	к этому	1	6
52	в нем	12	5
53	со всеми	3	5
54	так сказать	6	5
55	вернемся к	1	5
56	в основе	1	5
57	и для	3	5
58	те же	1	5
59	мы видим	1	5
60	для него	8	5
61	то что	7	5
62	не было	1	5
63	а не	7	5
64	в связи	1	5
65	как раз	4	5
66	в своих	2	5
67	смысле слова	1	4
68	также и	3	4
69	жизни и	1	4
70	в нашем	1	4
71	мы слышим	1	4
72	в мире	1	4
73	было бы	5	4
74	ни в	2	4
75	и вы	2	4
76	том что	2	4
77	в эту	3	4
78	в их	3	4
79	даже в	3	4
80	того чтобы	1	4
81	у нас	2	4
82	о том	5	4
83	вы не	1	4
84	и о	2	4
85	так в	1	4
86	особенно в	2	4
87	и здесь	3	4
88	и во	1	4
89	один из	1	4
90	только на	3	4
91	из них	2	4
92	так как	4	4
93	за этим	1	4
94	и даже	3	4
95	до сих	7	4
96	здесь в	3	4
97	не видит	1	4
98	и потому	1	4
99	сих пор	7	4
100	в основном	1	4
101	все это	5	4
102	еще более	2	4
103	самом деле	5	3
104	на самом	1	3
105	в приведенном	3	3
106	и есть	1	3
107	поэтому он	1	3
108	он был	3	3
109	с его	4	3
110	по отношению	5	3
111	отличие от	4	3
112	в этой	1	3
113	кроме того	3	3
114	и как	2	3
115	и наконец	6	3
116	и к	3	3
117	в себе	5	3
118	мы чувствуем	2	3
119	но ведь	5	3
120	при этом	6	3
121	большей или	1	3
122	для понимания	2	3
123	но дело	1	3
124	об этом	2	3
125	в отличие	4	3
126	их в	4	3
127	для этого	2	3
128	в таких	1	3
129	одна из	2	3
130	во всем	3	3
131	уже говорили	3	3
132	и мысли	2	3
133	о нем	6	3
134	но все	2	3
135	и самое	2	3
136	здесь не	6	3
137	в ее	1	3
138	можно было	3	3
139	еще в	1	3
