N	3gram	Bakhtin_Fr_5	Dialekti
1	с точки зрения	2	9
2	в том что	6	9
3	что иное как	1	8
4	не что иное	1	8
5	ровно ничего не	1	6
6	не может быть	2	6
7	то же время	9	6
8	в то же	9	6
9	есть не что	1	5
10	для того чтобы	6	5
11	только тогда когда	1	4
12	и той же	1	3
13	одной и той	1	3
14	в чем же	2	2
15	же время и	1	2
16	о том как	2	2
17	как и все	1	2
18	и в то	1	2
19	ни в коем	1	2
20	не имеет никакого	1	2
21	в коем случае	1	2
22	ничего общего с	1	2
23	но в то	5	2
24	имеет никакого отношения	1	2
25	от того что	1	2
26	в свою очередь	1	2
27	и в частности	1	2
28	мы видим что	2	2
29	тем не менее	1	2
30	в течение всего	1	2
31	не знаете что	1	1
32	весь мир и	1	1
33	не могло не	2	1
34	и это нисколько	1	1
35	в ней и	1	1
36	дело в том	2	1
37	ветхого и нового	1	1
38	на том же	1	1
39	не только о	1	1
40	это нисколько не	1	1
41	же как и	2	1
42	самом же деле	1	1
43	он не может	1	1
44	вполне понятно что	1	1
45	только для того	1	1
46	можно говорить о	2	1
47	в отличие от	2	1
48	и та же	1	1
49	можно сказать что	2	1
50	на самом же	1	1
51	но в сущности	1	1
52	и чем больше	1	1
53	между собою и	1	1
54	в основе своей	1	1
55	и не в	2	1
56	к жизни и	1	1
57	в это время	1	1
58	как раз то	2	1
59	в данном случае	2	1
60	в течение всей	1	1
61	в нем не	3	1
62	в связи с	5	1
63	без него не	1	1
64	как бы в	2	1
65	вы не знаете	1	1
66	не мог не	1	1
67	не имеет значения	1	1
68	все те же	1	1
69	находится в его	1	1
70	связи с этим	3	1
71	одна и та	1	1
72	о том что	1	1
73	хотя бы в	2	1
74	и прежде всего	3	1
75	в себя и	1	1
76	в этой сфере	1	1
77	включает в себя	1	1
78	нужно сказать что	2	1
79	друг от друга	1	1
80	после того как	1	1
81	но это не	1	1
82	но дело в	1	1
83	а именно в	1	1
84	для всех для	1	1
85	той или иной	1	1
86	он еще не	1	1
