N	2gram	Losev_Dial_4	formyVre
1	и в	15	50
2	в романе	1	32
3	в этом	11	25
4	в нем	5	24
5	человека в	1	17
6	и его	7	16
7	прежде всего	11	15
8	как мы	1	14
9	и не	30	14
10	в его	4	13
11	вовсе не	6	13
12	как раз	4	13
13	по существу	1	12
14	так и	5	12
15	человека и	2	11
16	то же	9	11
17	мы уже	3	11
18	таким образом	5	11
19	может быть	17	11
20	и как	4	10
21	но в	3	10
22	с его	5	9
23	все эти	3	9
24	роль в	1	9
25	не только	8	9
26	в то	6	9
27	ничего не	17	9
28	же время	6	9
29	в том	11	9
30	в конце	1	9
31	в особенности	4	9
32	и т	17	8
33	и на	5	8
34	в самом	2	8
35	ни в	8	8
36	жизни в	1	8
37	его жизни	1	8
38	но и	4	8
39	и их	2	8
40	как и	7	8
41	жизни и	4	8
42	это время	1	7
43	и во	2	7
44	не было	2	7
45	во всех	2	6
46	как в	3	6
47	с этим	3	6
48	все же	2	6
49	лишь в	2	6
50	это не	12	6
51	в их	3	6
52	так как	14	6
53	с ее	10	6
54	в ее	2	6
55	в дальнейшем	1	6
56	связи с	1	6
57	в жизни	5	6
58	то что	16	6
59	в частности	2	6
60	не может	11	6
61	так же	4	6
62	в результате	6	6
63	и все	11	6
64	еще не	4	5
65	отнюдь не	4	5
66	и у	1	5
67	не в	8	5
68	он не	1	5
69	всех этих	1	5
70	одного и	1	5
71	в основе	10	5
72	того чтобы	5	5
73	точки зрения	14	5
74	не могло	1	5
75	в разных	2	5
76	могут быть	3	5
77	но все	2	5
78	в пределах	1	5
79	если бы	6	5
80	для того	5	5
81	в связи	1	5
82	наряду с	1	5
83	что в	7	5
84	и то	3	4
85	и это	8	4
86	конечно и	1	4
87	в ней	5	4
88	в своем	5	4
89	конечно не	2	4
90	время и	2	4
91	чтобы они	1	4
92	и с	4	4
93	в них	2	4
94	том что	10	4
95	в котором	2	4
96	в процессе	1	4
97	не имеет	14	4
98	потому что	10	4
99	к себе	1	4
100	было и	1	4
101	жизнь и	2	4
102	понятно что	1	4
103	или как	1	4
104	и следовательно	3	4
105	только в	7	4
106	именно как	1	4
107	до конца	1	4
108	нет ничего	6	4
109	пространства и	1	4
110	в той	1	4
111	своей жизни	1	4
112	все это	9	4
113	кроме того	2	4
114	и для	5	4
115	судьбы и	1	4
116	вполне понятно	1	4
117	отношения к	3	3
118	а как	2	3
119	есть не	5	3
120	мы не	9	3
121	в сущности	5	3
122	событий и	1	3
123	в виду	9	3
124	значение и	1	3
125	себе и	2	3
126	реального исторического	1	3
127	хотя и	6	3
128	в себе	8	3
129	все ее	1	3
130	при этом	2	3
131	она становится	1	3
132	вообще не	1	3
133	одно и	1	3
134	в основу	1	3
135	его в	1	3
136	входит в	1	3
137	и других	1	3
138	с другими	1	3
139	и уже	4	3
140	и вне	2	3
141	в отношении	2	3
142	что было	2	3
143	их в	1	3
144	но они	2	3
145	чем не	1	3
146	чужой жизни	1	3
147	не могут	2	3
148	все его	1	3
149	нем не	1	3
150	что и	6	3
151	во всей	2	3
152	один из	4	3
153	мы видим	4	3
154	одной из	2	3
155	поэтому и	1	3
156	во времени	1	3
157	и ее	8	3
158	с одной	1	3
159	в качестве	2	3
160	был бы	2	3
161	одно из	1	3
162	в одном	4	3
163	именно в	5	3
164	мы еще	2	3
165	себя и	3	3
166	что не	3	3
167	только к	1	3
168	с тем	4	3
169	быть только	1	3
170	а не	18	3
171	человек в	1	3
172	мира в	1	3
173	на фоне	1	3
174	вместе с	2	3
175	и потому	3	3
176	да и	2	3
177	место для	1	3
178	или в	7	3
179	оказались бы	1	3
180	а в	1	3
181	не знает	1	3
182	сказать что	6	3
183	к этому	3	3
184	во всяком	2	3
185	смысле слова	1	2
186	нем нет	2	2
187	также и	4	2
188	же как	1	2
189	тех же	2	2
190	всего это	1	2
191	к другому	1	2
192	той же	5	2
193	их и	1	2
194	вопрос о	2	2
195	но она	1	2
196	же что	3	2
197	жизни это	1	2
198	на них	1	2
199	в чем	8	2
200	только два	1	2
201	природы и	2	2
202	мы будем	2	2
203	не входит	1	2
204	можно прямо	1	2
205	нет и	2	2
206	в истории	3	2
207	же и	2	2
208	для всех	3	2
209	стороны и	1	2
210	с их	4	2
211	и нет	3	2
212	мир и	4	2
213	имеет в	1	2
214	от этого	3	2
215	в этот	2	2
216	в нашем	1	2
217	как бы	14	2
218	как он	1	2
219	всей его	2	2
220	как оно	1	2
221	и еще	1	2
222	не как	4	2
223	новое и	1	2
224	уже не	9	2
225	его от	1	2
226	и по	2	2
227	но дело	1	2
228	что все	4	2
229	об этом	3	2
230	ясно что	11	2
231	было бы	9	2
232	каком же	1	2
233	с необходимостью	1	2
234	все моменты	1	2
235	в своей	3	2
236	он должен	1	2
237	с точки	9	2
238	место в	1	2
239	оказывается что	4	2
240	в отличие	1	2
241	в которых	1	2
242	но он	1	2
243	друг другу	1	2
244	человек по	1	2
245	том же	1	2
246	необходимо чтобы	2	2
247	по себе	13	2
248	тогда когда	5	2
249	дело в	1	2
250	никогда не	2	2
251	того и	1	2
252	это то	1	2
253	во всем	2	2
254	случая и	1	2
255	а мы	1	2
256	в каком	5	2
257	есть только	3	2
258	той или	4	2
259	оно не	2	2
260	во всякой	1	2
261	всего этого	1	2
262	смысле но	1	2
263	природе своей	1	2
264	те же	1	2
265	здесь как	1	2
266	по природе	1	2
267	можно только	3	2
268	по сравнению	2	2
269	и вообще	7	2
270	с ним	3	2
271	или иной	1	2
272	часто и	2	2
273	в глаза	1	2
274	один или	1	2
275	во втором	1	2
276	и последнее	1	2
277	не зная	1	2
278	того что	13	2
279	быть и	3	2
280	явления в	1	2
281	есть в	4	2
282	религиозной сфере	1	2
283	уже в	1	2
284	если мы	5	2
285	его и	1	2
286	ни с	4	2
287	никто не	2	2
288	мы находим	2	2
289	не для	1	2
290	с этими	1	2
291	отношение к	1	2
292	не о	4	2
293	отличие от	2	2
294	тем что	2	2
295	не были	1	2
296	и даже	6	2
297	даже не	2	2
298	с другой	1	2
299	и тех	2	2
300	и прежде	1	2
301	одних и	2	2
302	жизнь в	1	2
303	что мы	7	2
304	но оно	1	2
305	прямо сказать	1	2
306	их к	1	2
307	к своему	2	2
308	в данном	3	2
309	к жизни	3	2
310	сравнению с	2	2
311	в течение	4	2
312	наконец и	1	2
313	на минуту	1	2
314	в это	1	2
315	жизни или	1	2
316	но для	2	2
317	не является	1	2
318	одна из	1	2
319	уже на	1	2
320	и может	2	2
321	в точном	1	2
322	человек и	1	2
323	лишь как	4	2
324	у них	1	2
325	и события	3	2
326	поэтому все	1	2
327	мы должны	4	2
328	хотя бы	4	2
329	становления в	1	2
330	она же	1	2
331	ее в	2	2
332	или не	4	2
333	личности и	10	2
334	совершенно не	3	2
335	равно как	2	2
336	в свою	3	2
337	время не	1	2
338	в которой	2	2
339	можно назвать	3	2
340	я и	1	1
341	и через	1	1
342	все остальное	1	1
343	он может	1	1
344	идет о	1	1
345	по этим	1	1
346	и есть	19	1
347	самих событий	1	1
348	которое мы	1	1
349	и реального	1	1
350	случайности с	2	1
351	жизни есть	1	1
352	он всегда	2	1
353	когда это	1	1
354	в зависимости	1	1
