N	3gram	Vygotskiy__5	Vladivir
1	в том что	11	10
2	тем не менее	1	9
3	о том что	4	8
4	с точки зрения	9	6
5	вместе с тем	2	6
6	не может быть	3	6
7	это значит что	4	6
8	более или менее	1	5
9	и то что	2	4
10	в то время	4	4
11	ничего не говорит	1	4
12	том что в	2	3
13	в этом смысле	1	3
14	только в том	1	3
15	во всяком случае	1	3
16	с одной стороны	3	3
17	в то же	1	3
18	в отличие от	2	3
19	само по себе	2	3
20	как мы видели	2	3
21	что в этом	1	2
22	сводится к тому	1	2
23	само собой разумеется	1	2
24	одной стороны и	1	2
25	на первый план	1	2
26	сам по себе	1	2
27	в этом отношении	5	2
28	независимо от того	1	2
29	совершенно так же	1	2
30	а с другой	2	2
31	то в чем	1	2
32	так же как	7	2
33	еще и в	1	2
34	и потому что	1	2
35	то время как	4	2
36	в связи с	1	2
37	а не только	1	2
38	с другой стороны	2	2
39	ни в каком	1	2
40	далеко за пределы	4	2
41	и вместе с	1	2
42	те или иные	1	2
43	ничего общего с	2	2
44	то это есть	1	2
45	в вопросе о	1	2
46	к тому что	1	2
47	говорит о наличии	1	1
48	как и его	1	1
49	что иное как	1	1
50	потому что он	5	1
51	не может не	1	1
52	но как раз	1	1
53	сказать что в	1	1
54	на учение о	1	1
55	потому что в	2	1
56	чтобы можно было	1	1
57	это было бы	1	1
58	и не делает	1	1
59	в этом последнем	1	1
60	так что в	2	1
61	том что он	2	1
62	с которым мы	1	1
63	в том же	1	1
64	о том как	2	1
65	в этом случае	3	1
66	то что с	1	1
67	же как и	1	1
68	он мог бы	1	1
69	то что является	1	1
70	до сих пор	3	1
71	бы допустить что	1	1
72	дело только в	1	1
73	того что мы	2	1
74	является то что	2	1
75	сама по себе	4	1
76	выходит далеко за	3	1
77	в первую очередь	1	1
78	же самое время	1	1
79	своего развития и	1	1
80	не иначе как	2	1
81	так и с	1	1
82	несмотря на свою	1	1
83	можно было бы	3	1
84	собой разумеется что	1	1
85	мы должны допустить	1	1
86	является для него	1	1
87	благодаря тому что	1	1
88	в ней нет	1	1
89	с этой точки	4	1
90	то и другое	2	1
91	одно и то	1	1
92	раз навсегда данными	1	1
93	вопрос о значении	1	1
94	не могло быть	1	1
95	вопрос о том	3	1
96	и что в	1	1
97	так же невозможно	1	1
98	на эту тему	1	1
99	и не с	1	1
100	в этой области	1	1
101	именно в этой	1	1
102	а между ними	1	1
103	в себя и	1	1
104	и то же	1	1
105	но ничего не	1	1
106	в известном смысле	7	1
107	на которых он	1	1
108	то что оба	1	1
109	нам представляется что	1	1
110	но вместе с	1	1
111	то что он	2	1
112	но только мы	1	1
113	что он делает	1	1
114	если подвести итог	1	1
115	этой точки зрения	4	1
116	тем и другим	1	1
117	он принадлежит к	1	1
118	мы не можем	1	1
119	надо сказать что	1	1
120	эту точку зрения	1	1
121	с самого начала	5	1
122	не только не	3	1
123	и что все	1	1
124	в самом деле	2	1
125	с целым рядом	1	1
126	той или иной	1	1
127	он еще не	1	1
128	включает в себя	2	1
129	мы знаем что	1	1
130	становится ясным что	1	1
131	было бы допустить	1	1
132	заключается в том	5	1
133	которые не имеют	1	1
134	так что на	1	1
135	именно то что	1	1
136	в том числе	1	1
137	в том смысле	1	1
138	мы видим что	2	1
139	не что иное	1	1
140	на то как	1	1
141	для того чтобы	14	1
142	те же самые	1	1
143	распадается на отдельные	1	1
144	то же самое	4	1
145	как мы говорили	1	1
146	и что эта	1	1
147	мы только что	1	1
