N	3gram	Tiupa_Narr_2	Psycholo
1	для того чтобы	1	19
2	в том что	8	14
3	с одной стороны	5	12
4	в зависимости от	1	6
5	о том что	4	6
6	к тому что	3	6
7	в самом деле	1	5
8	до сих пор	1	5
9	по сравнению с	1	4
10	именно то что	2	4
11	а с другой	1	4
12	не только не	2	4
13	таким образом что	1	3
14	иметь в виду	1	3
15	одним и тем	1	3
16	никак не может	1	3
17	то же самое	1	3
18	на этот вопрос	1	3
19	и что в	1	3
20	то что он	1	3
21	и тем же	1	3
22	и т п	2	3
23	на одном полюсе	2	3
24	можно было бы	1	3
25	в этом отношении	3	3
26	и того же	1	2
27	что иное как	1	2
28	же обстоит дело	1	2
29	состоит в том	4	2
30	одного и того	1	2
31	как это делает	1	2
32	с точки зрения	2	2
33	в отличие от	5	2
34	так же как	2	2
35	в данном случае	6	2
36	не только в	6	2
37	ответ на этот	1	2
38	все то что	2	2
39	и для нас	1	2
40	и когда он	1	2
41	характеры действующих лиц	2	2
42	не может быть	2	2
43	не что иное	1	2
44	по его мнению	1	2
45	той или иной	3	2
46	можно сказать что	3	2
47	как бы в	2	2
48	это действительно так	1	2
49	на самом деле	2	2
50	том что с	1	1
51	в том виде	1	1
52	по его словам	1	1
53	на том что	1	1
54	в чем не	1	1
55	в нашем сознании	1	1
56	что она в	1	1
57	прежде всего на	1	1
58	по отношению к	5	1
59	более или менее	1	1
60	одной из этих	1	1
61	в этом смысле	1	1
62	а в том	2	1
63	одной стороны и	1	1
64	никак не можем	1	1
65	что с точки	1	1
66	того что есть	1	1
67	том или ином	1	1
68	в основе своей	1	1
69	с этой точки	1	1
70	не могло быть	1	1
71	а стало быть	1	1
72	к себе и	2	1
73	то время как	1	1
74	в том или	1	1
75	в противоречие с	1	1
76	что они все	1	1
77	в каждой из	1	1
78	таким образом для	1	1
79	за пределами этой	1	1
80	имеем дело с	2	1
81	едва ли не	1	1
82	что у него	1	1
83	иначе говоря всякое	1	1
84	данном случае в	1	1
85	этой точки зрения	1	1
86	того или иного	3	1
87	в частности в	1	1
88	ни в чем	1	1
89	в то время	1	1
90	означает что в	1	1
91	в конечном счете	3	1
92	ни о чем	1	1
93	в евгении онегине	1	1
94	в том смысле	1	1
95	и о которой	1	1
96	тому что он	2	1
97	в ответ на	2	1
98	мы имеем дело	2	1
99	вместо того чтобы	1	1
100	и все же	2	1
101	в полной мере	1	1
102	обратим внимание на	1	1
103	и в другом	1	1
