N	2gram	Vygotskiy__1	Problemy
1	и в	23	46
2	и не	9	27
3	может быть	14	23
4	не может	12	19
5	как бы	11	19
6	в нем	1	17
7	в этом	17	16
8	не только	16	14
9	слова в	1	13
10	на пороге	2	12
11	перед нами	5	12
12	как мы	5	12
13	но и	14	12
14	как и	14	12
15	и на	8	11
16	точки зрения	26	11
17	в одном	4	11
18	а не	3	11
19	не в	4	10
20	между ними	2	10
21	и к	4	9
22	в самом	7	9
23	с точки	18	9
24	и все	5	9
25	в его	14	9
26	в том	24	9
27	вовсе не	3	9
28	прежде всего	10	9
29	до сих	4	8
30	сих пор	4	8
31	или в	1	8
32	в сущности	6	7
33	еще не	1	7
34	в себе	6	7
35	и с	9	7
36	по себе	5	7
37	как раз	4	7
38	слова и	5	7
39	то же	8	6
40	никогда не	2	6
41	хотя и	2	6
42	но в	5	6
43	слово в	1	6
44	к одному	1	6
45	ни в	4	6
46	что я	1	6
47	и его	6	6
48	что он	7	6
49	только в	6	6
50	и между	1	6
51	все это	6	6
52	мы увидим	1	6
53	в котором	4	5
54	с его	4	5
55	во всех	3	5
56	по отношению	7	5
57	слова на	1	5
58	за пределы	2	5
59	нам кажется	1	5
60	при этом	4	5
61	это не	1	5
62	в жизни	1	5
63	в то	7	5
64	в самой	1	5
65	с самим	1	5
66	о том	6	5
67	же время	2	5
68	если мы	2	5
69	мы находим	3	5
70	так как	7	5
71	у него	1	5
72	с другом	4	5
73	о себе	1	5
74	друг с	4	5
75	речи и	28	5
76	отношению к	7	5
77	жизни и	2	5
78	например в	1	4
79	самом деле	3	4
80	в их	3	4
81	мы не	7	4
82	но не	4	4
83	как в	4	4
84	все же	3	4
85	кроме того	1	4
86	все эти	4	4
87	он не	5	4
88	таким образом	26	4
89	и наконец	2	4
90	том что	21	4
91	в этих	2	4
92	том же	2	4
93	раз и	1	4
94	в процессе	8	4
95	этих двух	3	4
96	во всем	3	4
97	потому что	6	4
98	в направлении	1	4
99	слова но	1	4
100	приводит к	4	4
101	так и	5	4
102	в словах	2	4
103	по мере	4	4
104	в виду	1	4
105	и здесь	1	4
106	и других	3	4
107	можно сказать	5	4
108	уже не	2	4
109	уже в	3	4
110	к ним	1	4
111	мы можем	6	4
112	до конца	1	4
113	превращается в	3	4
114	должно быть	2	4
115	то что	17	4
116	совершенно не	1	4
117	что в	14	4
118	но эти	1	4
119	том числе	1	4
120	одним из	1	3
121	также и	1	3
122	человека и	3	3
123	сам по	3	3
124	и это	3	3
125	между двумя	2	3
126	и до	2	3
127	почти всегда	2	3
128	мы уже	1	3
129	той же	2	3
130	всех его	1	3
131	мы и	3	3
132	то это	1	3
133	такого что	1	3
134	направленное на	1	3
135	себе и	2	3
136	отличие от	1	3
137	значение для	1	3
138	в своем	3	3
139	из этих	3	3
140	в этой	7	3
141	как он	3	3
142	на то	5	3
143	направлено на	2	3
144	не к	2	3
145	их в	4	3
146	на этом	2	3
147	было бы	4	3
148	в слове	2	3
149	такой же	3	3
150	но если	1	3
151	и при	2	3
152	в своей	4	3
153	в отличие	1	3
154	образом и	3	3
155	войти в	1	3
156	в отношении	10	3
157	она не	3	3
158	дело в	2	3
159	слова как	2	3
160	по своей	5	3
161	на него	2	3
162	числе и	1	3
163	с ее	1	3
164	с собой	2	3
165	здесь нет	1	3
166	чем у	1	3
167	если бы	5	3
168	и т.д	5	3
169	никак не	1	3
170	и что	5	3
171	в различных	1	3
172	слов и	1	3
173	отличается от	1	3
174	словом и	2	3
175	между этими	6	3
176	а то	1	3
177	в конце	2	3
178	что и	1	3
179	тем что	6	3
180	эти явления	1	3
181	и даже	2	3
182	с другой	10	3
183	более того	1	3
184	с помощью	13	3
185	так же	16	3
186	к своему	1	3
187	что же	1	3
188	по существу	4	3
189	но для	1	3
190	и для	1	3
191	в речи	2	3
192	бы в	5	3
193	другой стороны	9	3
194	но этот	2	3
195	и другие	1	3
196	смысле слова	3	2
197	ту же	1	2
198	отношения к	3	2
199	же как	6	2
200	словом как	1	2
201	связи между	3	2
202	или к	1	2
203	и должны	2	2
204	он ничего	1	2
205	вопрос о	7	2
206	он как	2	2
207	себе что	1	2
208	и говорить	1	2
209	а следовательно	1	2
210	как если	2	2
211	мы будем	1	2
212	не входит	1	2
213	к слову	6	2
214	в общем	3	2
215	сама по	1	2
216	в одной	3	2
217	с этим	6	2
218	стороны и	1	2
219	и слова	1	2
220	когда он	2	2
221	целый ряд	4	2
222	и как	5	2
223	не было	1	2
224	его к	1	2
225	от этого	2	2
226	себе как	1	2
227	не хочет	1	2
228	бы и	2	2
229	отношение между	1	2
230	но на	1	2
231	к внутренней	1	2
232	в узком	1	2
233	оно должно	1	2
234	но все	2	2
235	об этом	3	2
236	высказывания и	1	2
237	самим собой	1	2
238	на все	3	2
239	лишь в	6	2
240	хотя бы	4	2
241	своих целей	1	2
242	этом смысле	1	2
243	и тем	6	2
244	к области	1	2
245	этом мы	1	2
246	к годам	3	2
247	строгом смысле	1	2
248	автора и	1	2
249	которую он	1	2
250	мы конечно	1	2
251	почти не	1	2
252	в которых	3	2
253	мысли и	6	2
254	могло бы	1	2
255	не менее	1	2
