N	3gram	Voloshinov_1	KulturaY
1	в том что	4	15
2	с точки зрения	2	9
3	по отношению к	11	8
4	в самом деле	1	7
5	с другой стороны	2	6
6	о том что	1	5
7	в зависимости от	2	5
8	в этом отношении	1	5
9	по крайней мере	1	5
10	во всяком случае	1	5
11	до сих пор	3	4
12	тем не менее	3	4
13	более или менее	1	3
14	в этом смысле	1	3
15	можно было бы	1	3
16	и тогда когда	1	3
17	в свою очередь	1	3
18	не может быть	7	3
19	на самом деле	2	2
20	в том и	1	2
21	то же время	1	2
22	тогда когда он	1	2
23	этой точки зрения	3	2
24	но все же	1	2
25	в то же	1	2
26	мы увидим что	1	2
27	но прежде всего	1	1
28	как например в	1	1
29	это на примере	1	1
30	точки зрения как	1	1
31	форма должна быть	2	1
32	в настоящее время	2	1
33	свое выражение в	1	1
34	с одной стороны	2	1
35	сами по себе	1	1
36	особенно важное значение	1	1
37	таким образом не	1	1
38	но для этого	1	1
39	речи так как	1	1
40	ни в какой	1	1
41	в противном случае	1	1
42	хотя и здесь	1	1
43	и не в	3	1
44	отнюдь не является	1	1
45	одно и то	2	1
46	позицию по отношению	1	1
47	ничего общего с	1	1
48	в виду не	1	1
49	что мы имеем	1	1
50	следует ли из	1	1
51	к вопросу о	1	1
52	тех или иных	1	1
53	и то же	2	1
54	отношению к которому	1	1
55	слова и не	1	1
56	имеем в виду	2	1
57	как одно из	1	1
58	так же как	1	1
59	самом деле в	1	1
60	между тем как	1	1
61	по аналогии с	1	1
62	далеко не всегда	1	1
63	в ней еще	1	1
64	берет на себя	1	1
65	мы имеем в	1	1
66	степени зависит от	1	1
67	в литературе и	1	1
68	и грамматических форм	1	1
69	бьют мимо цели	1	1
