N	2gram	Bakhtin_Fr_5	Myslijsy
1	потому что	7	46
2	то есть	25	34
3	в том	10	32
4	и в	45	30
5	может быть	2	28
6	то же	11	23
7	не только	14	21
8	только в	4	21
9	но и	10	19
10	того что	3	18
11	том что	7	18
12	то что	2	18
13	что в	12	17
14	в себе	1	16
15	и не	15	15
16	не в	7	15
17	а не	4	15
18	таким образом	8	14
19	что и	7	13
20	так как	6	13
21	если бы	1	12
22	вместе с	3	12
23	а в	4	12
24	так и	6	11
25	этого слова	1	11
26	как в	3	10
27	в этом	14	10
28	в душе	1	10
29	как и	10	10
30	в то	11	10
31	и что	2	10
32	мы не	4	9
33	только тогда	1	9
34	из этих	3	9
35	в нем	10	9
36	было бы	2	9
37	тогда когда	1	9
38	между тем	2	9
39	для него	3	9
40	в ней	8	8
41	в самом	4	8
42	от того	3	8
43	что не	1	8
44	есть не	1	7
45	но не	4	7
46	с тем	2	7
47	и без	2	7
48	тем что	1	7
49	как мы	8	7
50	в языке	1	7
51	вовсе не	8	7
52	к тому	2	7
53	например в	5	6
54	то это	1	6
55	с этим	4	6
56	между собою	4	6
57	с ним	5	6
58	не имеет	3	6
59	указывает на	1	6
60	те же	1	6
61	что он	6	6
62	из них	1	6
63	а потому	1	6
64	и слово	2	6
65	но оно	1	6
66	не может	5	6
67	но это	5	6
68	еще не	1	5
69	по отношению	1	5
70	независимо от	2	5
71	в своем	11	5
72	и как	5	5
73	в них	6	5
74	что я	1	5
75	же время	9	5
76	к ней	2	5
77	как на	4	5
78	не могут	2	5
79	не менее	3	5
80	по тому	2	5
81	словом и	3	5
82	одно из	2	5
83	отношению к	1	5
84	слова и	2	5
85	сказать что	4	5
86	тем же	1	4
87	столь же	1	4
88	не все	1	4
89	относится к	2	4
90	не было	3	4
91	что это	2	4
92	бы не	1	4
93	он не	6	4
94	перестает быть	2	4
95	но вместе	1	4
96	одной и	1	4
97	и по	1	4
98	мы видели	7	4
99	и при	1	4
100	в котором	1	4
101	для меня	1	4
102	того как	1	4
103	это слово	1	4
104	и его	13	4
105	по поводу	4	4
106	для того	6	4
107	и это	4	4
108	то время	3	4
109	в его	13	4
110	один из	2	4
111	далеко не	1	4
112	себя и	2	4
113	что для	1	4
114	для человека	1	4
115	если не	1	4
116	и потому	1	4
117	со словом	2	4
118	для понимания	1	4
119	все это	7	4
120	этот образ	1	4
121	и от	4	4
122	тем более	1	4
123	слово в	1	4
124	и есть	2	3
125	говорить о	2	3
126	и на	5	3
127	в чем	2	3
128	не можем	1	3
129	в целом	2	3
130	что она	3	3
131	при этом	2	3
132	образа и	1	3
133	в каждом	2	3
134	не будет	1	3
135	что все	2	3
136	его в	5	3
137	как бы	12	3
138	слова при	1	3
139	что при	1	3
140	тем не	1	3
141	есть еще	1	3
142	тому что	1	3
143	на него	2	3
144	тогда и	1	3
145	образом в	1	3
146	того чтобы	6	3
147	заметить что	2	3
148	ни о	1	3
149	слова с	1	3
150	свою очередь	1	3
151	в произведении	1	3
152	в образе	1	3
153	здесь как	4	3
154	том как	2	3
155	слово и	1	3
156	и вообще	2	3
157	время в	1	3
158	никак не	1	3
159	можно сказать	2	3
160	это было	4	3
161	к нему	2	3
162	вслед за	1	3
163	есть в	3	3
164	в начале	2	3
165	прежде всего	10	3
166	друг друга	1	3
167	мы можем	2	3
168	до сих	3	3
169	нельзя сказать	1	3
170	именно в	3	3
171	человеческой жизни	1	3
172	там где	3	3
173	в одно	2	3
174	связь с	3	3
175	так же	8	3
176	сих пор	3	3
177	все остальные	1	3
178	не существует	1	3
179	к одной	1	3
180	и все	7	3
181	от всего	1	3
182	здесь только	2	3
183	в свою	1	3
184	не знает	1	3
185	к этому	2	3
186	в таком	1	3
187	в зародыше	1	2
188	самом деле	5	2
189	это и	5	2
190	в приведенном	3	2
191	и до	2	2
192	в их	4	2
193	мы уже	4	2
194	той же	4	2
195	что уже	1	2
196	он как	1	2
197	не столько	2	2
198	ему в	1	2
199	мы назвали	1	2
200	за пределы	1	2
201	что они	1	2
202	нечто вроде	1	2
203	все же	2	2
204	и той	1	2
205	далее и	1	2
206	и слова	2	2
207	целый ряд	1	2
208	что по	1	2
209	и внутреннюю	1	2
210	сливается с	1	2
211	та же	1	2
212	в этой	6	2
213	на то	1	2
214	человек не	1	2
215	так сказать	1	2
216	и если	2	2
217	на его	1	2
218	не как	1	2
219	из него	1	2
220	но все	1	2
221	не дает	1	2
222	на все	2	2
223	время и	1	2
224	ни в	3	2
225	несмотря на	2	2
226	во время	12	2
227	точки зрения	4	2
228	в своей	3	2
229	а как	1	2
230	между людьми	1	2
231	в которых	3	2
232	мысли и	6	2
233	единство и	3	2
234	их в	1	2
235	том же	2	2
236	со многими	1	2
237	даже в	2	2
238	что эта	2	2
239	что с	1	2
240	на котором	2	2
241	и притом	2	2
242	этом отношении	5	2
243	в живой	1	2
244	от этого	2	2
245	в области	1	2
246	так например	2	2
247	ничего общего	1	2
248	и самое	1	2
249	и о	4	2
250	это единство	1	2
251	так в	2	2
252	котором мы	1	2
253	когда в	2	2
254	и с	10	2
255	об этом	4	2
256	связанное с	1	2
257	о том	4	2
258	и та	2	2
259	но мы	2	2
260	или на	1	2
261	от него	1	2
262	связь между	1	2
263	этих слов	2	2
264	от них	1	2
265	я думаю	1	2
266	объективное значение	1	2
267	в форме	1	2
268	и мы	1	2
269	как ее	2	2
270	эти последние	2	2
271	мы видим	5	2
272	одной из	5	2
273	которое мы	1	2
274	но как	1	2
275	на мир	7	2
276	связи с	6	2
277	в виде	1	2
278	образа здесь	1	2
279	в одном	3	2
280	у него	4	2
281	в других	1	2
282	на стороне	1	2
283	не были	1	2
284	и даже	4	2
285	тут же	2	2
286	души и	1	2
287	ко всем	1	2
288	нет ни	2	2
289	к своему	1	2
290	по своему	4	2
291	еще раз	1	2
292	перед нами	4	2
293	слова но	2	2
294	не подлежит	2	2
295	то не	1	2
296	из себя	1	2
297	бы в	4	2
298	и наконец	2	2
299	образов и	4	2
300	в системе	2	2
301	но этот	3	2
302	в свое	1	2
303	жизни и	8	2
304	это в	2	2
305	которая не	2	2
306	и наиболее	2	1
307	одним из	5	1
308	в строгом	1	1
309	мы здесь	1	1
310	не остается	1	1
311	на самом	5	1
312	человека эти	1	1
313	из его	2	1
314	оно было	2	1
315	его связь	1	1
316	собою в	1	1
317	по его	1	1
318	хотя уже	1	1
319	поэзии и	1	1
320	его не	4	1
321	нуждаются в	1	1
322	нашу мысль	1	1
323	которую мы	1	1
324	из своих	2	1
325	чтобы не	2	1
326	что многие	1	1
327	который был	1	1
328	в сущности	4	1
329	но она	3	1
330	сложнее и	1	1
331	как я	1	1
332	смысле оно	1	1
333	и со	1	1
334	похожи на	1	1
335	в числе	1	1
336	того же	3	1
337	и он	3	1
338	собою и	1	1
339	образов это	1	1
340	он был	7	1
341	здесь не	6	1
342	внешний и	1	1
343	без всякого	1	1
344	с его	7	1
345	природу в	1	1
346	же самые	1	1
347	не исчерпываются	1	1
348	от его	3	1
349	данном случае	2	1
350	он может	1	1
351	но язык	1	1
352	если в	2	1
353	отличие от	2	1
354	сохранять свое	1	1
355	друг от	1	1
356	нет и	2	1
357	шаг к	1	1
358	и чем	1	1
359	из таких	1	1
360	чем же	4	1
361	в истории	2	1
362	время когда	1	1
363	его на	1	1
364	некоторое время	1	1
365	о жизни	1	1
366	это был	1	1
367	еще и	3	1
368	хотя и	5	1
369	когда он	2	1
370	слова нельзя	1	1
371	стихии и	1	1
372	имеет в	1	1
373	но в	14	1
374	роль играет	3	1
375	то в	1	1
376	но эта	2	1
377	духа в	2	1
378	на ней	1	1
379	во рту	1	1
380	формы в	1	1
381	все эти	5	1
382	если мы	2	1
383	мир которым	2	1
384	право на	10	1
385	еще один	2	1
386	такое значение	1	1
387	свободы но	1	1
388	тому же	4	1
389	как он	3	1
390	но на	3	1
391	в наших	1	1
392	чем больше	1	1
393	а об	1	1
394	как оно	1	1
395	и таких	1	1
396	но именно	2	1
397	этого он	1	1
398	в понимании	1	1
399	не нуждаются	1	1
400	он должен	2	1
401	и вот	3	1
402	не отделен	1	1
403	языков и	2	1
404	находим у	1	1
405	в нее	1	1
406	ни был	1	1
407	на самое	1	1
408	мы его	1	1
409	в мире	1	1
410	конечно в	2	1
411	об этой	3	1
412	и внутренняя	1	1
413	них не	1	1
414	эта с	1	1
415	лишь в	2	1
416	к природе	1	1
417	это не	3	1
418	мир за	1	1
419	форму и	1	1
420	с вопросом	1	1
421	эту минуту	1	1
422	в жизни	1	1
423	она и	2	1
424	наглядность и	1	1
425	одна и	1	1
426	нигде не	1	1
427	была уже	1	1
428	строгом смысле	1	1
429	потому и	1	1
430	нисколько не	3	1
431	с точки	2	1
432	с огнем	1	1
433	и языка	2	1
434	впечатлений которые	1	1
435	жизни с	1	1
436	этой жизни	3	1
437	не будем	2	1
438	которые в	1	1
439	но он	3	1
440	с такою	1	1
441	и более	1	1
442	для большей	1	1
443	в современном	1	1
444	уже сказали	1	1
445	не должно	1	1
446	что этот	1	1
447	любовь к	1	1
448	видно в	1	1
449	как может	1	1
450	вложена в	1	1
451	слова видна	1	1
452	ее с	1	1
453	в процессе	1	1
454	было не	1	1
455	его вполне	1	1
456	чем не	2	1
457	принадлежит к	1	1
458	не могло	3	1
459	следовательно и	1	1
460	принадлежат к	1	1
461	ничего не	4	1
462	больше чем	2	1
463	это то	1	1
464	пору когда	1	1
465	нельзя видеть	1	1
466	даже во	1	1
467	не находим	1	1
468	не нужен	1	1
469	в более	1	1
470	здесь же	3	1
471	уже и	2	1
472	что на	3	1
473	этих образов	7	1
474	состоящая из	1	1
475	может показаться	1	1
476	с другом	2	1
477	целое но	1	1
478	в язык	1	1
479	с которой	2	1
480	как сложное	1	1
481	начиная с	2	1
482	встречается в	1	1
483	голову и	1	1
484	же самое	2	1
485	в памяти	1	1
486	мы выделили	1	1
487	для его	1	1
488	должен быть	2	1
489	разные стороны	1	1
490	и художественное	1	1
491	значения и	1	1
492	от друга	1	1
493	мертвым и	1	1
494	и говорит	1	1
495	и образа	1	1
496	свободу и	5	1
497	на том	2	1
498	и когда	1	1
499	что у	1	1
500	жизни это	1	1
501	убеждение в	4	1
502	времени и	1	1
503	было в	1	1
504	это только	1	1
505	жизнь и	2	1
506	понятно что	1	1
507	для этого	1	1
508	остановимся на	1	1
509	но здесь	1	1
